"id","stats_varcount","stats_var_bool","stats_var_discrete","stats_dom_0","stats_dom_25","stats_dom_50","stats_dom_75","stats_dom_100","stats_dom_mean","stats_dom_not2_2_ratio","stats_branchingvars","stats_conscount","stats_arity_0","stats_arity_25","stats_arity_50","stats_arity_75","stats_arity_100","stats_arity_mean","stats_arity_mean_normalised","stats_cts_per_var_mean","stats_cts_per_var_mean_normalised","stats_alldiff_count","stats_alldiff_proportion","stats_sums_count","stats_sums_proportion","stats_or_atleastk_count","stats_or_atleastk_proportion","stats_binary_count","stats_binary_proportion","stats_table_count","stats_table_proportion","stats_lex_count","stats_lex_proportion","stats_unary_count","stats_unary_proportion","stats_multi_shared_vars","stats_edge_density","stats_Local_Variance","clustering_coefficient","minimum_degree","normalised_minimum_degree","maximum_degree","normalised_maximum_degree","median_degree","normalised_median_degree","mean_degree","normalised_mean_degree","width_of_ordering","normalised_width_of_ordering","width_of_graph","normalised_width_of_graph","SAC_literals","normalised_SAC_literals","stats_tightness_0","stats_tightness_25","stats_tightness_50","stats_tightness_75","stats_tightness_100","stats_tightness_mean","stats_tightness_mean_normalised","stats_literal_tightness_0","stats_literal_tightness_25","stats_literal_tightness_50","stats_literal_tightness_75","stats_literal_tightness_100","stats_literal_tightness_mean","stats_literal_tightness_coeff_of_variation","Class"
"langford-2-25.xml.minion.conv.minion",50,0,50,50,50,50,50,50,50,0,50,1275,2,2,2,2,2,2,0.04,51,0.04,0,0,50,0.039216,0,0,1225,0.960784,0,0,0,0,0,0,9.2e-05,1,0.459944,1,49,0.98,49,0.98,49,0.98,49,0.98,49,0.98,49,0.98,0,0,25,25,25,25,884,43.958431,0.034477,1.960784,3.882353,4.843137,5.803922,45,4.991497,0.546482,"standard"
"langford-2-3.xml.minion.conv.minion",6,0,6,6,6,6,6,6,6,0,6,21,2,2,2,2,2,2,0.333333,7,0.333333,0,0,6,0.285714,0,0,15,0.714286,0,0,0,0,0,0,0.042857,1,0.900463,1,5,0.833333,5,0.833333,5,0.833333,5,0.833333,5,0.833333,5,0.833333,6,0.2,28,169,169,169,919,251.142857,11.959184,4,24.714286,28.714286,37,42.857143,29.860806,0.27368,"standard"
"langford-2-30.xml.minion.conv.minion",60,0,60,60,60,60,60,60,60,0,60,1830,2,2,2,2,2,2,0.033333,61,0.033333,0,0,60,0.032787,0,0,1770,0.967213,0,0,0,0,0,0,5.4e-05,1,0.409024,1,59,0.983333,59,0.983333,59,0.983333,59,0.983333,59,0.983333,59,0.983333,0,0,25,25,25,25,874,40.239344,0.021989,1.540984,3.114754,3.852459,4.934426,47,4.22851,0.657598,"standard"
"langford-2-4-ext.xml.minion.gz",8,0,8,8,8,8,8,8,8,0,8,32,2,2,2,2,2,2,0.25,8,0.25,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0.008065,1,0.776417,1,7,0.875,7,0.875,7,0.875,7,0.875,7,0.875,7,0.875,20,0.357143,136,136,136,136,955,235.25,7.351562,15.25,18.625,22.125,27.5,30,22.558594,0.199702,"standard"
"langford-2-4.xml.minion.conv.minion",8,0,8,8,8,8,8,8,8,0,8,36,2,2,2,2,2,2,0.25,9,0.25,0,0,8,0.222222,0,0,28,0.777778,0,0,0,0,0,0,0.019048,1,0.877557,1,7,0.875,7,0.875,7,0.875,7,0.875,7,0.875,7,0.875,20,0.357143,48,136,136,136,899,208.138889,5.781636,3,19.777778,23.666667,26.888889,32.888889,23.429739,0.250073,"standard"
"langford-2-40.xml.minion.conv.minion",80,0,80,80,80,80,80,80,80,0,80,3240,2,2,2,2,2,2,0.025,81,0.025,0,0,80,0.024691,0,0,3160,0.975309,0,0,0,0,0,0,2.3e-05,1,0.334327,1,79,0.9875,79,0.9875,79,0.9875,79,0.9875,79,0.9875,79,0.9875,0,0,13,13,13,13,868,24.474691,0.007554,1.037037,2.049383,2.888889,4.049383,35,3.116509,0.649506,"standard"
"langford-2-5.xml.minion.conv.minion",10,0,10,10,10,10,10,10,10,0,10,55,2,2,2,2,2,2,0.2,11,0.2,0,0,10,0.181818,0,0,45,0.818182,0,0,0,0,0,0,0.010101,1,0.851502,1,9,0.9,9,0.9,9,0.9,9,0.9,9,0.9,9,0.9,0,0,66,104,104,104,895,170.981818,3.10876,5,18.090909,20,22.363636,28,20.093506,0.213095,"standard"
"langford-2-50.xml.minion.conv.minion",100,0,100,100,100,100,100,100,100,0,100,5050,2,2,2,2,2,2,0.02,101,0.02,0,0,100,0.019802,0,0,4950,0.980198,0,0,0,0,0,0,1.2e-05,1,0.282422,1,99,0.99,99,0.99,99,0.99,99,0.99,99,0.99,99,0.99,0,0,7,7,7,7,883,16.947921,0.003356,0.930693,1.653465,2.306931,2.960396,53,2.57118,0.893324,"standard"
"langford-2-6.xml.minion.conv.minion",12,0,12,12,12,12,12,12,12,0,12,78,2,2,2,2,2,2,0.166667,13,0.166667,0,0,12,0.153846,0,0,66,0.846154,0,0,0,0,0,0,0.005994,1,0.824093,1,11,0.916667,11,0.916667,11,0.916667,11,0.916667,11,0.916667,11,0.916667,0,0,81,97,97,97,885,154.974359,1.986851,8,15.076923,18.461538,20.846154,34,18.014872,0.230056,"standard"
"langford-2-7.xml.minion.conv.minion",14,0,14,14,14,14,14,14,14,0,14,105,2,2,2,2,2,2,0.142857,15,0.142857,0,0,14,0.133333,0,0,91,0.866667,0,0,0,0,0,0,0.003846,1,0.796446,1,13,0.928571,13,0.928571,13,0.928571,13,0.928571,13,0.928571,13,0.928571,0,0,69,88,88,88,907,140.495238,1.33805,4,12.733333,15.333333,18.533333,32,15.586535,0.234957,"standard"
"langford-2-8.xml.minion.conv.minion",16,0,16,16,16,16,16,16,16,0,16,136,2,2,2,2,2,2,0.125,17,0.125,0,0,16,0.117647,0,0,120,0.882353,0,0,0,0,0,0,0.002614,1,0.769235,1,15,0.9375,15,0.9375,15,0.9375,15,0.9375,15,0.9375,15,0.9375,0,0,69,69,69,69,888,115.882353,0.852076,6,11.411765,12.941176,15.352941,31,13.789216,0.267583,"standard"
"langford-2-9.xml.minion.conv.minion",18,0,18,18,18,18,18,18,18,0,18,171,2,2,2,2,2,2,0.111111,19,0.111111,0,0,18,0.105263,0,0,153,0.894737,0,0,0,0,0,0,0.001858,1,0.74285,1,17,0.944444,17,0.944444,17,0.944444,17,0.944444,17,0.944444,17,0.944444,0,0,50,50,50,50,892,96.654971,0.565234,6,10.947368,12.210526,14.157895,35,12.716769,0.240415,"standard"
"langford-3-11-ext.xml.minion.gz",33,0,33,33,33,33,33,33,33,0,33,550,2,2,2,2,2,2,0.060606,33.333333,0.060606,0,0,0,0,0,0,0,0,550,1,0,0,0,0,0.000146,1,0.704183,1,32,0.969697,32,0.969697,32,0.969697,32,0.969697,32,0.969697,32,0.969697,0,0,35,35,35,35,987,72.723636,0.132225,3.757576,5.787879,6.705882,8.470588,13.323529,6.793651,0.291644,"standard"
"langford-3-9-ext.xml.minion.gz",27,0,27,27,27,27,27,27,27,0,27,369,2,2,2,2,2,2,0.074074,27.333333,0.074074,0,0,0,0,0,0,0,0,369,1,0,0,0,0,0.000265,1,0.71177,1,26,0.962963,26,0.962963,26,0.962963,26,0.962963,26,0.962963,26,0.962963,0,0,35,35,35,35,979,80.620596,0.218484,4.444444,6.444444,8.333333,9.714286,13.464286,8.230752,0.259346,"standard"
"lard-83-83.xml.minion.gz",83,0,83,84,84,84,84,84,84,0,83,3403,2,2,2,2,2,2,0.024096,82,0.024096,0,0,0,0,0,0,0,0,3403,1,0,0,0,0,0,1,0.67202,1,82,0.987952,82,0.987952,82,0.987952,82,0.987952,82,0.987952,82,0.987952,0,0,527,530,530,530,531,529.855716,0.155703,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"large-80-sat_ext.xml.minion.gz",80,0,80,80,80,80,80,80,80,0,80,3160,2,2,2,2,2,2,0.025,79,0.025,0,0,0,0,0,0,0,0,3160,1,0,0,0,0,0,1,0.672221,1,79,0.9875,79,0.9875,79,0.9875,79,0.9875,79,0.9875,79,0.9875,0,0,479,495,500,505,521,500.028165,0.158237,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"large-80-unsat_ext.xml.minion.gz",80,0,80,80,80,80,80,80,80,0,80,3160,2,2,2,2,2,2,0.025,79,0.025,0,0,0,0,0,0,0,0,3160,1,0,0,0,0,0,1,0.672221,1,79,0.9875,79,0.9875,79,0.9875,79,0.9875,79,0.9875,79,0.9875,3282,0.519304,487,487,513,513,515,500.160443,0.158279,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"large-84-unsat_ext.xml.minion.gz",84,0,84,84,84,84,84,84,84,0,84,3486,2,2,2,2,2,2,0.02381,83,0.02381,0,0,0,0,0,0,0,0,3486,1,0,0,0,0,0,1,0.671956,1,83,0.988095,83,0.988095,83,0.988095,83,0.988095,83,0.988095,83,0.988095,3614,0.518359,487,487,513,513,516,500.144291,0.143472,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"latinSquare-dg-10_all.xml.minion",100,0,100,10,10,10,10,10,10,0,100,40,10,10,10,10,10,10,0.1,4,0.1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064103,0.353535,0.597051,0.408403,35,0.35,35,0.35,35,0.35,35,0.35,35,0.35,35,0.35,0,0,999,999,999,999,999,999,24.975,100,100,100,100,100,100,0,"standard"
"latinSquare-dg-11_all.xml.minion",121,0,121,11,11,11,11,11,11,0,121,44,11,11,11,11,11,11,0.090909,4,0.090909,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.580181,0.384615,40,0.330579,40,0.330579,40,0.330579,40,0.330579,40,0.330579,40,0.330579,0,0,1000,1000,1000,1000,1000,1000,22.727273,100,100,100,100,100,100,0,"standard"
"latinSquare-dg-12_all.xml.minion",144,0,144,12,12,12,12,12,12,0,144,48,12,12,12,12,12,12,0.083333,4,0.083333,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06383,0.300699,0.563627,0.379845,43,0.298611,43,0.298611,43,0.298611,43,0.298611,43,0.298611,43,0.298611,0,0,1000,1000,1000,1000,1000,1000,20.833333,100,100,100,100,100,100,0,"standard"
"latinSquare-dg-3_all.xml.minion",9,0,9,3,3,3,3,3,3,0,9,12,3,3,3,3,3,3,0.333333,4,0.333333,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.679931,1,8,0.888889,8,0.888889,8,0.888889,8,0.888889,8,0.888889,8,0.888889,10,0.555556,784,784,784,784,784,784,65.333333,77,77,78,80,80,78.333333,0.015922,"standard"
"latinSquare-dg-4_all.xml.minion",16,0,16,4,4,4,4,4,4,0,16,16,4,4,4,4,4,4,0.25,4,0.25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0.066667,0.733333,0.679717,0.709091,11,0.6875,11,0.6875,11,0.6875,11,0.6875,11,0.6875,11,0.6875,20,0.416667,892,892,892,892,892,892,55.75,88,91,91,93,93,90.75,0.019673,"standard"
"latinSquare-dg-5_all.xml.minion",25,0,25,5,5,5,5,5,5,0,25,20,5,5,5,5,5,5,0.2,4,0.2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.672635,0.6,16,0.64,16,0.64,16,0.64,16,0.64,16,0.64,16,0.64,0,0,966,966,966,966,966,966,48.3,95,95,96,96,98,96,0.011411,"standard"
"latinSquare-dg-6_all.xml.minion",36,0,36,6,6,6,6,6,6,0,36,24,6,6,6,6,6,6,0.166667,4,0.166667,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0.065217,0.542857,0.661038,0.532164,19,0.527778,19,0.527778,19,0.527778,19,0.527778,19,0.527778,19,0.527778,0,0,987,987,987,987,987,987,41.125,96,97,99,99,100,98.333333,0.013977,"standard"
"latinSquare-dg-7_all.xml.minion",49,0,49,7,7,7,7,7,7,0,49,28,7,7,7,7,7,7,0.142857,4,0.142857,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.646671,0.478261,24,0.489796,24,0.489796,24,0.489796,24,0.489796,24,0.489796,24,0.489796,0,0,995,995,995,995,995,995,35.535714,97,99,100,100,100,99.285714,0.010376,"standard"
"latinSquare-dg-8_all.xml.minion",64,0,64,8,8,8,8,8,8,0,64,32,8,8,8,8,8,8,0.125,4,0.125,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064516,0.428571,0.630731,0.452991,27,0.421875,27,0.421875,27,0.421875,27,0.421875,27,0.421875,27,0.421875,0,0,998,998,998,998,998,998,31.1875,97,100,100,100,100,99.625,0.009959,"standard"
"latinSquare-dg-9_all.xml.minion",81,0,81,9,9,9,9,9,9,0,81,36,9,9,9,9,9,9,0.111111,4,0.111111,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.614016,0.419355,32,0.395062,32,0.395062,32,0.395062,32,0.395062,32,0.395062,32,0.395062,0,0,996,996,996,996,996,996,27.666667,100,100,100,100,100,100,0,"standard"
"le-450-5a-2-ext.xml.minion.converted.minion.gz",450,0,450,2,2,2,2,2,2,0,450,5714,2,2,2,2,2,2,0.004444,25.395556,0.004444,0,0,0,0,0,0,0,0,5714,1,0,0,0,0,0,0.05656,0.682883,0.1336,13,0.028889,42,0.093333,25,0.055556,25.395556,0.056435,33,0.073333,17,0.037778,31,0.068889,513,513,513,513,513,513,0.089779,47,47,53,53,53,50,0.06,"standard"
"le-450-5a-3-ext.xml.minion.converted.minion.gz",450,0,450,3,3,3,3,3,3,0,450,5714,2,2,2,2,2,2,0.004444,25.395556,0.004444,0,0,0,0,0,0,0,0,5714,1,0,0,0,0,0,0.05656,0.682883,0.1336,13,0.028889,42,0.093333,25,0.055556,25.395556,0.056435,33,0.073333,17,0.037778,0,0,324,324,324,324,324,324,0.056703,32,32,33,35,35,33.333333,0.037417,"standard"
"le-450-5a-4-ext.xml.minion.converted.minion.gz",450,0,450,4,4,4,4,4,4,0,450,5714,2,2,2,2,2,2,0.004444,25.395556,0.004444,0,0,0,0,0,0,0,0,5714,1,0,0,0,0,0,0.05656,0.682883,0.1336,13,0.028889,42,0.093333,25,0.055556,25.395556,0.056435,33,0.073333,17,0.037778,0,0,263,263,263,263,263,263,0.046027,20,26,27,27,27,25,0.116619,"standard"
"le-450-5a-5-ext.xml.minion.converted.minion.gz",450,0,450,5,5,5,5,5,5,0,450,5714,2,2,2,2,2,2,0.004444,25.395556,0.004444,0,0,0,0,0,0,0,0,5714,1,0,0,0,0,0,0.05656,0.682883,0.1336,13,0.028889,42,0.093333,25,0.055556,25.395556,0.056435,33,0.073333,17,0.037778,0,0,184,184,184,184,184,184,0.032202,16,17,21,23,23,20,0.148324,"learning"
"lemma-100-9-mod.xml.minion.conv.minion",100,0,100,9,9,9,9,9,9,0,100,7350,2,2,2,2,2,2,0.02,147,0.02,0,0,0,0,0,0,7350,1,0,0,0,0,0,0,8.9e-05,0.996566,0.026747,0.996543,98,0.98,99,0.99,99,0.99,98.66,0.9866,98,0.98,98,0.98,0,0,96,96,96,96,96,96,0.013061,7,10,11,13,15,11.111111,0.237908,"standard"
"lemma-12-9-mod.xml.minion.conv.minion",12,0,12,9,9,9,9,9,9,0,12,90,2,2,2,2,2,2,0.166667,15,0.166667,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0.006492,0.969697,0.22283,0.96835,10,0.833333,11,0.916667,11,0.916667,10.666667,0.888889,10,0.833333,10,0.833333,0,0,96,96,96,96,96,96,1.066667,7,10,11,13,15,11.111111,0.237908,"standard"
"lemma-15-9-mod.xml.minion.conv.minion",15,0,15,9,9,9,9,9,9,0,15,147,2,2,2,2,2,2,0.133333,19.6,0.133333,0,0,0,0,0,0,147,1,0,0,0,0,0,0,0.0041,0.980952,0.178178,0.980464,13,0.866667,14,0.933333,14,0.933333,13.733333,0.915556,14,0.933333,13,0.866667,0,0,96,96,96,96,96,96,0.653061,7,10,11,13,15,11.111111,0.237908,"standard"
"lemma-20-9-mod.xml.minion.conv.minion",20,0,20,9,9,9,9,9,9,0,20,270,2,2,2,2,2,2,0.1,27,0.1,0,0,0,0,0,0,270,1,0,0,0,0,0,0,0.002313,0.978947,0.134387,0.978122,18,0.9,19,0.95,19,0.95,18.6,0.93,18,0.9,18,0.9,0,0,96,96,96,96,96,96,0.355556,7,10,11,13,15,11.111111,0.237908,"standard"
"lemma-30-9-mod.xml.minion.conv.minion",30,0,30,9,9,9,9,9,9,0,30,630,2,2,2,2,2,2,0.066667,42,0.066667,0,0,0,0,0,0,630,1,0,0,0,0,0,0,0.001009,0.988506,0.089536,0.988262,28,0.933333,29,0.966667,29,0.966667,28.666667,0.955556,28,0.933333,28,0.933333,0,0,96,96,96,96,96,96,0.152381,7,10,11,13,15,11.111111,0.237908,"standard"
"lemma-50-9-mod.xml.minion.conv.minion",50,0,50,9,9,9,9,9,9,0,50,1800,2,2,2,2,2,2,0.04,72,0.04,0,0,0,0,0,0,1800,1,0,0,0,0,0,0,0.000361,0.992653,0.053616,0.992549,48,0.96,49,0.98,49,0.98,48.64,0.9728,48,0.96,48,0.96,0,0,96,96,96,96,96,96,0.053333,7,10,11,13,15,11.111111,0.237908,"standard"
"magicSquare-10_glb.xml.minion.conv.minion",100,0,100,100,100,100,100,100,100,0,100,45,10,10,10,10,100,12,0.12,5.4,0.12,1,0.022222,44,0.977778,0,0,0,0,0,0,0,0,0,0,0.066667,1,0.768242,1,99,0.99,99,0.99,99,0.99,99,0.99,99,0.99,99,0.99,0,0,484,484,484,484,1000,495.466667,11.01037,32.285714,39.6,44.8,53.2,77.5,46.501557,0.179712,"learning"
"magicSquare-11_glb.xml.minion.conv.minion",121,0,121,121,121,121,121,121,121,0,121,49,11,11,11,11,121,13.244898,0.109462,5.363636,0.109462,1,0.020408,48,0.979592,0,0,0,0,0,0,0,0,0,0,0.061224,1,0.749851,1,120,0.991736,120,0.991736,120,0.991736,120,0.991736,120,0.991736,120,0.991736,0,0,490,490,490,490,1000,500.408163,10.212411,27.555556,38,44,50.8,74,44.317237,0.167967,"standard"
"magicSquare-12_glb.xml.minion.conv.minion",144,0,144,144,144,144,144,144,144,0,144,53,12,12,12,12,144,14.490566,0.100629,5.333333,0.100629,1,0.018868,52,0.981132,0,0,0,0,0,0,0,0,0,0,0.056604,1,0.731691,1,143,0.993056,143,0.993056,143,0.993056,143,0.993056,143,0.993056,143,0.993056,0,0,496,496,496,496,1000,505.509434,9.537914,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-13_glb.xml.minion.conv.minion",169,0,169,169,169,169,169,169,169,0,169,57,13,13,13,13,169,15.736842,0.093117,5.307692,0.093117,1,0.017544,56,0.982456,0,0,0,0,0,0,0,0,0,0,0.052632,1,0.713891,1,168,0.994083,168,0.994083,168,0.994083,168,0.994083,168,0.994083,168,0.994083,0,0,530,530,530,530,1000,538.245614,9.442906,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-14_glb.xml.minion.conv.minion",196,0,196,196,196,196,196,196,196,0,196,61,14,14,14,14,196,16.983607,0.086651,5.285714,0.086651,1,0.016393,60,0.983607,0,0,0,0,0,0,0,0,0,0,0.04918,1,0.696537,1,195,0.994898,195,0.994898,195,0.994898,195,0.994898,195,0.994898,195,0.994898,0,0,496,496,496,496,1000,504.262295,8.266595,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-15_glb.xml.minion.conv.minion",225,0,225,225,225,225,225,225,225,0,225,65,15,15,15,15,225,18.230769,0.081026,5.266667,0.081026,1,0.015385,64,0.984615,0,0,0,0,0,0,0,0,0,0,0.046154,1,0.679685,1,224,0.995556,224,0.995556,224,0.995556,224,0.995556,224,0.995556,224,0.995556,0,0,492,492,492,492,1000,499.815385,7.689467,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-16_glb.xml.minion.conv.minion",256,0,256,256,256,256,256,256,256,0,256,69,16,16,16,16,256,19.478261,0.076087,5.25,0.076087,1,0.014493,68,0.985507,0,0,0,0,0,0,0,0,0,0,0.043478,1,0.663366,1,255,0.996094,255,0.996094,255,0.996094,255,0.996094,255,0.996094,255,0.996094,0,0,510,510,510,510,1000,517.101449,7.494224,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"learning"
"magicSquare-17_glb.xml.minion.conv.minion",289,0,289,289,289,289,289,289,289,0,289,73,17,17,17,17,289,20.726027,0.071716,5.235294,0.071716,1,0.013699,72,0.986301,0,0,0,0,0,0,0,0,0,0,0.041096,1,0.647597,1,288,0.99654,288,0.99654,288,0.99654,288,0.99654,288,0.99654,288,0.99654,0,0,484,484,484,484,1000,491.068493,6.726966,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-18_glb.xml.minion.conv.minion",324,0,324,324,324,324,324,324,324,0,324,77,18,18,18,18,324,21.974026,0.067821,5.222222,0.067821,1,0.012987,76,0.987013,0,0,0,0,0,0,0,0,0,0,0.038961,1,0.632382,1,323,0.996914,323,0.996914,323,0.996914,323,0.996914,323,0.996914,323,0.996914,0,0,514,514,514,514,1000,520.311688,6.757295,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-19_glb.xml.minion.conv.minion",361,0,361,361,361,361,361,361,361,0,361,81,19,19,19,19,361,23.222222,0.064327,5.210526,0.064327,1,0.012346,80,0.987654,0,0,0,0,0,0,0,0,0,0,0.037037,1,0.617717,1,360,0.99723,360,0.99723,360,0.99723,360,0.99723,360,0.99723,360,0.99723,0,0,481,481,481,481,1000,487.407407,6.017375,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"magicSquare-3_glb.xml.minion.conv.minion",9,0,9,9,9,9,9,9,9,0,9,17,3,3,3,3,9,3.352941,0.372549,6.333333,0.372549,1,0.058824,16,0.941176,0,0,0,0,0,0,0,0,0,0,0.176471,1,0.873959,1,8,0.888889,8,0.888889,8,0.888889,8,0.888889,8,0.888889,8,0.888889,48,0.666667,452,452,452,452,996,484,28.470588,16.888889,25.2,33.333333,44.8,69.5,34.583682,0.343968,"standard"
"magicSquare-4_glb.xml.minion.conv.minion",16,0,16,16,16,16,16,16,16,0,16,21,4,4,4,4,16,4.571429,0.285714,6,0.285714,1,0.047619,20,0.952381,0,0,0,0,0,0,0,0,0,0,0.142857,1,0.865625,1,15,0.9375,15,0.9375,15,0.9375,15,0.9375,15,0.9375,15,0.9375,0,0,473,473,473,473,1000,498.095238,23.718821,22,30,38.285714,46.857143,74,39.081045,0.266053,"standard"
"magicSquare-5_glb.xml.minion.conv.minion",25,0,25,25,25,25,25,25,25,0,25,25,5,5,5,5,25,5.8,0.232,5.8,0.232,1,0.04,24,0.96,0,0,0,0,0,0,0,0,0,0,0.12,1,0.853642,1,24,0.96,24,0.96,24,0.96,24,0.96,24,0.96,24,0.96,0,0,522,522,522,522,1000,541.12,21.6448,22.222222,31.6,40,49.2,76,40.358477,0.243134,"standard"
"magicSquare-6_glb.xml.minion.conv.minion",36,0,36,36,36,36,36,36,36,0,36,29,6,6,6,6,36,7.034483,0.195402,5.666667,0.195402,1,0.034483,28,0.965517,0,0,0,0,0,0,0,0,0,0,0.103448,1,0.83897,1,35,0.972222,35,0.972222,35,0.972222,35,0.972222,35,0.972222,35,0.972222,0,0,504,504,504,504,1000,521.103448,17.969084,28.428571,38.285714,44.8,52.428571,76,44.840709,0.196521,"standard"
"magicSquare-7_glb.xml.minion.conv.minion",49,0,49,49,49,49,49,49,49,0,49,33,7,7,7,7,49,8.272727,0.168831,5.571429,0.168831,1,0.030303,32,0.969697,0,0,0,0,0,0,0,0,0,0,0.090909,1,0.822485,1,48,0.979592,48,0.979592,48,0.979592,48,0.979592,48,0.979592,48,0.979592,0,0,523,523,523,523,1000,537.454545,16.286501,25.333333,37.6,44.8,51.6,81,45.02285,0.191958,"learning"
"magicSquare-8_glb.xml.minion.conv.minion",64,0,64,64,64,64,64,64,64,0,64,37,8,8,8,8,64,9.513514,0.148649,5.5,0.148649,1,0.027027,36,0.972973,0,0,0,0,0,0,0,0,0,0,0.081081,1,0.804881,1,63,0.984375,63,0.984375,63,0.984375,63,0.984375,63,0.984375,63,0.984375,0,0,507,507,507,507,1000,520.324324,14.06282,27.571429,36.4,44.8,51.6,77,44.515632,0.199393,"standard"
"magicSquare-9_glb.xml.minion.conv.minion",81,0,81,81,81,81,81,81,81,0,81,41,9,9,9,9,81,10.756098,0.132791,5.444444,0.132791,1,0.02439,40,0.97561,0,0,0,0,0,0,0,0,0,0,0.073171,1,0.786675,1,80,0.987654,80,0.987654,80,0.987654,80,0.987654,80,0.987654,80,0.987654,0,0,517,517,517,517,1000,528.780488,12.897085,26.666667,37.2,45.2,54.8,75,45.930689,0.200645,"learning"
"mug100-1-3.xml.watchless.minion.gz",100,0,100,3,3,3,3,3,3,0,100,166,2,2,2,2,2,2,0.02,3.32,0.02,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0.033535,0.473173,0.371667,3,0.03,4,0.04,3,0.03,3.32,0.0332,3,0.03,3,0.03,0,0,324,324,324,324,324,324,1.951807,32,32,33,35,35,33.333333,0.037417,"learning"
"mug100-1-4.xml.watchless.minion.gz",100,0,100,4,4,4,4,4,4,0,100,166,2,2,2,2,2,2,0.02,3.32,0.02,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0.033535,0.473173,0.371667,3,0.03,4,0.04,3,0.03,3.32,0.0332,3,0.03,3,0.03,0,0,263,263,263,263,263,263,1.584337,20,26,27,27,27,25,0.116619,"standard"
"mug100-25-3.xml.watchless.minion.gz",100,0,100,3,3,3,3,3,3,0,100,166,2,2,2,2,2,2,0.02,3.32,0.02,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0.033535,0.473173,0.37,3,0.03,4,0.04,3,0.03,3.32,0.0332,3,0.03,3,0.03,0,0,324,324,324,324,324,324,1.951807,32,32,33,35,35,33.333333,0.037417,"learning"
"mug100-25-4.xml.watchless.minion.gz",100,0,100,4,4,4,4,4,4,0,100,166,2,2,2,2,2,2,0.02,3.32,0.02,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,0.033535,0.473173,0.37,3,0.03,4,0.04,3,0.03,3.32,0.0332,3,0.03,3,0.03,0,0,263,263,263,263,263,263,1.584337,20,26,27,27,27,25,0.116619,"standard"
"mug88-1-3.xml.watchless.minion.gz",88,0,88,3,3,3,3,3,3,0,88,146,2,2,2,2,2,2,0.022727,3.318182,0.022727,0,0,0,0,0,0,146,1,0,0,0,0,0,0,0,0.03814,0.473771,0.348485,3,0.034091,4,0.045455,3,0.034091,3.318182,0.037707,3,0.034091,3,0.034091,0,0,324,324,324,324,324,324,2.219178,32,32,33,35,35,33.333333,0.037417,"learning"
"mug88-1-4.xml.watchless.minion.gz",88,0,88,4,4,4,4,4,4,0,88,146,2,2,2,2,2,2,0.022727,3.318182,0.022727,0,0,0,0,0,0,146,1,0,0,0,0,0,0,0,0.03814,0.473771,0.348485,3,0.034091,4,0.045455,3,0.034091,3.318182,0.037707,3,0.034091,3,0.034091,0,0,263,263,263,263,263,263,1.80137,20,26,27,27,27,25,0.116619,"standard"
"mug88-25-3.xml.watchless.minion.gz",88,0,88,3,3,3,3,3,3,0,88,146,2,2,2,2,2,2,0.022727,3.318182,0.022727,0,0,0,0,0,0,146,1,0,0,0,0,0,0,0,0.03814,0.473771,0.367424,3,0.034091,4,0.045455,3,0.034091,3.318182,0.037707,3,0.034091,3,0.034091,0,0,324,324,324,324,324,324,2.219178,32,32,33,35,35,33.333333,0.037417,"learning"
