"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","Class"
"k_dum_p-21-shuffled",850,43,893,2311,5639,23,22,45,2,1664,645,1627,1714,2.246214,0.193855,36.956522,0.096928,0.096928,3.218365,10.418605,5.209302,102.528555,226.790698,113.395349,314.949412,0.490335,0.469941,0.489501,0.918987,0.039723,1,1.039421,0.967122,0.473407,0.5,0.489501,0.965477,1,0.2791,0.74167,0.486877,0.510371,0.567507,0.513881,0.994638,1.165606,"sKizzo"
"k_grz_n-10-shuffled",499,20,519,1803,4685,9,8,17,1,1441,361,1319,1190,2.324459,0.273988,55.444444,0.136994,0.136994,4.398844,24.7,12.35,44.712909,163,81.5,212.977956,0.5127,0.434578,0.514197,0.897169,0.052721,1,0.950458,0.930411,0.478415,0.5,0.514197,0.933128,1,0.200222,0.660011,0.526186,0.45819,0.86364,0.471947,0.967024,1.641322,"sKizzo"
"k_grz_n-13-shuffled",556,20,576,2112,5522,9,8,17,1,1705,406,1576,1355,2.357955,0.256629,61.777778,0.128314,0.128314,4.614583,27.1,13.55,45.678819,172.6,86.3,250.01259,0.518653,0.432271,0.520683,0.905377,0.049076,1,0.928073,0.934288,0.486467,0.5,0.520683,0.937945,1,0.192235,0.641572,0.537104,0.448089,0.874539,0.460497,0.968012,1.628249,"sKizzo"
"k_grz_n-14-shuffled",628,21,649,2444,6414,9,8,17,1,1985,458,1842,1539,2.371522,0.252864,69.777778,0.126432,0.126432,4.724191,29.428571,14.714286,47.22188,193.714286,96.857143,271.660828,0.521983,0.429841,0.524327,0.907706,0.048176,1,0.915771,0.933866,0.489651,0.5,0.524327,0.938059,1,0.187398,0.629705,0.541734,0.442159,0.939953,0.455563,0.964852,1.735082,"sKizzo"
"k_grz_n-21-shuffled",824,24,848,3592,9560,9,8,17,2,2984,606,2765,2129,2.412027,0.249443,91.555556,0.124722,0.124722,5.284198,37.333333,18.666667,51.347877,237.5,118.75,381.822816,0.531276,0.421862,0.534511,0.911794,0.046862,1,0.88226,0.932673,0.498523,0.5,0.534511,0.938351,1,0.168708,0.592706,0.557786,0.425307,1.022688,0.438663,0.961767,1.833476,"quantor"
"k_grz_p-10-shuffled",483,20,503,1777,4629,9,8,17,1,1426,350,1286,1207,2.272932,0.33202,53.666667,0.16601,0.16601,4.54672,29.5,14.75,47.180915,183.8,91.9,205.884058,0.505941,0.430331,0.506809,0.874039,0.063729,1,0.976516,0.908673,0.460523,0.5,0.506809,0.910231,1,0.196961,0.679235,0.51244,0.468425,0.949681,0.486544,0.960753,1.853253,"sKizzo"
"k_grz_p-17-shuffled",645,22,667,2623,6919,9,8,17,1,2148,474,1937,1727,2.313763,0.324056,71.666667,0.162028,0.162028,5.062969,38.636364,19.318182,51.724138,228.545455,114.272727,291.733333,0.511924,0.426651,0.513594,0.880011,0.061425,1,0.953416,0.907068,0.465864,0.5,0.513594,0.910027,1,0.180709,0.658406,0.52296,0.457364,1.053911,0.475324,0.958753,2.01528,"sKizzo"
"k_grz_p-21-shuffled",772,24,796,3274,8682,9,8,17,2,2704,568,2460,2101,2.3427,0.309102,85.777778,0.154551,0.154551,5.267588,42.166667,21.083333,53.991206,258.166667,129.083333,347.546632,0.517047,0.424672,0.519296,0.88728,0.058282,1,0.934061,0.910901,0.473027,0.5,0.519296,0.914864,1,0.173488,0.641723,0.531238,0.448493,1.120725,0.466497,0.956762,2.109647,"sKizzo"
"k_lin_n-10-shuffled",2032,16,2048,18199,51818,5,4,9,1,16810,1388,14964,6385,2.554536,0.292763,406.4,0.146382,0.146382,10.67041,333,166.5,66.668457,2101.5,1050.75,2158.32874,0.578274,0.370315,0.587245,0.911096,0.051411,1,0.729284,0.904243,0.531012,0.5,0.587245,0.91827,1,0.076268,0.350843,0.606556,0.347716,6.201009,0.382012,0.883773,10.223314,"sSolve"
"k_lin_n-13-shuffled",2716,16,2732,29491,84758,5,4,9,1,27634,1856,25232,8557,2.631515,0.242515,543.2,0.121257,0.121257,12.588946,447,223.5,76.757321,2821.5,1410.75,3736.555228,0.594221,0.363588,0.602904,0.928998,0.042191,1,0.682875,0.921013,0.555283,0.5,0.602904,0.934471,1,0.062934,0.290156,0.62846,0.333501,6.828669,0.360372,0.897618,10.865721,"sSolve"
"k_lin_n-14-shuffled",2944,16,2960,33831,97466,5,4,9,1,31818,2012,29234,9281,2.651592,0.229375,588.8,0.114688,0.114688,13.226014,485,242.5,80.100338,3061.5,1530.75,4360.29212,0.598332,0.36186,0.606838,0.933467,0.039809,1,0.671314,0.925385,0.561558,0.5,0.606838,0.93854,1,0.059472,0.274334,0.634149,0.329842,6.99156,0.354882,0.901574,11.025104,"sSolve"
"k_lin_n-21-shuffled",4540,18,4558,73065,212984,5,4,9,1,69960,3104,65396,15139,2.728913,0.186081,908,0.09304,0.09304,18.008995,755.333333,377.666667,105.999781,4776.444444,2388.222222,10097.018502,0.614595,0.353487,0.62241,0.948067,0.031918,1,0.627087,0.939876,0.584988,0.5,0.62241,0.951826,1,0.042483,0.207199,0.656786,0.313917,7.732773,0.333016,0.914637,11.773663,"sKizzo"
"k_lin_n-9-shuffled",1804,14,1818,14701,41636,5,4,9,1,13468,1232,12140,5351,2.553296,0.278893,360.8,0.139446,0.139446,9.69692,292.857143,146.428571,60.716722,1844,922,1726.807095,0.576592,0.374171,0.584958,0.914608,0.049236,1,0.734327,0.908524,0.531449,0.5,0.584958,0.921706,1,0.083804,0.363989,0.604379,0.352069,6.007613,0.384978,0.889915,9.940141,"sSolve"
"k_lin_p-12-shuffled",625,11,636,3286,8913,4,3,7,14,2838,434,2556,1791,2.377663,0.334753,156.25,0.167377,0.167377,6.402516,100,50,36.298742,560.727273,280.363636,355.8224,0.543139,0.395153,0.549213,0.886387,0.061708,1,0.841149,0.892013,0.489905,0.5,0.549213,0.901988,1,0.132075,0.54504,0.553833,0.393368,3.446095,0.438881,0.881661,6.222259,"sKizzo"
"k_lin_p-16-shuffled",821,12,833,4896,13447,4,3,7,18,4308,570,3924,2397,2.43607,0.310458,205.25,0.155229,0.155229,7.164466,126.666667,63.333333,39.894358,702,351,547.163216,0.556184,0.387298,0.563344,0.898382,0.056518,1,0.797968,0.899928,0.506969,0.5,0.563344,0.911513,1,0.116422,0.489583,0.570007,0.380982,3.783179,0.421429,0.886018,6.637074,"sKizzo"
"k_lin_p-21-shuffled",1066,13,1079,7364,20481,4,3,7,23,6601,740,6012,3250,2.477594,0.303639,266.5,0.15182,0.15182,8.238184,172,86,45.26506,963.076923,481.538462,853.11257,0.565988,0.379425,0.574075,0.903554,0.054587,1,0.766822,0.901689,0.517637,0.5,0.574075,0.914573,1,0.100489,0.441336,0.582259,0.36864,4.444007,0.407876,0.882461,7.632352,"sKizzo"
"k_lin_p-8-shuffled",429,10,439,1916,5099,4,3,7,10,1608,298,1456,1169,2.323069,0.338205,107.25,0.169102,0.169102,5.46697,64.8,32.4,31.471526,358.4,179.2,209.913753,0.529319,0.407139,0.533588,0.879956,0.063542,1,0.889218,0.893264,0.476635,0.5,0.533588,0.900467,1,0.155532,0.610125,0.537261,0.412107,2.634853,0.457656,0.890582,4.904233,"sKizzo"
"k_path_n-10-shuffled",698,34,732,2033,5108,13,12,25,1,1538,494,1300,1732,2.138711,0.373832,53.692308,0.186916,0.186916,3.646175,22.352941,11.176471,68.826503,318.588235,159.294118,176.518625,0.477486,0.448121,0.473551,0.844198,0.074393,1,1.094301,0.892677,0.422728,0.5,0.473551,0.88532,1,0.242991,0.851943,0.467937,0.497996,1.231421,0.536204,0.935973,2.631594,"quantor"
"k_path_n-20-shuffled",1364,64,1428,3992,10037,23,22,45,1,3023,968,2551,3407,2.140531,0.373747,59.304348,0.186874,0.186874,3.672969,23.3125,11.65625,121.765406,565.625,282.8125,312.148827,0.477433,0.448242,0.473493,0.844324,0.074325,1,1.094533,0.891296,0.422023,0.5,0.473493,0.88394,1,0.242485,0.853457,0.466467,0.500423,1.239184,0.537723,0.937942,2.65653,"quantor"
"k_path_n-21-shuffled",1421,67,1488,4155,10447,24,23,47,1,3146,1008,2655,3546,2.140794,0.373526,59.208333,0.186763,0.186763,3.668683,23.164179,11.58209,126.757392,585.074627,292.537313,324.341309,0.477458,0.448263,0.473524,0.844427,0.07428,1,1.094427,0.891586,0.422188,0.5,0.473524,0.884241,1,0.242599,0.85343,0.46641,0.500686,1.231447,0.53778,0.938335,2.640267,"quantor"
"k_path_p-10-shuffled",636,31,667,1850,4650,12,11,23,1,1400,449,1181,1573,2.135135,0.378378,53,0.189189,0.189189,3.643178,22.580645,11.290323,63.427286,299.096774,149.548387,161.279874,0.477419,0.447312,0.473418,0.842342,0.075269,1,1.094595,0.890867,0.421752,0.5,0.473418,0.8834,1,0.242703,0.85027,0.467983,0.496807,1.254386,0.536243,0.933818,2.68041,"quantor"
"k_path_p-16-shuffled",1032,49,1081,3014,7578,18,17,35,1,2282,731,1925,2569,2.138686,0.375581,57.333333,0.18779,0.18779,3.663275,23.102041,11.55102,95.178538,444.897959,222.44898,242.998062,0.477435,0.447875,0.473472,0.84356,0.07469,1,1.094527,0.891008,0.421867,0.5,0.473472,0.883613,1,0.242535,0.852356,0.466913,0.499242,1.245919,0.537301,0.93651,2.66842,"quantor"
"k_path_p-21-shuffled",1365,64,1429,3996,10047,23,22,45,1,3026,969,2554,3411,2.140891,0.373373,59.347826,0.186687,0.186687,3.673898,23.3125,11.65625,121.806858,565.625,282.8125,312.520879,0.477456,0.448293,0.473524,0.844486,0.074251,1,1.094434,0.891422,0.42211,0.5,0.473524,0.884081,1,0.242492,0.853604,0.466504,0.500432,1.238676,0.537676,0.938025,2.655229,"quantor"
"k_path_p-9-shuffled",573,28,601,1668,4191,11,10,21,1,1262,405,1066,1419,2.136091,0.376499,52.090909,0.188249,0.188249,3.643927,22.428571,11.214286,58.34609,274.571429,137.285714,149.34555,0.477452,0.447626,0.473477,0.843078,0.074922,1,1.094453,0.891698,0.422199,0.5,0.473477,0.884276,1,0.242806,0.850719,0.468399,0.496455,1.250833,0.53577,0.933887,2.670444,"quantor"
"k_ph_n-10-shuffled",1414,9,1423,11896,33608,3,2,5,1,10866,1029,9353,5500,2.444183,0.380968,471.333333,0.190484,0.190484,10.468728,503.555556,251.777778,40.34364,2013.333333,1006.666667,719.132956,0.556742,0.375833,0.565587,0.878895,0.067424,1,0.796163,0.870658,0.492432,0.5,0.565587,0.884489,1,0.0865,0.46234,0.57137,0.363283,10.695307,0.417464,0.847545,18.718709,"X2clsQ"
"k_ph_n-13-shuffled",2896,10,2906,37425,107916,3,2,5,1,35264,2160,31565,12628,2.5732,0.310327,965.333333,0.155164,0.155164,15.394012,1161.4,580.7,56.516173,4644.8,2322.4,2147.889848,0.585465,0.360725,0.595772,0.908089,0.05381,1,0.708045,0.895461,0.53349,0.5,0.595772,0.911225,1,0.057715,0.337422,0.60969,0.336274,16.038857,0.376699,0.861558,26.306556,"X2clsQ"
"k_ph_n-14-shuffled",3564,10,3574,52592,152385,3,2,5,1,49917,2674,45378,15813,2.617109,0.280385,1188,0.140192,0.140192,17.293509,1474.6,737.3,62.451035,5897.6,2948.8,2979.791526,0.594402,0.357214,0.604516,0.918601,0.048384,1,0.682362,0.905766,0.54755,0.5,0.604516,0.921178,1,0.050844,0.300673,0.621916,0.329054,17.852292,0.364553,0.87032,28.70531,"X2clsQ"
"k_ph_n-15-shuffled",4326,10,4336,72452,210783,3,2,5,1,69188,3263,63870,19487,2.655565,0.253713,1442,0.126856,0.126856,19.342943,1838.2,919.1,68.806273,7352,3676,4039.027046,0.602098,0.354298,0.611852,0.92758,0.043604,1,0.660859,0.914902,0.559785,0.5,0.611852,0.929724,1,0.045037,0.268964,0.632577,0.322896,19.629695,0.354224,0.878813,31.031304,"sKizzo"
"k_ph_n-8-shuffled",784,8,792,4847,13415,3,2,5,1,4289,557,3593,2735,2.353827,0.413864,261.333333,0.206932,0.206932,7.895202,250.75,125.375,31.454545,1002,501,310.844388,0.53388,0.391353,0.539837,0.859955,0.074767,1,0.87308,0.859144,0.463798,0.5,0.539837,0.86873,1,0.114916,0.564267,0.542034,0.388207,7.294373,0.450702,0.847676,13.457419,"quantor"
"k_ph_n-9-shuffled",1078,8,1086,7828,21920,3,2,5,1,7052,775,6083,3891,2.42233,0.377874,359.333333,0.188937,0.188937,9.078269,369.75,184.875,35.39779,1478,739,495.628015,0.550228,0.382299,0.558063,0.877373,0.067473,1,0.817428,0.871474,0.486338,0.5,0.558063,0.883884,1,0.099004,0.497062,0.562791,0.372716,9.127607,0.427453,0.85249,16.218454,"X2clsQ"
"k_ph_p-11-shuffled",2079,9,2088,21100,60220,3,2,5,1,19560,1539,17359,8366,2.52019,0.333839,693,0.166919,0.166919,12.314176,782.666667,391.333333,46.27682,3129.777778,1564.888889,1196.763829,0.573032,0.368482,0.582706,0.897937,0.058486,1,0.745103,0.886852,0.516774,0.5,0.582706,0.901824,1,0.072938,0.396493,0.592708,0.349432,13.772922,0.394802,0.85794,23.237288,"sKizzo"
"k_ph_p-12-shuffled",2615,10,2625,30972,89014,3,2,5,1,29021,1950,25706,11295,2.541457,0.332558,871.666667,0.166279,0.166279,14.282286,1030,515,53.058667,4119.2,2059.6,1710.667686,0.578819,0.363325,0.589133,0.900045,0.057856,1,0.727656,0.887669,0.522955,0.5,0.589133,0.903486,1,0.06296,0.364684,0.600606,0.341635,15.503432,0.385918,0.855383,25.812974,"sKizzo"
"k_ph_p-8-shuffled",915,8,923,5864,16274,3,2,5,1,5205,658,4398,3237,2.373465,0.401774,305,0.200887,0.200887,8.150596,294.5,147.25,32.31961,1177,588.5,347.908197,0.537729,0.389886,0.544116,0.865387,0.072385,1,0.859673,0.862707,0.469412,0.5,0.544116,0.872953,1,0.11221,0.552012,0.54671,0.385088,8.253844,0.445491,0.849541,15.097293,"quantor"
"k_ph_p-9-shuffled",1235,8,1243,9192,25778,3,2,5,1,8293,898,7232,4499,2.438425,0.36597,411.666667,0.182985,0.182985,9.270314,420.5,210.25,36.005632,1681,840.5,539.653441,0.552991,0.38176,0.560944,0.882006,0.065249,1,0.808348,0.875134,0.490901,0.5,0.560944,0.88772,1,0.097694,0.489447,0.566235,0.370984,10.125623,0.423838,0.855264,17.882367,"quantor"
"k_poly_n-12-shuffled",904,74,978,2207,5312,39,38,77,1,1553,653,1521,1699,2.146806,0.260082,23.179487,0.130041,0.130041,2.773006,7.756757,3.878378,160.868098,305.189189,152.594595,402.090708,0.489458,0.456514,0.488181,0.889615,0.054029,1,1.043077,0.964956,0.471073,0.5,0.488181,0.962438,1,0.295877,0.769823,0.48641,0.515752,0.487176,0.514671,1.00421,1.001574,"quantor"
"k_poly_n-13-shuffled",1004,82,1086,2451,5900,43,42,85,1,1725,725,1689,1887,2.146879,0.260302,23.348837,0.130151,0.130151,2.773481,7.780488,3.890244,177.470534,337.268293,168.634146,443.547809,0.489492,0.456441,0.488217,0.889543,0.054068,1,1.042936,0.964706,0.470986,0.5,0.488217,0.962195,1,0.295798,0.76989,0.486396,0.515693,0.488031,0.514686,1.004067,1.003362,"quantor"
"k_poly_n-20-shuffled",1504,122,1626,3671,8840,63,62,125,1,2585,1085,2529,2827,2.147099,0.260964,23.873016,0.130482,0.130482,2.774908,7.852459,3.92623,260.4631,497.508197,248.754098,650.799202,0.489593,0.456222,0.488328,0.889325,0.054186,1,1.042514,0.963955,0.470726,0.5,0.488328,0.961465,1,0.29556,0.77009,0.48635,0.515523,0.49056,0.514735,1.003647,1.008656,"quantor"
"k_poly_n-21-shuffled",1604,130,1734,3915,9428,67,66,133,1,2757,1157,2697,3015,2.147126,0.261047,23.940299,0.130524,0.130524,2.775087,7.861538,3.930769,277.0594,529.538462,264.769231,692.245636,0.489605,0.456194,0.488342,0.889298,0.0542,1,1.042461,0.963861,0.470694,0.5,0.488342,0.961373,1,0.29553,0.770115,0.486343,0.515503,0.490871,0.514742,1.003595,1.00931,"quantor"
"k_poly_p-19-shuffled",1429,116,1545,3488,8399,60,59,119,1,2456,1031,2403,2686,2.147076,0.260894,23.816667,0.130447,0.130447,2.774757,7.844828,3.922414,248.015534,473.482759,236.741379,619.713786,0.489582,0.456245,0.488316,0.889348,0.054173,1,1.042558,0.964034,0.470754,0.5,0.488316,0.961542,1,0.295585,0.770069,0.486355,0.515541,0.490296,0.51473,1.00369,1.008104,"quantor"
"k_poly_p-21-shuffled",1579,128,1707,3854,9281,66,65,131,1,2714,1139,2655,2968,2.14712,0.261028,23.924242,0.130514,0.130514,2.775044,7.859375,3.929688,272.910369,521.53125,260.765625,681.884104,0.489602,0.456201,0.488338,0.889305,0.054197,1,1.042474,0.963884,0.470701,0.5,0.488338,0.961395,1,0.295537,0.770109,0.486345,0.515508,0.490797,0.51474,1.003607,1.009154,"quantor"
"k_t4p_n-12-shuffled",1663,81,1744,5479,13913,30,29,59,2,4217,1260,3826,3697,2.215915,0.323417,55.433333,0.161708,0.161708,3.945528,21.876543,10.938272,158.842317,636.592593,318.296296,604.880938,0.505427,0.430892,0.506219,0.874005,0.063681,1,0.978527,0.915141,0.463261,0.5,0.506219,0.916575,1,0.229969,0.674758,0.506186,0.469669,0.989529,0.493187,0.951105,1.95487,"sKizzo"
"k_t4p_n-17-shuffled",2333,111,2444,7719,19613,40,39,79,2,5947,1770,5396,5197,2.218033,0.32284,58.325,0.16142,0.16142,3.965221,22.45045,11.225225,214.255728,877.513514,438.756757,822.596228,0.505889,0.430582,0.506746,0.87442,0.063529,1,0.976718,0.914474,0.463406,0.5,0.506746,0.916024,1,0.229304,0.673274,0.506796,0.468616,1.009992,0.492517,0.950147,1.992896,"sKizzo"
"k_t4p_n-21-shuffled",2869,135,3004,9511,24173,48,47,95,2,7331,2178,6652,6397,2.21901,0.322574,59.770833,0.161287,0.161287,3.974368,22.725926,11.362963,258.543609,1069.955556,534.977778,996.432555,0.506102,0.430439,0.506989,0.874612,0.063459,1,0.975887,0.914164,0.463471,0.5,0.506989,0.915766,1,0.228998,0.67259,0.507075,0.468126,1.019959,0.492211,0.949689,2.011456,"sKizzo"
"k_t4p_n-4-shuffled",591,33,624,1895,4793,14,13,27,2,1449,444,1314,1297,2.202111,0.327177,42.214286,0.163588,0.163588,3.822115,18.787879,9.393939,69.584936,247.636364,123.818182,251.825719,0.502399,0.432923,0.502756,0.871262,0.064678,1,0.990449,0.919259,0.462163,0.5,0.502756,0.919912,1,0.234301,0.684433,0.502093,0.476239,0.885967,0.497691,0.956481,1.764549,"quantor"
"k_t4p_p-12-shuffled",931,48,979,3040,7710,19,18,37,2,2335,703,2118,2062,2.209868,0.326316,49,0.163158,0.163158,3.902962,20.666667,10.333333,98.201226,377.75,188.875,366.683136,0.50441,0.431258,0.505061,0.872461,0.064332,1,0.982515,0.91626,0.462767,0.5,0.505061,0.917443,1,0.23125,0.678289,0.504852,0.471577,0.952342,0.494649,0.952395,1.88638,"sKizzo"
"k_t4p_p-20-shuffled",1467,72,1539,4832,12270,27,26,53,2,3719,1111,3374,3262,2.214818,0.324503,54.333333,0.162252,0.162252,3.94347,21.777778,10.888889,142.707602,571.833333,285.916667,542.248125,0.505379,0.430725,0.506167,0.873569,0.063896,1,0.978713,0.915016,0.463151,0.5,0.506167,0.916443,1,0.229925,0.675083,0.506139,0.469537,0.989458,0.493235,0.950748,1.954914,"sKizzo"
"k_t4p_p-21-shuffled",1534,75,1609,5056,12840,28,27,55,2,3892,1162,3531,3412,2.21519,0.324367,54.785714,0.162184,0.162184,3.946551,21.866667,10.933333,148.257303,596,298,564.08605,0.505452,0.430685,0.50625,0.873652,0.063863,1,0.978428,0.914921,0.463179,0.5,0.50625,0.916366,1,0.229826,0.674842,0.506235,0.469383,0.992478,0.49313,0.950618,1.96051,"sKizzo"
"k_t4p_p-4-shuffled",395,24,419,1248,3150,11,10,21,2,951,295,862,862,2.190705,0.333333,35.909091,0.166667,0.166667,3.754177,17.333333,8.666667,52.952267,179.5,89.75,185.16962,0.500635,0.433333,0.500732,0.868104,0.066032,1,0.997464,0.920672,0.461009,0.5,0.500732,0.92085,1,0.236378,0.690705,0.499684,0.479191,0.847996,0.50035,0.957777,1.697064,"sKizzo"
"k_t4p_p-8-shuffled",663,36,699,2144,5430,15,14,29,2,1643,499,1490,1462,2.204291,0.328358,44.2,0.164179,0.164179,3.858369,19.555556,9.777778,75.781116,279.666667,139.833333,277.571644,0.503315,0.43186,0.503809,0.871204,0.064825,1,0.986828,0.917609,0.462299,0.5,0.503809,0.918509,1,0.232743,0.681903,0.503375,0.473832,0.916385,0.496273,0.954105,1.820482,"sKizzo"
"ken.flash^10.C-f4-shuffled",37630,226,37856,112036,261416,2,1,3,1,74690,37345,81071,56607,2.293138,0.040184,18815,0.020092,0.020092,2.959531,19.920354,9.960177,8.6749,39.840708,19.920354,97.16253,0.571426,0.419963,0.572678,0.984931,0.008611,1,0.750007,0.988681,0.566196,0.5,0.572678,0.990846,1,0.33333,0.505257,0.572859,0.423815,0.980853,0.426277,0.992214,1.712205,"sKizzo"
"ken.flash^14.C-d4-shuffled",10271,199,10470,30061,70141,2,1,3,1,20040,10020,22296,15038,2.246066,0.087223,5135.5,0.043611,0.043611,2.871156,13.175879,6.58794,8.182617,26.351759,13.175879,62.960763,0.57142,0.409889,0.574194,0.96729,0.018691,1,0.750025,0.981269,0.563439,0.5,0.574194,0.986032,1,0.333322,0.500249,0.57462,0.420351,0.684959,0.423385,0.988177,1.192022,"sKizzo"
"ken.oop^1.C-d2",2152,79,2231,6073,14169,2,1,3,1,4048,2024,4371,3177,2.171414,0.161699,1076,0.08085,0.08085,2.722098,12.43038,6.21519,7.181533,24.860759,12.43038,31.763476,0.571388,0.393959,0.576704,0.939353,0.034653,1,0.750124,0.96486,0.556439,0.5,0.576704,0.973836,1,0.333278,0.523135,0.579619,0.409102,0.72763,0.416056,0.973169,1.255361,"sKizzo"
"lognBWLARGEB1-shuffled",1870,1,1871,178750,362756,2,1,3,140,177570,1040,177966,6768,2.02428,0.005124,935,0.002909,0.002215,6.442544,916,520,18.611438,1832,1040,2495.242781,0.966771,0.031795,0.968124,0.998871,0.001092,1.313131,0.034371,0.998008,0.966196,0.567686,0.968124,0.999405,1.313131,0.005818,0.037863,0.967771,0.031283,1.371483,0.031319,0.970653,1.417156,"X2clsQ"
"lut4_2_f2-shuffled",63,7,70,446,2805,2,1,3,0,2,444,14,42,4.060538,2.2287,31.5,1.11435,1.11435,21.142857,142,71,36.214286,284,142,706.460317,0.472371,0.350446,0.457206,0.624906,0.177184,1,1.116981,0.71737,0.327986,0.5,0.457206,0.69434,1,0.995516,0.09417,0.482547,0.349504,2.028986,0.529371,0.675433,4.204738,"sKizzo"
"lut4_AND_f1-shuffled",67,8,75,675,4679,2,1,3,0,2,673,56,51,3.708148,3.223704,33.5,1.611852,1.611852,30.226667,272,136,52.28,544,272,1212.477612,0.515495,0.251977,0.528965,0.548922,0.232528,1,0.939884,0.598817,0.316753,0.5,0.528965,0.614465,1,0.997037,0.075556,0.526278,0.235998,2.464661,0.444586,0.498179,4.683196,"sKizzo"
"lut4_XOR_fOR-shuffled",38,5,43,168,796,2,1,3,0,10,158,44,31,3.488095,1.25,19,0.625,0.625,9.604651,42,21,18.651163,84,42,219.578947,0.481156,0.386935,0.474403,0.725849,0.13191,1,1.078329,0.833047,0.3952,0.5,0.474403,0.821355,1,0.940476,0.184524,0.470277,0.442467,1.192867,0.541133,0.83528,2.536517,"quantor"
"mutex-128-s",11058,512,11570,14995,36855,1,1,2,1,8128,6866,10798,11056,1.982994,0.474825,11058,0.237546,0.237279,1.417286,13.90625,6.957031,2.526707,13.90625,6.957031,7.861277,0.555067,0.348284,0.56832,0.826074,0.09654,1.001124,0.801584,0.844167,0.479757,0.500281,0.56832,0.864323,1.001124,0.457886,0.737312,0.560985,0.403374,1.207425,0.43168,0.918815,2.152331,"sKizzo"
"mutex-16-s",1314,64,1378,1779,4375,1,1,2,1,960,818,1278,1312,1.982574,0.476672,1314,0.23946,0.237212,1.415094,13.25,6.65625,2.521045,13.25,6.65625,7.684932,0.554286,0.348343,0.567905,0.825979,0.096457,1.009479,0.804124,0.845437,0.480128,0.502358,0.567905,0.86621,1.009479,0.459809,0.737493,0.560364,0.404512,1.149859,0.432095,0.920108,2.051985,"sKizzo"
"mutex-2-s",96,8,104,127,315,1,1,2,1,64,62,88,94,1.976378,0.503937,96,0.267717,0.23622,1.384615,8,4.25,2.442308,8,4.25,5.145833,0.542857,0.349206,0.561753,0.824561,0.095238,1.133333,0.842105,0.863228,0.484921,0.53125,0.561753,0.893275,1.133333,0.488189,0.740157,0.551237,0.421084,0.689046,0.438247,0.93832,1.25,"X2clsQ"
"mutex-32-s",2706,128,2834,3667,9015,1,1,2,1,1984,1682,2638,2704,1.98282,0.475593,2706,0.238342,0.237251,1.416373,13.625,6.828125,2.524347,13.625,6.828125,7.787879,0.554742,0.348308,0.568147,0.826035,0.096506,1.004598,0.802639,0.844696,0.479912,0.501147,0.568147,0.865108,1.004598,0.458686,0.737388,0.560727,0.403847,1.182755,0.431853,0.919354,2.109324,"sKizzo"
"mutex-4-s",270,16,286,363,895,1,1,2,1,192,170,258,268,1.980716,0.484848,270,0.247934,0.236915,1.405594,11,5.625,2.496503,11,5.625,6.911111,0.550838,0.348603,0.566064,0.825558,0.096089,1.046512,0.815416,0.850958,0.481697,0.511364,0.566064,0.87448,1.046512,0.46832,0.738292,0.557621,0.409528,0.952447,0.433936,0.925739,1.708056,"quantor"
"mutex-64-s",5490,256,5746,7443,18295,1,1,2,1,4032,3410,5358,5488,1.982937,0.475077,5490,0.237807,0.23727,1.416986,13.8125,6.914063,2.525931,13.8125,6.914063,7.837158,0.55496,0.348292,0.568263,0.826061,0.096529,1.002265,0.80193,0.844341,0.479808,0.500566,0.568263,0.864581,1.002265,0.458149,0.737337,0.5609,0.403529,1.199202,0.431737,0.918992,2.137995,"sKizzo"
"mutex-8-s",618,32,650,835,2055,1,1,2,1,448,386,598,616,1.982036,0.479042,618,0.241916,0.237126,1.412308,12.5,6.3125,2.513846,12.5,6.3125,7.459547,0.553285,0.348418,0.567372,0.825858,0.09635,1.020202,0.807388,0.847054,0.480594,0.505,0.567372,0.86862,1.020202,0.462275,0.737725,0.559569,0.40597,1.084063,0.432628,0.921756,1.937319,"sKizzo"
