"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","eagleup","gnoveltyp2","marchrw","sapperlot","satime11","sattime","sattimep","sparrow","spear.hw","spear.sw","tnm","eagleup_success","gnoveltyp2_success","marchrw_success","sapperlot_success","satime11_success","sattime_success","sattimep_success","sparrow_success","spear.hw_success","spear.sw_success","tnm_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf",1075,3152,231,1106,3.6537,1.8499,0.2089,0.4597,0.8211,0,1.5324,0.0134,0.4393,0.0087,0.0606,1.3249,0.3327,0.7667,0.0134,0.4636,0.0063,0.038,2.9065,0.1331,0.1177,0,0.5,2.8772,0.0064,0.4991,9e-04,0.0163,2.4488,0.5443,0.0127,0.3773,0.0045,0.0307,0.0211,0.4651,0.0054,0.0787,3.6059,0.1935,0.3117,0.0493,0.3939,3.1681,1200,1200,0.07,0.01,0.38,3.31,1200,1.96,0.01,0.01,175.79,"FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE",0.23,0,0,0.03,"clasp1"
"SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf",825,2411,164,787,4.0305,2.0635,0.2084,0.4764,0.7887,0,1.5565,0.019,0.417,0.0122,0.0732,1.3311,0.3215,0.7802,0.019,0.4553,0.0089,0.0457,2.9288,0.1566,0.1196,0,0.6364,3.0229,0.0082,0.5286,0.0013,0.0178,2.2939,0.5197,0.0176,0.3598,0.0064,0.0394,0.0296,0.4266,0.0076,0.0826,3.5827,0.2022,0.3136,0.064,0.4615,3.2124,1200,1200,0.02,0,1200,1200,1200,1200,0.01,0.01,1200,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0,0,0,0.02,"clasp1"
"SAT_Competition2011/SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf",7759,23004,1840,8942,3.2168,1.5726,0.2058,0.4841,0.7865,0,1.4736,0.0016,0.4719,0.0011,0.0179,1.26,0.3337,0.8019,0.0016,0.5255,8e-04,0.0058,2.9554,0.1343,0.1031,0,0.5385,2.931,8e-04,0.5758,1e-04,0.0038,2.4762,0.5337,0.0017,0.5183,6e-04,0.0086,0.0027,0.5248,7e-04,0.023,3.68,0.184,0.316,0.0104,0.4583,3.1487,1200,1200,17.14,0.28,1200,1200,1200,1200,0.72,0.98,1200,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0.08,0.01,0.01,0.27,"restartsat"
"SAT_Competition2011/SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf",5910,16804,1686,8377,2.5053,1.006,0.2013,0.4833,0.7882,0,1.4047,0.0018,0.3644,0.0012,0.0166,1.1596,0.3049,0.7774,0.0018,0.4809,8e-04,0.0109,2.8824,0.0909,0.0928,0,0.8065,2.544,9e-04,0.533,2e-04,0.0048,2.2852,0.5288,0.0013,0.684,6e-04,0.0092,0.0026,0.6926,7e-04,0.0329,3.6495,0.1802,0.5331,0.027,0.5909,3.5334,1200,1200,1200,430.66,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.01,0.25,"cryptominisat2011"
"SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf",6498,130997,5735,130226,0.133,0.0059,0.044,0.4493,1.0295,0,1.3272,6e-04,0.8762,3e-04,0.0028,0.5612,0.7903,0.7903,6e-04,0.7872,0,0.0029,4.4833,0.0064,0.0716,0,1,0.1101,2e-04,0.8918,0,0.0014,4.2518,0.593,0.0011,0.7554,1e-04,0.0052,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,2.41,1.08,0.58,1.38,2.95,6.3,4.35,0.16,0.16,0.63,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.53,0.03,0.13,20.01,"picosat"
"SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf",3000,8881,1766,6639,0.6988,0.3377,0.266,0.4762,0.8668,0,1.4349,0.0016,0.822,0.0011,0.0357,1.1908,0.4984,0.8412,0.0016,0.3301,0.0011,0.0048,2.3792,0.1515,0.1238,0,0.6667,2.5807,8e-04,0.3725,2e-04,0.0027,1.9923,0.582,0.0021,0.7973,8e-04,0.0099,0.0021,0.7443,6e-04,0.0354,3.0982,0.1834,0.396,0.0353,0.5934,3.1054,1200,1200,1200,1.99,1200,1200,1200,1200,100.29,826.78,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0.03,0,0.01,0.1,"qutersat"
"SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf",3600,10681,2246,8185,0.6028,0.3049,0.2744,0.4804,0.8706,0,1.3585,0.0012,0.7633,9e-04,0.028,1.0845,0.526,0.8696,0.0012,0.3073,9e-04,0.0034,2.1708,0.1438,0.107,0,0.6667,2.4104,6e-04,0.3068,1e-04,0.0017,1.8453,0.598,0.0015,0.8175,6e-04,0.0081,0.0015,0.835,6e-04,0.0338,2.8947,0.2051,0.3636,0.0465,0.5934,2.962,1200,1200,1200,0.15,1200,1200,1200,1200,0.34,0.32,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0.03,0,0.02,0.1,"qutersat"
"SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf",4800,14281,2885,10774,0.6638,0.3255,0.2678,0.4756,0.8781,0,1.4245,0.001,0.6972,7e-04,0.0218,1.1485,0.5295,0.8528,0.001,0.3152,6e-04,0.003,2.2961,0.1511,0.1128,0,0.6667,2.502,5e-04,0.3447,1e-04,0.0022,1.9148,0.5972,0.0012,0.7172,5e-04,0.0066,0.0012,0.7011,4e-04,0.0236,3.0227,0.1853,0.3768,0.0416,0.5934,2.977,1200,1200,1200,60.28,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.06,0,0.02,0.13,"qutersat"
"SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf",8400,25061,5192,19058,0.6179,0.315,0.2724,0.4819,0.868,0,1.3832,5e-04,0.6465,4e-04,0.0141,1.101,0.5332,0.8745,5e-04,0.3099,4e-04,0.0017,2.2089,0.148,0.1084,0,0.7,2.4188,3e-04,0.3286,1e-04,0.001,1.893,0.6047,6e-04,0.7376,3e-04,0.0043,6e-04,0.6641,3e-04,0.014,2.9317,0.1889,0.3628,0.0255,0.5934,2.8801,1200,1200,1200,356.23,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0.01,0.06,0.2,"qutersat"
"SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf",10056,271393,8694,269998,0.1567,0.0052,0.0322,0.4471,1.0326,0,1.2198,4e-04,0.8023,2e-04,0.0016,0.6022,0.7657,0.7657,4e-04,0.8492,0,0.002,4.8554,0.0023,0.0352,0,1,0.0896,1e-04,0.9566,0,0.0013,4.5933,0.5948,7e-04,0.8254,0,0.0035,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,759.54,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.52,0.08,0.44,20.1,"mphaseSAT64"
"SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf",11313,305160,9937,303750,0.1385,0.0046,0.0327,0.4516,1.026,0,1.3268,4e-04,0.8758,2e-04,0.0023,0.5611,0.7903,0.7903,4e-04,0.8492,0,0.0018,4.8658,0.0026,0.0364,0,1,0.1093,1e-04,0.9708,0,8e-04,4.574,0.595,6e-04,0.8261,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,108.44,38.75,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",1.74,0.05,0.54,20.19,"newJointClass"
"SAT_Competition2011/SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf",9540,61421,9533,61414,7e-04,1e-04,0.1552,0.4632,0.7425,0,1.5058,4e-04,0.3995,2e-04,0.007,1.0591,0.2298,0.6932,4e-04,0.9052,2e-04,0.0052,2.5005,0.1149,0.0831,0,0.6667,2.6157,1e-04,0.8355,0,0.0022,2.4584,0.4618,2e-04,0.7514,1e-04,0.0016,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.17,0.01,0.24,20.01,"qutersat"
"SAT_Competition2011/SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf",11680,74581,11529,74138,0.0131,0.006,0.1555,0.4619,0.7466,0,1.5073,3e-04,0.4234,2e-04,0.0075,1.0576,0.2298,0.6937,3e-04,5.0784,1e-04,0.0464,1.864,0.1598,0.0773,0,0.6667,1.9964,1e-04,4.6324,0,0.0187,2.2248,0.4635,2e-04,2.7603,1e-04,0.0146,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.29,0.01,0.36,20.87,"lingeling"
"SAT_Competition2011/SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf",8756,55571,8607,55174,0.0173,0.0072,0.156,0.4592,0.7453,0,1.5077,4e-04,0.391,2e-04,0.0069,1.0593,0.2299,0.6934,4e-04,4.2715,2e-04,0.0359,1.4698,0.1664,0.0709,0,0.6667,1.7742,2e-04,3.9069,0,0.0137,1.9525,0.4607,2e-04,2.5108,1e-04,0.0101,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.18,0.01,0.19,20.11,"glueminisat"
"SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf",4264,14751,4165,14598,0.0238,0.0105,0.2853,0.5004,0.7271,0,1.0393,7e-04,0.4523,5e-04,0.0125,0.7084,0.282,0.9742,7e-04,0.1125,6e-04,0.0011,0.9491,0.0601,0.072,0,0.5,0.7916,4e-04,0.2728,1e-04,7e-04,1.7437,0.564,4e-04,0.9617,3e-04,0.0037,7e-04,0.4636,5e-04,0.0139,1.5036,0.3655,0.1273,0.0885,0.5905,2.4138,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.03,0,0.04,0.11,"lingeling"
"SAT_Competition2011/SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf",28147,108436,22582,94840,0.2464,0.1434,0.2381,0.4539,0.7479,0,1.4056,2e-04,1.5604,1e-04,0.0074,1.0344,0.1065,0.6188,2e-04,0.3385,0,0.0023,2.101,0.128,0.2306,0,1,1.6689,1e-04,0.3725,0,1e-04,2.1351,0.454,6e-04,2.1719,0,0.0271,2e-04,0.7949,0,0.005,2.9804,0.369,0.2112,0.0096,0.7091,3.1053,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.61,0.03,1.29,5.89,"lingeling"
"SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf",36809,142491,30365,128200,0.2122,0.1115,0.2369,0.4502,0.7466,0,1.4145,1e-04,2.0614,1e-04,0.0057,1.0452,0.1001,0.6173,1e-04,0.3477,1e-04,5e-04,2.2091,0.1611,0.2885,0,0.9,1.6395,0,0.3718,0,1e-04,2.1218,0.4518,9e-04,2.0692,0,0.011,2e-04,1.042,0,0.0039,3.0655,0.3574,0.2687,0.0069,0.5714,3.1342,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.72,0.03,2.67,17.03,"lingeling"
"SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf",4268,38965,3939,35941,0.0835,0.0841,0.1096,0.4863,1.0071,0,0.8746,6e-04,0.6965,5e-04,0.0071,0.3149,0.9227,0.9275,6e-04,0.7368,2e-04,0.0025,1.245,0.4788,0.2708,0,0.9403,1.6906,4e-04,0.9131,0,0.0019,2.6886,0.7119,8e-04,0.5319,2e-04,0.0029,4e-04,2.0602,1e-04,0.0169,1.8951,0.2662,0.4077,0.0034,0.5,1.8236,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.12,0.01,0.06,1.3,"lingeling"
"SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf",435701,1379987,113534,616639,2.8376,1.2379,0.1841,0.477,0.7216,0,1.3731,0,1.1195,0,0.0026,1.1128,0.1886,0.8371,0,1.2176,0,5e-04,2.9395,0.1634,0.1627,0,0.8864,2.545,0,1.3409,0,2e-04,2.788,0.5027,0,1.2259,0,6e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",13.47,0.2,31.72,20.04,"lingeling"
"SAT_Competition2011/SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf",261352,773077,54723,318163,3.7759,1.4298,0.172,0.4675,0.71,0,1.3928,1e-04,1.9172,0,0.0045,1.1342,0.1331,0.7697,1e-04,1.3113,0,0.001,2.5669,0.1168,0.1379,0,0.7576,2.0429,0,1.4221,0,4e-04,2.7703,0.473,2e-04,0.8564,0,0.0013,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",11.83,0.13,8.08,31.92,"lingeling"
"SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf",985042,3113540,250821,1381688,2.9273,1.2534,0.1815,0.4763,0.7175,0,1.3778,0,1.1789,0,0.0024,1.1103,0.1786,0.8307,0,1.2742,0,2e-04,2.9345,0.1636,0.1635,0,0.8958,2.5145,0,1.4007,0,1e-04,2.8025,0.5003,0,1.4495,0,5e-04,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",44.14,0.73,155.27,20.08,"lingeling"
"SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf",17064,545612,14409,536137,0.1843,0.0177,0.0269,0.4877,0.9777,0,1.1461,2e-04,2.2699,1e-04,0.013,0.655,0.8552,0.9576,2e-04,3.289,0,0.0148,4.8548,0.5126,0.2988,0,0.9787,4.3219,1e-04,2.8767,0,0.0074,4.5605,0.6858,3e-04,2.2217,0,0.0112,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,54.65,1200,1200,1200,1200,1200,886.58,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",4.19,0.1,1.02,21.68,"glueminisat"
"SAT_Competition2011/SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf",21317,63664,4683,24568,3.552,1.5913,0.1906,0.4795,0.6574,0,1.749,0.001,1.2677,4e-04,0.0064,1.3882,0.1409,0.7097,0.001,1.2868,3e-04,0.017,3.2335,0.3894,0.3252,0,0.9091,3.2571,4e-04,1.3956,1e-04,0.0053,2.5499,0.5882,0.0012,1.484,2e-04,0.0326,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,39.54,1200,1200,1200,1200,591.04,462.79,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0.5,0.01,0.06,20.02,"lingeling"
"SAT_Competition2011/SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf",19473,58308,4430,22331,3.3957,1.6111,0.1984,0.4526,0.6983,0,1.6661,0.0012,1.2719,5e-04,0.0061,1.2998,0.1653,0.7937,0.0012,1.4108,3e-04,0.0233,3.1772,0.511,0.3005,0,0.9429,3.1594,4e-04,1.8398,1e-04,0.0066,1.7502,0.6074,0.0016,2.0633,2e-04,0.061,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,10.87,1200,1200,1200,1200,42.98,25.74,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE",0.49,0.01,0.06,20.03,"qutersat"
"SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf",6228,484871,6212,479096,0.0026,0.0121,0.013,0.3965,0.8021,0,1.0605,0.0013,0.0783,3e-04,0.0013,0.1824,0.0097,0.0098,0.0013,0.2994,0,0.0028,4.9256,0.2747,0.2887,0.004,1,1.3217,0,1.9878,0,2e-04,0.8827,0.0104,6e-04,0.2878,0,0.0013,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,64.41,1200,374.05,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",2.41,0.1,0.3,20.05,"precosat"
"SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf",14013,481761,11770,441393,0.1906,0.0915,0.0267,0.996,0.0365,0,0.0891,3e-04,1.2166,2e-04,0.0014,0.4262,0.8831,0.8831,3e-04,0.3245,0,7e-04,4.2265,0.0218,0.0948,0,1,0.7626,2e-04,0.3223,0,3e-04,4.062,0.8831,0.0012,0.3872,0,0.0028,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1.65,6.15,11.13,8.9,149.6,12.33,17.05,2.12,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",1.76,0.07,0.45,20.03,"picosat"
"SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf",570,4625,404,3634,0.4109,0.2727,0.1112,0.9634,0.1301,0,0.3247,0.0067,0.7067,0.005,0.0248,0.5787,0.8536,0.8564,0.0067,0.4925,0.003,0.019,2.8547,0.2959,0.1777,0,1,1.9147,0.0042,0.5809,0,0.0129,2.9305,0.8536,0.0122,0.7071,0.0039,0.0526,0.0096,1.4427,0,0.0875,3.7086,0.1263,0.5329,0,0.4,2.9646,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,0.33,"clasp2"
"SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf",138563,4675040,81194,4554630,0.7066,0.0264,0.0178,0.8349,0.385,0,0.895,0,2.8162,0,0.0043,0.74,0.8292,0.9405,0,3.3769,0,0.0044,5.2302,0.5132,0.3273,0,0.9849,4.0386,0,2.4701,0,0.0011,5.065,0.9403,1e-04,2.3506,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,41.96,1200,1200,1200,1200,1200,10.48,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",18.46,0.69,18.23,36.85,"newJointClass"
"SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf",138795,4671352,81184,4547858,0.7096,0.0272,0.0179,0.8345,0.3855,0,0.8957,0,2.7607,0,0.0043,0.7401,0.829,0.9405,0,3.3662,0,0.0043,5.2242,0.514,0.3271,0,0.9773,4.0561,0,2.466,0,0.0011,5.059,0.9403,1e-04,2.3469,0,0.0033,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,8.53,1200,1200,1200,1200,1200,9.74,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",20.02,0.7,18.4,32.75,"mxc09"
"SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf",209724,3634677,168000,3532144,0.2484,0.029,0.0476,0.7691,0.5229,0,1.0028,0,2.1534,0,0.001,0.5897,0.9087,0.9369,0,6.4535,0,0.015,4.4716,0.3443,0.2634,0,1,4.2629,0,5.9766,0,0.008,4.165,0.9301,0,4.3478,0,0.0149,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",31.07,0.7,70.36,130.85,"lrglshr"
"SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf",371419,7170909,303312,6994286,0.2245,0.0253,0.0434,0.777,0.5136,0,0.96,0,2.3209,0,6e-04,0.5463,0.9186,0.9417,0,8.0329,0,0.0112,4.51,0.346,0.2614,0,1,4.2501,0,7.7153,0,0.006,4.1987,0.9362,0,5.2993,0,0.0153,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",82.96,1.24,227.04,91.44,"lingeling"
"SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf",482093,9676386,394950,9444694,0.2206,0.0245,0.0418,0.7796,0.5109,0,0.9418,0,2.3975,0,5e-04,0.5273,0.9227,0.9438,0,8.9818,0,0.0101,4.5163,0.3466,0.2583,0,1,4.2401,0,8.7678,0,0.0055,4.2104,0.9389,0,5.841,0,0.016,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",114.95,1.6,380.15,168.88,"lingeling"
"SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf",625,76775,625,76775,0,0,0.0081,0.5939,0.5485,0,0.6766,0.0042,0.2865,0.0032,0.04,0.6746,0.3917,0.9993,0.0042,0.0054,0.0041,0.0042,0.7452,0.5235,0.002,0.5172,0.5335,0.0335,0.0042,0.0054,0.0041,0.0042,0.7452,0.9993,0.0023,0.0846,0.0012,0.0024,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,38.88,107.22,74,403.88,87.76,208.25,1200,122.72,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE",0.11,0.02,0,20.3,"clasp1"
"SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf",841,120147,841,120147,0,0,0.007,0.5947,0.5479,0,0.6754,0.0031,0.2893,0.0024,0.0345,0.6739,0.3927,0.9995,0.0031,0.0043,0.0031,0.0031,0.6689,0.5255,0.0016,0.5202,0.5297,0,0.0031,0.0043,0.003,0.0031,0.6689,0.9995,0.0017,0.0741,0.0014,0.0018,3e-04,0.6275,1e-04,0.0035,3.705,0.174,0.4629,0.0255,0.5934,3.2087,1200,1200,1200,124.76,700.1,1200,1200,1200,369.11,1200,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.17,0.02,0.02,20.73,"ebglucose"
