"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","MPhaseSAT_M_2011.02.16","MPhaseSAT_M_2011.02.16_success","Pre","Basic","KLB","CG","Class"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf",550,2343,531,2309,0.0358,0.0147,0.23,0.4992,0.5865,0,0.7472,0.0057,0.0719,0.0056,0.0094,0.1935,0.9537,0.0057,0.3073,0.0017,0.0147,2.7722,0.2346,0.1725,0,1,3.382,0.0029,0.3965,4e-04,0.0074,2.3498,0.5058,0.0114,0.3082,0.0035,0.0303,0.0088,0.258,0.003,0.0182,3.0376,0.1059,0.2626,0.0476,0.2879,2.3551,0.925859,"TRUE",0,0,0,0.05,"SAT09referencesolverTNM_2009.03.22"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S311101868-094.SATISFIABLE.cnf",550,2343,543,2337,0.0129,0.0026,0.2323,0.4942,0.5836,0,0.6366,0.0056,0.0435,0.0055,0.0074,0.0883,0.9825,0.0056,0.2876,0.0017,0.0107,2.698,0.2321,0.167,0,1,3.3604,0.0027,0.3851,4e-04,0.0064,2.2863,0.4947,0.0109,0.2817,0.0034,0.0205,0.0084,0.2359,0.003,0.0171,2.9325,0.1085,0.2502,0.0541,0.2778,2.3081,1.45978,"TRUE",0,0,0,0.04,"SAT09referencesolvergnovelty.2_2009.03.22"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S591042619-090.UNKNOWN.cnf",550,2343,536,2330,0.0261,0.0056,0.23,0.4997,0.5861,0,0.7134,0.0057,0.0611,0.0056,0.0093,0.1518,0.9657,0.0057,0.2905,0.0021,0.0124,2.6859,0.2228,0.164,0,0.7143,3.3377,0.0027,0.3974,0,0.0064,2.2835,0.473,0.0112,0.2912,0.0043,0.0236,0.0086,0.2428,0.0034,0.0185,2.9674,0.1053,0.244,0.0513,0.2889,2.2684,5000,"FALSE",0,0,0,0.04,"march_rw_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S720541313-052.UNKNOWN.cnf",550,2343,535,2329,0.028,0.006,0.2297,0.5042,0.587,0,0.7176,0.0057,0.0641,0.0056,0.0093,0.1517,0.9674,0.0057,0.2753,9e-04,0.0116,2.6805,0.2186,0.1655,0,1,3.3479,0.0029,0.3682,4e-04,0.006,2.3023,0.5118,0.0112,0.2768,0.0017,0.0232,0.0086,0.2247,0.0034,0.0189,2.8971,0.1052,0.228,0.0465,0.25,2.2087,5000,"FALSE",0,0,0,0.04,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf",550,2343,541,2335,0.0166,0.0034,0.2317,0.4956,0.5815,0,0.6413,0.0056,0.0455,0.0055,0.0074,0.0952,0.9807,0.0056,0.2666,0.0021,0.0107,2.6264,0.2167,0.1678,0,1,3.3293,0.0028,0.3767,4e-04,0.0064,2.2831,0.4955,0.011,0.2632,0.0043,0.021,0.0084,0.2216,0.0021,0.0154,2.8709,0.1069,0.2354,0.0571,0.3333,2.232,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf",550,2343,537,2331,0.0242,0.0051,0.2304,0.4973,0.5904,0,0.7144,0.0056,0.0634,0.0056,0.0112,0.1484,0.9678,0.0056,0.2741,0.0021,0.0107,2.6706,0.2272,0.1603,0,0.7143,3.3478,0.0028,0.3641,4e-04,0.0064,2.2621,0.5002,0.0112,0.27,0.0043,0.021,0.0085,0.2323,0.0034,0.0163,2.9212,0.1063,0.2354,0.0553,0.2273,2.2582,1.09683,"TRUE",0,0,0,0.04,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S912111154-025.UNKNOWN.cnf",550,2343,538,2331,0.0223,0.0051,0.2308,0.4979,0.5842,0,0.6802,0.0056,0.0599,0.0056,0.0093,0.1368,0.9713,0.0056,0.2923,0.0021,0.012,2.7169,0.2225,0.1669,0,1,3.3198,0.0027,0.4065,0,0.0073,2.3197,0.4861,0.0111,0.2879,0.0043,0.0236,0.0086,0.2356,0.0021,0.0167,2.9407,0.1067,0.2485,0.0526,0.3333,2.2859,5000,"FALSE",0,0,0,0.05,"march_rw_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S927210717-059.SATISFIABLE.cnf",550,2343,539,2334,0.0204,0.0039,0.2309,0.5002,0.587,0,0.6967,0.0056,0.0563,0.0056,0.0074,0.1347,0.97,0.0056,0.2855,0.0017,0.0124,2.6757,0.2346,0.171,0,1,3.3373,0.0028,0.4033,4e-04,0.0081,2.3417,0.4974,0.0111,0.2824,0.0034,0.024,0.0084,0.2387,0.003,0.0176,2.9384,0.1076,0.2454,0.0546,0.3571,2.2929,0.936857,"TRUE",0,0,0,0.04,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S943066845-088.UNKNOWN.cnf",550,2343,539,2328,0.0204,0.0064,0.2315,0.49,0.5835,0,0.6555,0.0056,0.0498,0.0056,0.0074,0.1102,0.9768,0.0056,0.2936,0.0021,0.0125,2.7088,0.2135,0.1727,0,0.6923,3.2704,0.0027,0.3946,0,0.0064,2.3081,0.4897,0.011,0.2902,0.0043,0.0253,0.0086,0.2334,0.0034,0.0206,2.9346,0.1058,0.2451,0.0485,0.2583,2.2665,5000,"FALSE",0,0,0,0.04,"march_rw_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v550-c2343-S960198064-030.SATISFIABLE.cnf",550,2343,544,2337,0.011,0.0026,0.2328,0.4983,0.5829,0,0.6351,0.0055,0.0408,0.0055,0.0074,0.0796,0.9846,0.0055,0.2799,0.0021,0.0116,2.6777,0.2307,0.1729,0,1,3.3429,0.0028,0.4019,4e-04,0.0073,2.3436,0.5041,0.0109,0.2764,0.0043,0.0218,0.0083,0.2364,0.003,0.0163,2.9209,0.1091,0.2427,0.0541,0.25,2.2948,0.926859,"TRUE",0,0,0,0.04,"adaptg2wsat2011_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1245124682-071.UNKNOWN.cnf",600,2556,584,2540,0.0274,0.0063,0.2299,0.4855,0.5836,0,0.7075,0.0052,0.0724,0.0051,0.0086,0.1887,0.9563,0.0052,0.3049,0.002,0.011,2.7591,0.2345,0.167,0,0.8333,3.3721,0.0025,0.4038,0,0.0075,2.3006,0.4752,0.0104,0.3058,0.0039,0.0224,0.008,0.2565,0.0031,0.0177,3.0334,0.1058,0.2555,0.0473,0.25,2.3381,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf",600,2556,589,2546,0.0187,0.0039,0.2313,0.5012,0.5841,0,0.6753,0.0051,0.0518,0.0051,0.0085,0.1151,0.976,0.0051,0.2716,0.002,0.0122,2.636,0.2156,0.1668,0,1,3.3286,0.0025,0.3853,0,0.0055,2.3038,0.4933,0.0101,0.2692,0.0039,0.0224,0.0077,0.2284,0.0031,0.0185,2.8939,0.1067,0.2312,0.0452,0.2667,2.2418,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf",600,2556,588,2544,0.0204,0.0047,0.2311,0.4922,0.5867,0,0.6737,0.0051,0.0541,0.0051,0.0085,0.1238,0.9737,0.0051,0.2804,0.0016,0.0106,2.6879,0.2255,0.1691,0,1,3.2965,0.0026,0.3791,4e-04,0.0055,2.3219,0.5149,0.0101,0.2776,0.0031,0.0208,0.0078,0.2293,0.0028,0.0153,2.9133,0.1071,0.2402,0.0556,0.2564,2.2624,1.49277,"TRUE",0,0,0,0.05,"SAT09referencesolvergnovelty.2_2009.03.22"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf",600,2556,585,2543,0.0256,0.0051,0.23,0.5001,0.5846,0,0.7314,0.0052,0.0656,0.0051,0.0085,0.1684,0.9611,0.0052,0.2873,0.002,0.0102,2.7129,0.227,0.1658,0,1,3.2902,0.0026,0.4053,4e-04,0.0071,2.3636,0.4998,0.0103,0.2858,0.0039,0.0204,0.0079,0.2342,0.0031,0.0149,2.9414,0.1053,0.2378,0.0513,0.2222,2.2626,2.01369,"TRUE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf",600,2556,585,2543,0.0256,0.0051,0.23,0.4769,0.5875,0,0.6798,0.0052,0.0589,0.0051,0.0068,0.1451,0.967,0.0052,0.2752,0.002,0.0102,2.6722,0.2077,0.1622,0,1,3.24,0.0025,0.3711,4e-04,0.0063,2.25,0.4856,0.0103,0.2741,0.0039,0.0204,0.0079,0.2248,0.0031,0.0157,2.8968,0.1052,0.2332,0.0512,0.2418,2.2229,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1720013904-060.UNKNOWN.cnf",600,2556,584,2531,0.0274,0.0099,0.2307,0.4999,0.5886,0,0.6955,0.0052,0.0563,0.0051,0.0068,0.1348,0.97,0.0052,0.2679,0.002,0.0122,2.6347,0.2152,0.1643,0,1,3.2409,0.0025,0.3941,0,0.0059,2.3226,0.4903,0.0103,0.2684,0.004,0.0249,0.0078,0.2274,0.002,0.0154,2.8974,0.1057,0.2357,0.0513,0.3333,2.2459,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf",600,2556,590,2548,0.0169,0.0031,0.2316,0.4933,0.5825,0,0.6694,0.0051,0.0553,0.0051,0.0085,0.1221,0.9749,0.0051,0.2894,0.002,0.0118,2.6807,0.2264,0.1679,0,1,3.2966,0.0025,0.4187,4e-04,0.0071,2.3662,0.4929,0.0101,0.2829,0.0035,0.0228,0.0078,0.241,0.0031,0.0169,2.9528,0.1066,0.2421,0.0465,0.25,2.2726,5000,"FALSE",0,0,0,0.04,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1885965779-049.UNKNOWN.cnf",600,2556,587,2545,0.0221,0.0043,0.2306,0.5008,0.5854,0,0.6956,0.0052,0.0601,0.0051,0.0085,0.139,0.9705,0.0052,0.2744,0.002,0.0118,2.6208,0.2122,0.1639,0,0.7333,3.2852,0.0025,0.392,4e-04,0.0063,2.2799,0.4845,0.0102,0.2707,0.0039,0.0244,0.0078,0.2304,0.0028,0.0181,2.9065,0.1064,0.2343,0.0444,0.25,2.2583,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2019147653-030.SATISFIABLE.cnf",600,2556,582,2539,0.0309,0.0067,0.2292,0.5015,0.5864,0,0.727,0.0052,0.0665,0.0052,0.0086,0.17,0.961,0.0052,0.2939,0.0016,0.0122,2.7103,0.2282,0.1749,0,1,3.3858,0.0026,0.4095,4e-04,0.0075,2.3632,0.4959,0.0104,0.2932,0.0032,0.0244,0.0079,0.2428,0.0032,0.0165,2.9718,0.1053,0.2419,0.0476,0.25,2.2911,0.998847,"TRUE",0,0,0,0.05,"sattime2011_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf",600,2556,593,2549,0.0118,0.0027,0.2326,0.499,0.5814,0,0.6463,0.0051,0.0446,0.0051,0.0067,0.0919,0.9816,0.0051,0.2831,0.002,0.0102,2.6803,0.2222,0.1714,0,1,3.2858,0.0025,0.3879,4e-04,0.0059,2.3053,0.5018,0.01,0.2792,0.0039,0.0204,0.0077,0.2376,0.0027,0.0153,2.9357,0.1079,0.2475,0.0526,0.2857,2.2928,3.53546,"TRUE",0,0,0,0.05,"sattime2011_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf",600,2556,588,2544,0.0204,0.0047,0.2311,0.4988,0.5824,0,0.6871,0.0051,0.0552,0.0051,0.0085,0.1281,0.9725,0.0051,0.2696,0.002,0.0106,2.6459,0.2204,0.173,0,1,3.2971,0.0025,0.3828,0,0.0055,2.2972,0.491,0.0102,0.2686,0.0039,0.0216,0.0078,0.2223,0.0028,0.0153,2.8844,0.1054,0.232,0.0571,0.25,2.2176,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf",600,2556,582,2538,0.0309,0.0071,0.2293,0.4857,0.5878,0,0.7418,0.0052,0.0716,0.0052,0.0086,0.1974,0.9511,0.0052,0.2931,8e-04,0.0106,2.7206,0.2228,0.1766,0,1,3.3563,0.0026,0.4049,0,0.0071,2.3592,0.4988,0.0104,0.2921,0.0016,0.0217,0.008,0.2418,0.0032,0.0169,2.9835,0.1044,0.2425,0.0465,0.2576,2.2687,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf",600,2556,589,2545,0.0187,0.0043,0.2314,0.4919,0.5876,0,0.6768,0.0051,0.0544,0.0051,0.0085,0.1252,0.9733,0.0051,0.2717,0.002,0.0106,2.6447,0.2156,0.1702,0,1,3.2702,0.0025,0.3951,4e-04,0.0059,2.3081,0.4845,0.0102,0.2685,0.0039,0.0204,0.0077,0.2322,0.0028,0.0149,2.9184,0.1071,0.2383,0.0571,0.25,2.2698,1.00785,"TRUE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S373048162-052.SATISFIABLE.cnf",600,2556,585,2542,0.0256,0.0055,0.2301,0.489,0.5864,0,0.695,0.0052,0.0621,0.0051,0.0068,0.1582,0.963,0.0052,0.2907,0.002,0.0118,2.7082,0.2268,0.1688,0,0.7143,3.2831,0.0026,0.4119,4e-04,0.0087,2.3484,0.5039,0.0103,0.2864,0.0039,0.0228,0.0079,0.2364,0.0031,0.0157,2.9437,0.1061,0.2435,0.0513,0.3056,2.2761,0.966852,"TRUE",0,0,0,0.05,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf",600,2556,589,2545,0.0187,0.0043,0.2314,0.4982,0.5866,0,0.6801,0.0051,0.051,0.0051,0.0068,0.1146,0.9756,0.0051,0.275,0.002,0.0118,2.662,0.2241,0.1701,0,1,3.3169,0.0025,0.3836,4e-04,0.0063,2.2905,0.4927,0.0101,0.2737,0.0035,0.0232,0.0077,0.2307,0.0031,0.0153,2.9,0.1073,0.2318,0.0513,0.2527,2.2527,1.36079,"TRUE",0,0,0,0.05,"SAT09referencesolverTNM_2009.03.22"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf",600,2556,589,2545,0.0187,0.0043,0.2314,0.5132,0.5804,0,0.6819,0.0051,0.0551,0.0051,0.0085,0.1101,0.9788,0.0051,0.2855,0.0012,0.0118,2.7029,0.2138,0.1611,0,1,3.2785,0.0025,0.3979,0,0.0067,2.3286,0.4908,0.0101,0.2809,0.0024,0.0232,0.0078,0.2307,0.0031,0.0165,2.9216,0.106,0.2401,0.0476,0.2273,2.2596,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S610796494-086.SATISFIABLE.cnf",600,2556,592,2548,0.0135,0.0031,0.2323,0.488,0.581,0,0.624,0.0051,0.0446,0.0051,0.0084,0.0891,0.9827,0.0051,0.2711,0.002,0.0102,2.6363,0.224,0.1676,0,1,3.2968,0.0025,0.395,4e-04,0.0059,2.3,0.4929,0.01,0.2702,0.0039,0.0212,0.0076,0.227,0.0024,0.0173,2.8817,0.1079,0.2322,0.0571,0.2857,2.2533,1.05884,"TRUE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf",600,2556,589,2540,0.0187,0.0063,0.2319,0.5031,0.5858,0,0.6969,0.0051,0.0544,0.0051,0.0068,0.1276,0.972,0.0051,0.2895,0.002,0.011,2.694,0.2272,0.1711,0,1,3.3156,0.0026,0.4005,4e-04,0.0063,2.3449,0.5004,0.0101,0.2857,0.0039,0.0213,0.0078,0.246,0.0024,0.0161,2.9791,0.1071,0.2517,0.0523,0.2857,2.3016,0.987849,"TRUE",0,0,0,0.05,"sattime2011_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf",600,2556,587,2544,0.0221,0.0047,0.2307,0.5022,0.5818,0,0.7077,0.0052,0.0615,0.0051,0.0068,0.1556,0.9638,0.0052,0.2846,0.002,0.0126,2.6853,0.2187,0.1697,0,1,3.316,0.0025,0.3746,4e-04,0.0059,2.2579,0.4914,0.0103,0.2809,0.0039,0.0236,0.0079,0.2418,0.0028,0.0181,2.9616,0.1049,0.2397,0.0476,0.2527,2.2574,0.97685,"TRUE",0,0,0,0.05,"SAT09referencesolvergnovelty.2_2009.03.22"
"SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf",600,2556,591,2549,0.0152,0.0027,0.2319,0.5014,0.5818,0,0.6435,0.0051,0.0391,0.0051,0.0068,0.0742,0.9859,0.0051,0.2694,0.0012,0.0098,2.6474,0.2235,0.1766,0,1,3.3194,0.0025,0.4129,0,0.0067,2.3496,0.4865,0.01,0.267,0.0024,0.0188,0.0076,0.2288,0.0031,0.0145,2.8963,0.1078,0.2408,0.0571,0.2564,2.2676,5000,"FALSE",0,0,0,0.04,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1069233620-009.SATISFIABLE.cnf",650,2769,639,2741,0.0172,0.0102,0.2331,0.5003,0.5857,0,0.6865,0.0047,0.0528,0.0047,0.0063,0.1215,0.9737,0.0047,0.2943,0.0015,0.0109,2.7207,0.2229,0.1655,0,1,3.2782,0.0024,0.3894,0,0.0055,2.351,0.5111,0.0094,0.2935,0.0029,0.0212,0.0072,0.2436,0.0022,0.0161,2.9565,0.1063,0.2484,0.0465,0.3333,2.2897,10.7294,"TRUE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1235135694-059.UNKNOWN.cnf",650,2769,633,2752,0.0269,0.0062,0.23,0.499,0.5887,0,0.7261,0.0048,0.0653,0.0047,0.0079,0.1699,0.96,0.0048,0.2918,0.0018,0.0102,2.7295,0.2214,0.1666,0,0.7143,3.3508,0.0024,0.4114,4e-04,0.0058,2.3696,0.4956,0.0095,0.2913,0.0036,0.0189,0.0073,0.2438,0.0029,0.0145,2.9782,0.1053,0.2486,0.054,0.2727,2.2957,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1261029273-036.SATISFIABLE.cnf",650,2769,638,2758,0.0188,0.004,0.2313,0.492,0.5864,0,0.6745,0.0047,0.0524,0.0047,0.0078,0.1175,0.9753,0.0047,0.2794,7e-04,0.0091,2.6864,0.2286,0.1728,0,1,3.3046,0.0024,0.3922,4e-04,0.0058,2.3349,0.4996,0.0093,0.2748,0.0015,0.0174,0.0072,0.2333,0.0029,0.0141,2.9245,0.1069,0.2402,0.0513,0.2576,2.2665,1.08183,"TRUE",0,0,0,0.05,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf",650,2769,641,2760,0.014,0.0033,0.2322,0.506,0.5818,0,0.6814,0.0047,0.0537,0.0047,0.0078,0.1024,0.9808,0.0047,0.2727,0.0018,0.0098,2.6432,0.2247,0.1638,0,0.7778,3.313,0.0023,0.3821,4e-04,0.0051,2.2809,0.4942,0.0093,0.2722,0.0036,0.0199,0.0071,0.2281,0.0029,0.0141,2.8817,0.1072,0.231,0.05,0.2576,2.2382,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1495462442-016.SATISFIABLE.cnf",650,2769,630,2748,0.0317,0.0076,0.2293,0.4916,0.5965,0,0.7598,0.0048,0.0758,0.0048,0.0079,0.2014,0.9527,0.0048,0.2961,0.0011,0.0116,2.736,0.2231,0.1682,0,1,3.2235,0.0023,0.3766,0,0.0055,2.2626,0.4763,0.0096,0.2949,0.0022,0.0229,0.0074,0.2521,0.0025,0.0178,3.0178,0.1043,0.2535,0.0441,0.25,2.3053,1.42278,"TRUE",0,0,0,0.05,"sattime2011_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1631976568-086.UNKNOWN.cnf",650,2769,636,2745,0.022,0.0087,0.2317,0.4974,0.5857,0,0.6986,0.0048,0.0585,0.0047,0.0079,0.139,0.9698,0.0048,0.2859,0.0018,0.0095,2.7088,0.218,0.1633,0,1,3.272,0.0023,0.4089,4e-04,0.0055,2.3434,0.486,0.0094,0.2876,0.0036,0.0197,0.0072,0.2332,0.0029,0.0179,2.9273,0.1057,0.2388,0.0416,0.2727,2.2613,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1894319588-015.SATISFIABLE.cnf",650,2769,627,2746,0.0367,0.0084,0.2283,0.4945,0.5924,0,0.7625,0.0049,0.0734,0.0048,0.008,0.2041,0.9494,0.0049,0.2908,0.0022,0.0109,2.7189,0.2323,0.1728,0,1,3.3677,0.0024,0.389,0,0.0062,2.3276,0.5018,0.0097,0.2878,0.004,0.0211,0.0074,0.2471,0.0022,0.0149,2.9911,0.1042,0.2451,0.0488,0.2857,2.2754,1.01184,"TRUE",0,0,0,0.05,"SAT09referencesolverTNM_2009.03.22"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1920526651-049.SATISFIABLE.cnf",650,2769,626,2747,0.0383,0.008,0.2279,0.4908,0.5895,0,0.7504,0.0049,0.0736,0.0048,0.008,0.2052,0.949,0.0049,0.2894,7e-04,0.0124,2.7253,0.2258,0.1699,0,1,3.3135,0.0023,0.4051,4e-04,0.0058,2.3346,0.4831,0.0097,0.289,0.0015,0.0248,0.0074,0.252,0.0025,0.0182,3.0178,0.1037,0.256,0.0453,0.2667,2.313,0.994847,"TRUE",0,0,0,0.05,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S2065143904-035.UNKNOWN.cnf",650,2769,637,2756,0.0204,0.0047,0.2311,0.4965,0.5824,0,0.6889,0.0048,0.0592,0.0047,0.0078,0.1298,0.9735,0.0048,0.2698,0.0018,0.0098,2.6457,0.2206,0.1633,0,1,3.2789,0.0024,0.3796,4e-04,0.0058,2.3106,0.5029,0.0094,0.2696,0.0036,0.0207,0.0072,0.2259,0.0025,0.0138,2.8919,0.1051,0.231,0.054,0.25,2.2241,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S216164582-083.UNKNOWN.cnf",650,2769,635,2742,0.0236,0.0098,0.2316,0.5011,0.5856,0,0.6805,0.0048,0.0536,0.0047,0.0079,0.1195,0.9752,0.0048,0.2843,0.0011,0.0091,2.6847,0.226,0.1657,0,1,3.3037,0.0024,0.4011,0,0.0062,2.3429,0.4953,0.0094,0.2829,0.0022,0.0193,0.0072,0.2323,0.0026,0.0146,2.9221,0.1061,0.2424,0.0513,0.2727,2.2569,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf",650,2769,630,2742,0.0317,0.0098,0.2298,0.4941,0.5832,0,0.7334,0.0048,0.0734,0.0048,0.0079,0.1893,0.9566,0.0048,0.3034,0.0018,0.0109,2.7576,0.2255,0.1654,0,1,3.331,0.0023,0.3827,4e-04,0.0055,2.2786,0.4876,0.0096,0.3026,0.0036,0.0212,0.0074,0.25,0.0026,0.0171,3.0049,0.1044,0.2482,0.0518,0.3307,2.2799,5000,"FALSE",0,0,0,0.05,"EagleUP_1.565.350"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf",650,2769,632,2752,0.0285,0.0062,0.2297,0.5001,0.587,0,0.7187,0.0048,0.0679,0.0047,0.0079,0.1741,0.96,0.0048,0.2983,0.0018,0.0105,2.7282,0.2325,0.1631,0,0.7647,3.3421,0.0023,0.4027,4e-04,0.0058,2.332,0.4884,0.0096,0.2961,0.0036,0.0211,0.0073,0.2582,0.0022,0.0182,3.0225,0.1054,0.2578,0.0444,0.3333,2.3322,0.998847,"TRUE",0,0,0,0.05,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf",650,2769,638,2757,0.0188,0.0044,0.2314,0.4972,0.5825,0,0.6578,0.0047,0.0467,0.0047,0.0063,0.0993,0.9797,0.0047,0.271,0.0011,0.0091,2.6572,0.2308,0.1825,0,1,3.3675,0.0023,0.3948,0,0.0051,2.3254,0.4915,0.0093,0.2698,0.0022,0.017,0.0071,0.2372,0.0022,0.0134,2.93,0.1077,0.2546,0.0555,0.3889,2.2912,1.3358,"TRUE",0,0,0,0.05,"sparrow2011_sparrow2011_ubcsat1.2_2011.03.02"
"SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf",650,2769,635,2756,0.0236,0.0047,0.2304,0.5012,0.588,0,0.7291,0.0048,0.0665,0.0047,0.0079,0.1562,0.9666,0.0048,0.285,0.0015,0.0109,2.6864,0.2319,0.1734,0,1,3.3233,0.0023,0.3848,4e-04,0.0058,2.2818,0.4822,0.0095,0.284,0.0029,0.0203,0.0072,0.2498,0.0022,0.0163,2.9779,0.1065,0.2492,0.0464,0.2857,2.3092,1.14482,"TRUE",0,0,0,0.05,"EagleUP_1.565.350"
