"id","cheap.pattern.time","cheap.pattern.vertices","cheap.pattern.edges","cheap.pattern.loops","cheap.pattern.meandeg","cheap.pattern.maxdeg","cheap.pattern.degisfixed","cheap.pattern.density","cheap.target.time","cheap.target.vertices","cheap.target.edges","cheap.target.loops","cheap.target.meandeg","cheap.target.maxdeg","cheap.target.degisfixed","cheap.target.density","distance.pattern.time","distance.pattern.isconnected","distance.pattern.meandistance","distance.pattern.maxdistance","distance.pattern.proportiondistancege2","distance.pattern.proportiondistancege3","distance.pattern.proportiondistancege4","distance.target.time","distance.target.isconnected","distance.target.meandistance","distance.target.maxdistance","distance.target.proportiondistancege2","distance.target.proportiondistancege3","distance.target.proportiondistancege4","glasgow4","glasgow4_success","cheap_pattern","cheap_target","distance_pattern","distance_target","Class"
"g34-g72",0,120,240,0,4,4,1,0.033613,0,561,147,0,0.524064,17,0,0.000936,0,1,5.04202,10,0.958333,0.883333,0.758333,7,0,3.11838,8,0.012754,0.009609,0.005058,37,TRUE,0,0,7,7,"supplementallad"
"g34-g73-normed",0,120,240,0,4,4,1,0.033613,0,561,1629,1,5.8057,99,0,0.010371,0,1,5.04202,10,0.958333,0.883333,0.758333,30,0,3.32517,9,0.921407,0.793611,0.35005,1e+08,FALSE,0,0,30,30,"glasgow2"
"g34-g74",0,120,240,0,4,4,1,0.033613,0,585,1228,0,4.19829,113,0,0.007189,0,1,5.04202,10,0.958333,0.883333,0.758333,19,1,3.55758,4,0.991114,0.816802,0.745293,317,TRUE,0,0,19,19,"glasgow1"
"g34-g75",0,120,240,0,4,4,1,0.033613,0,610,7438,0,24.3869,154,0,0.040044,0,1,5.04202,10,0.958333,0.883333,0.758333,32,0,2.58237,7,0.391094,0.220263,0.06057,1e+08,FALSE,0,0,32,32,"lad"
"g34-g76",0,120,240,0,4,4,1,0.033613,0,610,35465,0,116.279,256,0,0.190934,0,1,5.04202,10,0.958333,0.883333,0.758333,160,0,2.12389,4,0.749643,0.288019,0.019086,2738720,TRUE,0,0,160,160,"glasgow1"
"g34-g77",0,120,240,0,4,4,1,0.033613,0,610,82562,0,270.695,360,0,0.444491,0,1,5.04202,10,0.958333,0.883333,0.758333,318,1,1.59555,3,0.554598,0.039979,0,41050861,TRUE,0,0,318,318,"glasgow1"
"g34-g78",0,120,240,0,4,4,1,0.033613,0,627,3545,0,11.3078,19,0,0.018064,0,1,5.04202,10,0.958333,0.883333,0.758333,67,1,4.8729,19,0.98037,0.898555,0.717637,16545856,TRUE,0,0,67,67,"lad"
"g34-g79",0,120,240,0,4,4,1,0.033613,0,763,1902,0,4.98558,14,0,0.006543,0,1,5.04202,10,0.958333,0.883333,0.758333,42,1,5.61555,8,0.992155,0.958017,0.895448,386002,TRUE,0,0,42,42,"lad"
"g34-g80",0,120,240,0,4,4,1,0.033613,1,891,318,0,0.713805,6,0,0.000802,0,1,5.04202,10,0.958333,0.883333,0.758333,22,0,5.91067,15,0.007039,0.006359,0.005719,33,TRUE,0,1,22,22,"lad"
"g34-g81",0,120,240,0,4,4,1,0.033613,1,1010,5994,0,11.8693,12,0,0.011763,0,1,5.04202,10,0.958333,0.883333,0.758333,206,1,3.06555,5,0.987258,0.866376,0.209844,1871,TRUE,0,1,206,206,"glasgow2"
"g34-g82-normed",0,120,240,0,4,4,1,0.033613,1,1010,5994,0,11.8693,12,0,0.011763,0,1,5.04202,10,0.958333,0.883333,0.758333,207,1,3.06555,5,0.987258,0.866376,0.209844,1858,TRUE,0,1,207,207,"glasgow3"
"g34-g83",0,120,240,0,4,4,1,0.033613,1,1024,5120,0,10,10,1,0.009775,0,1,5.04202,10,0.958333,0.883333,0.758333,163,1,5.00489,10,0.989258,0.945312,0.828125,554,TRUE,0,1,163,163,"vf2"
"g34-g84",0,120,240,0,4,4,1,0.033613,1,1024,61440,0,120,120,1,0.117302,0,1,5.04202,10,0.958333,0.883333,0.758333,787,1,2.35582,4,0.881836,0.427734,0.044922,2758358,TRUE,0,1,787,787,"glasgow1"
"g34-g85",0,120,240,0,4,4,1,0.033613,1,1050,1574,0,2.9981,3,0,0.002858,0,1,5.04202,10,0.958333,0.883333,0.758333,89,1,8.09967,13,0.996192,0.990485,0.979142,87,TRUE,0,1,89,89,"supplementallad"
"g34-g86-normed",0,120,240,0,4,4,1,0.033613,1,1050,1576,2,3,3,1,0.002862,0,1,5.04202,10,0.958333,0.883333,0.758333,88,1,8.09967,13,0.996192,0.990485,0.979142,53,TRUE,0,1,88,88,"supplementallad"
"g34-g87",0,120,240,0,4,4,1,0.033613,1,1057,3561,0,6.73794,23,0,0.006381,0,1,5.04202,10,0.958333,0.883333,0.758333,129,0,5.16013,12,0.983245,0.939526,0.853035,57133994,TRUE,0,1,129,129,"glasgow2"
"g34-g88",0,120,240,0,4,4,1,0.033613,1,1057,4028,0,7.62157,22,0,0.007217,0,1,5.04202,10,0.958333,0.883333,0.758333,142,0,5.66995,14,0.988064,0.947504,0.864237,1e+08,FALSE,0,1,142,142,"glasgow2"
"g34-g89",0,120,240,0,4,4,1,0.033613,1,1092,2184,0,4,4,1,0.003666,0,1,5.04202,10,0.958333,0.883333,0.758333,110,1,5.7791,8,0.995421,0.984432,0.951465,165,TRUE,0,1,110,110,"glasgow2"
"g34-g90",0,120,240,0,4,4,1,0.033613,2,1430,5005,0,7,7,1,0.004899,0,1,5.04202,10,0.958333,0.883333,0.758333,264,1,6.00551,11,0.994406,0.974825,0.92028,47403,TRUE,0,2,264,264,"glasgow3"
"g34-g91",0,120,240,0,4,4,1,0.033613,2,1446,3162,0,4.37344,219,0,0.003027,0,1,5.04202,10,0.958333,0.883333,0.758333,161,1,6.394,18,0.996284,0.964252,0.883107,869,TRUE,0,2,161,161,"glasgow1"
"g34-g92",0,120,240,0,4,4,1,0.033613,3,1619,3517,0,4.34466,176,0,0.002685,0,1,5.04202,10,0.958333,0.883333,0.758333,226,1,6.96525,17,0.996699,0.975941,0.922645,878,TRUE,0,3,226,226,"glasgow1"
"g34-g93-normed",0,120,240,0,4,4,1,0.033613,3,1800,209000,0,232.222,356,0,0.129084,0,1,5.04202,10,0.958333,0.883333,0.758333,5656,1,2.01206,3,0.870432,0.141062,0,96762961,TRUE,0,3,5656,5656,"glasgow1"
"g34-g94",0,120,240,0,4,4,1,0.033613,4,1860,5590,0,6.01075,9,0,0.003233,0,1,5.04202,10,0.958333,0.883333,0.758333,468,1,7.67313,16,0.996231,0.985283,0.958354,267376,TRUE,0,4,468,468,"glasgow3"
"g34-g95",0,120,240,0,4,4,1,0.033613,5,2000,1396,0,1.396,11,0,0.000698,0,1,5.04202,10,0.958333,0.883333,0.758333,147,0,13.1693,36,0.068187,0.067156,0.065609,182,TRUE,0,5,147,147,"lad"
"g34-g96",0,120,240,0,4,4,1,0.033613,5,2000,1657,0,1.657,13,0,0.000829,0,1,5.04202,10,0.958333,0.883333,0.758333,177,0,13.4234,41,0.145044,0.143656,0.141219,190,TRUE,0,5,177,177,"glasgow1"
"g34-g97",0,120,240,0,4,4,1,0.033613,5,2000,1685,0,1.685,11,0,0.000843,0,1,5.04202,10,0.958333,0.883333,0.758333,180,0,15.947,47,0.160597,0.159242,0.156982,188,TRUE,0,5,180,180,"glasgow1"
"g34-g98",0,120,240,0,4,4,1,0.033613,5,2000,2573,0,2.573,14,0,0.001287,0,1,5.04202,10,0.958333,0.883333,0.758333,268,0,12.7987,36,0.351012,0.348286,0.342952,762,TRUE,0,5,268,268,"glasgow2"
"g34-g99",0,120,240,0,4,4,1,0.033613,5,2000,2575,0,2.575,14,0,0.001288,0,1,5.04202,10,0.958333,0.883333,0.758333,268,0,12.8334,36,0.350418,0.34769,0.342357,429,TRUE,0,5,268,268,"glasgow2"
"g35-g100",0,120,317,0,5.28333,8,0,0.044398,5,2016,2000,0,1.98413,2,0,0.000985,0,0,4.12268,9,0.823194,0.737778,0.574444,132,0,1.33155,2,0.000488,0,0,161,TRUE,0,5,132,132,"lad"
"g35-g101",0,120,317,0,5.28333,8,0,0.044398,6,2184,6552,0,6,6,1,0.002749,0,0,4.12268,9,0.823194,0.737778,0.574444,705,1,4.83463,7,0.996795,0.983059,0.914377,464,TRUE,0,6,705,705,"lad"
"g35-g102",0,120,317,0,5.28333,8,0,0.044398,6,2184,8736,0,8,8,1,0.003665,0,0,4.12268,9,0.823194,0.737778,0.574444,791,1,4.25744,6,0.995879,0.970238,0.820971,913,TRUE,0,6,791,791,"supplementallad"
"g35-g103",0,120,317,0,5.28333,8,0,0.044398,6,2184,13104,0,12,12,1,0.005497,0,0,4.12268,9,0.823194,0.737778,0.574444,1135,1,3.73065,6,0.994048,0.933608,0.61859,2453,TRUE,0,6,1135,1135,"supplementallad"
"g35-g104",0,120,317,0,5.28333,8,0,0.044398,14,3300,6596,0,3.99758,20,0,0.001212,0,0,4.12268,9,0.823194,0.737778,0.574444,1393,0,8.83072,28,0.517559,0.513402,0.501871,1e+08,FALSE,0,14,1393,1393,"supplementallad"
"g35-g105",0,120,317,0,5.28333,8,0,0.044398,14,3317,6617,0,3.98975,20,0,0.001203,0,0,4.12268,9,0.823194,0.737778,0.574444,1402,0,8.82651,28,0.51486,0.51073,0.499268,1e+08,FALSE,0,14,1402,1402,"supplementallad"
"g35-g106",0,120,317,0,5.28333,8,0,0.044398,25,4493,13619,0,6.06232,25,0,0.00135,0,0,4.12268,9,0.823194,0.737778,0.574444,4933,1,8.34333,29,0.998428,0.992345,0.971973,1e+08,FALSE,0,25,4933,4933,"supplementallad"
"g35-g107",0,120,317,0,5.28333,8,0,0.044398,25,4494,9812,0,4.36671,23,0,0.000972,0,0,4.12268,9,0.823194,0.737778,0.574444,2931,0,8.56683,25,0.553997,0.550267,0.538928,1e+08,FALSE,0,25,2931,2931,"supplementallad"
"g35-g108",0,120,317,0,5.28333,8,0,0.044398,29,4866,10840,0,4.4554,24,0,0.000916,0,0,4.12268,9,0.823194,0.737778,0.574444,3666,0,8.55453,27,0.579695,0.576075,0.564798,1e+08,FALSE,0,29,3666,3666,"supplementallad"
"g35-g109",0,120,317,0,5.28333,8,0,0.044398,31,5040,15120,0,6,6,1,0.001191,0,0,4.12268,9,0.823194,0.737778,0.574444,4217,1,10.5021,21,0.998611,0.994643,0.984921,1910,TRUE,0,31,4217,4217,"supplementallad"
"g35-g110",0,120,317,0,5.28333,8,0,0.044398,36,5448,36105,0,13.2544,39,0,0.002433,0,0,4.12268,9,0.823194,0.737778,0.574444,9922,1,5.67628,16,0.997384,0.977723,0.912432,24011,TRUE,0,36,9922,9922,"supplementallad"
"g35-g111",0,120,317,0,5.28333,8,0,0.044398,40,5757,14135,0,4.91054,25,0,0.000853,0,0,4.12268,9,0.823194,0.737778,0.574444,5740,0,8.34249,29,0.608189,0.604462,0.592038,1e+08,FALSE,0,40,5740,5740,"supplementallad"
"g35-g112",0,120,317,0,5.28333,8,0,0.044398,54,6671,14066,0,4.21706,419,0,0.000632,0,0,4.12268,9,0.823194,0.737778,0.574444,5932,1,9.66358,26,0.999218,0.990909,0.966094,40209,TRUE,0,54,5932,5932,"supplementallad"
"g35-g37",0,120,317,0,5.28333,8,0,0.044398,0,120,638,0,10.6333,13,0,0.089356,0,0,4.12268,9,0.823194,0.737778,0.574444,1,1,2.78389,6,0.903056,0.591667,0.195694,5026,TRUE,0,0,1,1,"glasgow2"
"g35-g38",0,120,317,0,5.28333,8,0,0.044398,0,121,210,0,3.47107,28,0,0.028926,0,0,4.12268,9,0.823194,0.737778,0.574444,0,0,2.23636,3,0.181682,0.07841,0,13,TRUE,0,0,0,0,"supplementallad"
"g35-g40",0,120,317,0,5.28333,8,0,0.044398,0,121,3600,0,59.5041,65,0,0.495868,0,0,4.12268,9,0.823194,0.737778,0.574444,3,1,1.50413,2,0.499966,0,0,1e+08,FALSE,0,0,3,3,"supplementallad"
"g35-g41",0,120,317,0,5.28333,8,0,0.044398,0,128,368,0,5.75,10,0,0.045276,0,0,4.12268,9,0.823194,0.737778,0.574444,1,1,4.59941,10,0.947266,0.852539,0.707886,12,TRUE,0,0,1,1,"supplementallad"
"g35-g42",0,120,317,0,5.28333,8,0,0.044398,0,128,508,0,7.9375,10,0,0.0625,0,0,4.12268,9,0.823194,0.737778,0.574444,1,1,5.91154,14,0.930176,0.847168,0.741455,17,TRUE,0,0,1,1,"glasgow2"
"g35-g43",0,120,317,0,5.28333,8,0,0.044398,0,128,824,0,12.875,29,0,0.101378,0,0,4.12268,9,0.823194,0.737778,0.574444,1,0,3.50165,9,0.60437,0.478394,0.33667,107,TRUE,0,0,1,1,"glasgow1"
"g35-g44",0,120,317,0,5.28333,8,0,0.044398,0,128,892,0,13.9375,31,0,0.109744,0,0,4.12268,9,0.823194,0.737778,0.574444,1,0,2.16568,5,0.837158,0.25354,0.011963,141,TRUE,0,0,1,1,"glasgow1"
"g35-g45",0,120,317,0,5.28333,8,0,0.044398,0,128,894,9,13.8984,31,0,0.10999,0,0,4.12268,9,0.823194,0.737778,0.574444,1,0,2.17006,5,0.838013,0.256714,0.012085,143,TRUE,0,0,1,1,"glasgow1"
"g35-g46",0,120,317,0,5.28333,8,0,0.044398,0,128,938,0,14.6562,26,0,0.115404,0,0,4.12268,9,0.823194,0.737778,0.574444,2,1,2.04491,3,0.877686,0.159058,0,119,TRUE,0,0,2,2,"glasgow1"
"g35-g47",0,120,317,0,5.28333,8,0,0.044398,0,128,939,3,14.6484,26,0,0.115527,0,0,4.12268,9,0.823194,0.737778,0.574444,1,1,2.04712,3,0.87793,0.161011,0,119,TRUE,0,0,1,1,"glasgow2"
"g35-g48",0,120,317,0,5.28333,8,0,0.044398,0,128,1000,0,15.625,27,0,0.123031,0,0,4.12268,9,0.823194,0.737778,0.574444,2,1,2.00381,3,0.870117,0.125854,0,139,TRUE,0,0,2,2,"glasgow2"
"g35-g49",0,120,317,0,5.28333,8,0,0.044398,0,128,1027,0,16.0469,20,0,0.126353,0,0,4.12268,9,0.823194,0.737778,0.574444,2,1,3.52313,8,0.866821,0.679565,0.462036,1e+08,FALSE,0,0,2,2,"glasgow2"
"g35-g50",0,120,317,0,5.28333,8,0,0.044398,0,128,3216,0,50.25,86,0,0.395669,0,0,4.12268,9,0.823194,0.737778,0.574444,3,1,1.92384,4,0.599609,0.247192,0.069824,1e+08,FALSE,0,0,3,3,"supplementallad"
"g35-g51",0,120,317,0,5.28333,8,0,0.044398,0,138,493,0,7.14493,71,0,0.052153,0,0,4.12268,9,0.823194,0.737778,0.574444,1,1,2.44843,5,0.940979,0.453896,0.038437,79,TRUE,0,0,1,1,"glasgow1"
"g35-g52",0,120,317,0,5.28333,8,0,0.044398,0,161,356,0,4.42236,40,0,0.02764,0,0,4.12268,9,0.823194,0.737778,0.574444,1,0,3.3828,8,0.857992,0.650361,0.44435,14,TRUE,0,0,1,1,"supplementallad"
"g35-g53",0,120,317,0,5.28333,8,0,0.044398,0,168,836,0,9.95238,14,0,0.059595,0,0,4.12268,9,0.823194,0.737778,0.574444,2,1,2.77816,5,0.934807,0.660998,0.170068,95,TRUE,0,0,2,2,"glasgow2"
"g35-g54",0,120,317,0,5.28333,8,0,0.044398,0,256,941,0,7.35156,22,0,0.02883,0,0,4.12268,9,0.823194,0.737778,0.574444,5,0,3.11824,6,0.839233,0.653748,0.293427,84,TRUE,0,0,5,5,"supplementallad"
"g35-g55",0,120,317,0,5.28333,8,0,0.044398,0,256,962,0,7.51562,15,0,0.029473,0,0,4.12268,9,0.823194,0.737778,0.574444,5,1,3.16562,6,0.966736,0.788788,0.359772,70,TRUE,0,0,5,5,"supplementallad"
"g35-g56",0,120,317,0,5.28333,8,0,0.044398,0,256,1000,0,7.8125,25,0,0.030637,0,0,4.12268,9,0.823194,0.737778,0.574444,5,0,3.07479,6,0.859406,0.6586,0.283356,78,TRUE,0,0,5,5,"supplementallad"
"g35-g57",0,120,317,0,5.28333,8,0,0.044398,0,280,61,0,0.435714,7,0,0.001562,0,0,4.12268,9,0.823194,0.737778,0.574444,1,0,1.21795,2,0.000434,0,0,12,TRUE,0,0,1,1,"lad"
"g35-g58-normed",0,120,317,0,5.28333,8,0,0.044398,0,280,387,1,2.76071,36,0,0.009908,0,0,4.12268,9,0.823194,0.737778,0.574444,3,0,3.33644,7,0.340077,0.282015,0.14602,36,TRUE,0,0,3,3,"glasgow1"
"g35-g59-normed",0,120,317,0,5.28333,8,0,0.044398,0,280,388,1,2.76786,47,0,0.009933,0,0,4.12268,9,0.823194,0.737778,0.574444,3,0,3.48577,9,0.406046,0.340434,0.176964,51,TRUE,0,0,3,3,"supplementallad"
"g35-g60-normed",0,120,317,0,5.28333,8,0,0.044398,0,280,1074,1,7.66786,70,0,0.027496,0,0,4.12268,9,0.823194,0.737778,0.574444,5,0,2.90538,6,0.865,0.635281,0.179107,1e+08,FALSE,0,0,5,5,"glasgow2"
"g35-g61",0,120,317,0,5.28333,8,0,0.044398,0,331,930,0,5.61934,6,0,0.017028,0,0,4.12268,9,0.823194,0.737778,0.574444,5,1,9.57583,20,0.980002,0.948294,0.904044,20,TRUE,0,0,5,5,"lad"
"g35-g62",0,120,317,0,5.28333,8,0,0.044398,0,377,962,0,5.10345,103,0,0.013573,0,0,4.12268,9,0.823194,0.737778,0.574444,8,1,3.58877,8,0.98381,0.789438,0.529125,142,TRUE,0,0,8,8,"supplementallad"
"g35-g63",0,120,317,0,5.28333,8,0,0.044398,0,400,2860,0,14.3,26,0,0.03584,0,0,4.12268,9,0.823194,0.737778,0.574444,23,1,3.46867,7,0.96175,0.7955,0.485625,1313931,TRUE,0,0,23,23,"glasgow2"
"g35-g64",0,120,317,0,5.28333,8,0,0.044398,0,400,9960,0,49.8,165,0,0.124812,0,0,4.12268,9,0.823194,0.737778,0.574444,51,1,2.23575,4,0.873,0.334475,0.025188,51288,TRUE,0,0,51,51,"glasgow1"
"g35-g65",0,120,317,0,5.28333,8,0,0.044398,0,435,2520,0,11.5862,12,0,0.026696,0,0,4.12268,9,0.823194,0.737778,0.574444,27,1,2.72983,4,0.971066,0.725961,0.028823,226,TRUE,0,0,27,27,"supplementallad"
"g35-g66-normed",0,120,317,0,5.28333,8,0,0.044398,0,435,2664,144,11.9172,12,0,0.028222,0,0,4.12268,9,0.823194,0.737778,0.574444,26,1,2.72983,4,0.971066,0.725961,0.028823,267,TRUE,0,0,26,26,"supplementallad"
"g35-g67",0,120,317,0,5.28333,8,0,0.044398,0,462,1386,0,6,6,1,0.013015,0,0,4.12268,9,0.823194,0.737778,0.574444,13,1,4.10195,5,0.984848,0.919913,0.757576,39,TRUE,0,0,13,13,"lad"
"g35-g68",0,120,317,0,5.28333,8,0,0.044398,0,462,6930,0,30,30,1,0.065076,0,0,4.12268,9,0.823194,0.737778,0.574444,57,1,2.73319,5,0.9329,0.608225,0.175325,13535,TRUE,0,0,57,57,"glasgow1"
"g35-g69",0,120,317,0,5.28333,8,0,0.044398,0,500,1479,0,5.916,12,0,0.011856,0,0,4.12268,9,0.823194,0.737778,0.574444,23,1,8.2421,16,0.986168,0.959528,0.915912,123,TRUE,0,0,23,23,"vf2"
"g35-g70",0,120,317,0,5.28333,8,0,0.044398,0,501,756,0,3.01796,10,0,0.006036,0,0,4.12268,9,0.823194,0.737778,0.574444,17,0,10.4096,21,0.929207,0.916905,0.897128,20,TRUE,0,0,17,17,"lad"
"g35-g71",0,120,317,0,5.28333,8,0,0.044398,0,501,1497,0,5.97605,18,0,0.011952,0,0,4.12268,9,0.823194,0.737778,0.574444,22,1,7.14825,13,0.986076,0.958171,0.908729,439,TRUE,0,0,22,22,"vf2"
"g35-g72",0,120,317,0,5.28333,8,0,0.044398,0,561,147,0,0.524064,17,0,0.000936,0,0,4.12268,9,0.823194,0.737778,0.574444,7,0,3.11838,8,0.012754,0.009609,0.005058,20,TRUE,0,0,7,7,"supplementallad"
"g35-g73-normed",0,120,317,0,5.28333,8,0,0.044398,0,561,1629,1,5.8057,99,0,0.010371,0,0,4.12268,9,0.823194,0.737778,0.574444,29,0,3.32517,9,0.921407,0.793611,0.35005,1e+08,FALSE,0,0,29,29,"glasgow2"
"g35-g74",0,120,317,0,5.28333,8,0,0.044398,0,585,1228,0,4.19829,113,0,0.007189,0,0,4.12268,9,0.823194,0.737778,0.574444,19,1,3.55758,4,0.991114,0.816802,0.745293,304,TRUE,0,0,19,19,"supplementallad"
"g35-g75",0,120,317,0,5.28333,8,0,0.044398,0,610,7438,0,24.3869,154,0,0.040044,0,0,4.12268,9,0.823194,0.737778,0.574444,32,0,2.58237,7,0.391094,0.220263,0.06057,32853,TRUE,0,0,32,32,"supplementallad"
"g35-g76",0,120,317,0,5.28333,8,0,0.044398,0,610,35465,0,116.279,256,0,0.190934,0,0,4.12268,9,0.823194,0.737778,0.574444,154,0,2.12389,4,0.749643,0.288019,0.019086,2748281,TRUE,0,0,154,154,"supplementallad"
"g35-g77",0,120,317,0,5.28333,8,0,0.044398,0,610,82562,0,270.695,360,0,0.444491,0,0,4.12268,9,0.823194,0.737778,0.574444,318,1,1.59555,3,0.554598,0.039979,0,41095780,TRUE,0,0,318,318,"supplementallad"
"g35-g78",0,120,317,0,5.28333,8,0,0.044398,0,627,3545,0,11.3078,19,0,0.018064,0,0,4.12268,9,0.823194,0.737778,0.574444,68,1,4.8729,19,0.98037,0.898555,0.717637,545,TRUE,0,0,68,68,"supplementallad"
"g35-g79",0,120,317,0,5.28333,8,0,0.044398,0,763,1902,0,4.98558,14,0,0.006543,0,0,4.12268,9,0.823194,0.737778,0.574444,42,1,5.61555,8,0.992155,0.958017,0.895448,322,TRUE,0,0,42,42,"supplementallad"
"g35-g80",0,120,317,0,5.28333,8,0,0.044398,1,891,318,0,0.713805,6,0,0.000802,0,0,4.12268,9,0.823194,0.737778,0.574444,22,0,5.91067,15,0.007039,0.006359,0.005719,35,TRUE,0,1,22,22,"lad"
"g35-g81",0,120,317,0,5.28333,8,0,0.044398,1,1010,5994,0,11.8693,12,0,0.011763,0,0,4.12268,9,0.823194,0.737778,0.574444,206,1,3.06555,5,0.987258,0.866376,0.209844,756,TRUE,0,1,206,206,"supplementallad"
"g35-g82-normed",0,120,317,0,5.28333,8,0,0.044398,1,1010,5994,0,11.8693,12,0,0.011763,0,0,4.12268,9,0.823194,0.737778,0.574444,207,1,3.06555,5,0.987258,0.866376,0.209844,722,TRUE,0,1,207,207,"supplementallad"
"g35-g83",0,120,317,0,5.28333,8,0,0.044398,1,1024,5120,0,10,10,1,0.009775,0,0,4.12268,9,0.823194,0.737778,0.574444,162,1,5.00489,10,0.989258,0.945312,0.828125,369,TRUE,0,1,162,162,"supplementallad"
"g35-g84",0,120,317,0,5.28333,8,0,0.044398,1,1024,61440,0,120,120,1,0.117302,0,0,4.12268,9,0.823194,0.737778,0.574444,788,1,2.35582,4,0.881836,0.427734,0.044922,2759448,TRUE,0,1,788,788,"supplementallad"
"g35-g85",0,120,317,0,5.28333,8,0,0.044398,1,1050,1574,0,2.9981,3,0,0.002858,0,0,4.12268,9,0.823194,0.737778,0.574444,88,1,8.09967,13,0.996192,0.990485,0.979142,55,TRUE,0,1,88,88,"lad"
"g35-g86-normed",0,120,317,0,5.28333,8,0,0.044398,1,1050,1576,2,3,3,1,0.002862,0,0,4.12268,9,0.823194,0.737778,0.574444,88,1,8.09967,13,0.996192,0.990485,0.979142,95,TRUE,0,1,88,88,"supplementallad"
"g35-g87",0,120,317,0,5.28333,8,0,0.044398,1,1057,3561,0,6.73794,23,0,0.006381,0,0,4.12268,9,0.823194,0.737778,0.574444,130,0,5.16013,12,0.983245,0.939526,0.853035,623,TRUE,0,1,130,130,"supplementallad"
"g35-g88",0,120,317,0,5.28333,8,0,0.044398,1,1057,4028,0,7.62157,22,0,0.007217,0,0,4.12268,9,0.823194,0.737778,0.574444,141,0,5.66995,14,0.988064,0.947504,0.864237,666,TRUE,0,1,141,141,"supplementallad"
"g35-g89",0,120,317,0,5.28333,8,0,0.044398,1,1092,2184,0,4,4,1,0.003666,0,0,4.12268,9,0.823194,0.737778,0.574444,110,1,5.7791,8,0.995421,0.984432,0.951465,75,TRUE,0,1,110,110,"lad"
"g35-g90",0,120,317,0,5.28333,8,0,0.044398,2,1430,5005,0,7,7,1,0.004899,0,0,4.12268,9,0.823194,0.737778,0.574444,267,1,6.00551,11,0.994406,0.974825,0.92028,368,TRUE,0,2,267,267,"lad"
"g35-g91",0,120,317,0,5.28333,8,0,0.044398,2,1446,3162,0,4.37344,219,0,0.003027,0,0,4.12268,9,0.823194,0.737778,0.574444,164,1,6.394,18,0.996284,0.964252,0.883107,3490,TRUE,0,2,164,164,"lad"
"g35-g92",0,120,317,0,5.28333,8,0,0.044398,3,1619,3517,0,4.34466,176,0,0.002685,0,0,4.12268,9,0.823194,0.737778,0.574444,227,1,6.96525,17,0.996699,0.975941,0.922645,2554,TRUE,0,3,227,227,"supplementallad"
"g35-g93-normed",0,120,317,0,5.28333,8,0,0.044398,4,1800,209000,0,232.222,356,0,0.129084,0,0,4.12268,9,0.823194,0.737778,0.574444,5731,1,2.01206,3,0.870432,0.141062,0,97114124,TRUE,0,4,5731,5731,"glasgow1"
"g35-g94",0,120,317,0,5.28333,8,0,0.044398,4,1860,5590,0,6.01075,9,0,0.003233,0,0,4.12268,9,0.823194,0.737778,0.574444,467,1,7.67313,16,0.996231,0.985283,0.958354,1681,TRUE,0,4,467,467,"supplementallad"
"g35-g95",0,120,317,0,5.28333,8,0,0.044398,5,2000,1396,0,1.396,11,0,0.000698,0,0,4.12268,9,0.823194,0.737778,0.574444,149,0,13.1693,36,0.068187,0.067156,0.065609,170,TRUE,0,5,149,149,"supplementallad"
"g35-g96",0,120,317,0,5.28333,8,0,0.044398,5,2000,1657,0,1.657,13,0,0.000829,0,0,4.12268,9,0.823194,0.737778,0.574444,176,0,13.4234,41,0.145044,0.143656,0.141219,182,TRUE,0,5,176,176,"supplementallad"
"g35-g97",0,120,317,0,5.28333,8,0,0.044398,5,2000,1685,0,1.685,11,0,0.000843,0,0,4.12268,9,0.823194,0.737778,0.574444,181,0,15.947,47,0.160597,0.159242,0.156982,174,TRUE,0,5,181,181,"lad"
"g35-g98",0,120,317,0,5.28333,8,0,0.044398,5,2000,2573,0,2.573,14,0,0.001287,0,0,4.12268,9,0.823194,0.737778,0.574444,269,0,12.7987,36,0.351012,0.348286,0.342952,1199,TRUE,0,5,269,269,"supplementallad"
"g35-g99",0,120,317,0,5.28333,8,0,0.044398,5,2000,2575,0,2.575,14,0,0.001288,0,0,4.12268,9,0.823194,0.737778,0.574444,269,0,12.8334,36,0.350418,0.34769,0.342357,1262,TRUE,0,5,269,269,"supplementallad"
"g36-g100",0,120,321,0,5.35,7,0,0.044958,5,2016,2000,0,1.98413,2,0,0.000985,0,1,3.56317,8,0.947083,0.794583,0.471389,129,0,1.33155,2,0.000488,0,0,284,TRUE,0,5,129,129,"lad"
"g36-g101",0,120,321,0,5.35,7,0,0.044958,6,2184,6552,0,6,6,1,0.002749,1,1,3.56317,8,0.947083,0.794583,0.471389,703,1,4.83463,7,0.996795,0.983059,0.914377,478,TRUE,0,6,703,703,"supplementallad"
"g36-g102",0,120,321,0,5.35,7,0,0.044958,6,2184,8736,0,8,8,1,0.003665,1,1,3.56317,8,0.947083,0.794583,0.471389,829,1,4.25744,6,0.995879,0.970238,0.820971,967,TRUE,0,6,829,829,"supplementallad"
"g36-g103",0,120,321,0,5.35,7,0,0.044958,6,2184,13104,0,12,12,1,0.005497,0,1,3.56317,8,0.947083,0.794583,0.471389,1150,1,3.73065,6,0.994048,0.933608,0.61859,2499,TRUE,0,6,1150,1150,"supplementallad"
