"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","aqua.s2v","caqe.minisat","caqe.picosat","depqbf.v2","ghostq.cegar","hiqqer3","iprover.QBF","iprover.QBF.bloqqer","squeezebf.struqs","struqs.10","aqua.s2v_success","caqe.minisat_success","caqe.picosat_success","depqbf.v2_success","ghostq.cegar_success","hiqqer3_success","iprover.QBF_success","iprover.QBF.bloqqer_success","squeezebf.struqs_success","struqs.10_success","base","Class"
"k_t4p_n-13",1797,87,1884,5927,15053,32,31,63,2,4563,1362,4140,3997,2.216467,0.323266,56.15625,0.161633,0.161633,3.950637,22.022989,11.011494,169.93259,684.827586,342.413793,648.483584,0.505547,0.430811,0.506356,0.874113,0.063642,1,0.978055,0.914968,0.4633,0.5,0.506356,0.916432,1,0.229796,0.674372,0.506346,0.469396,0.994712,0.493012,0.95086,1.964492,1800,0.67,0.65,0.91,2.75,0.12,1800,0.67,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.528,"qesto"
"k_t4p_n-14",1931,93,2024,6375,16193,34,33,67,2,4909,1464,4454,4297,2.216941,0.323137,56.794118,0.161569,0.161569,3.95504,22.150538,11.075269,181.018281,733.032258,366.516129,692.050233,0.505651,0.430742,0.506474,0.874206,0.063608,1,0.97765,0.914819,0.463332,0.5,0.506474,0.916309,1,0.229647,0.674039,0.506482,0.469161,0.999248,0.492862,0.950647,1.972917,1800,1.48,0.73,1.01,2.85,0.13,1800,0.73,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.54,"qesto"
"k_t4p_n-15",2065,99,2164,6823,17333,36,35,71,2,5255,1566,4768,4597,2.217353,0.323025,57.361111,0.161513,0.161513,3.958872,22.262626,11.131313,192.100277,781.212121,390.606061,735.587893,0.50574,0.430681,0.506577,0.874287,0.063578,1,0.977299,0.914689,0.46336,0.5,0.506577,0.916202,1,0.229518,0.673751,0.506601,0.468956,1.00325,0.492732,0.95046,1.980356,1800,0.81,0.77,1.02,3.86,0.14,1800,0.8,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.48,"qesto"
"k_t4p_n-2",323,21,344,999,2513,10,9,19,2,757,240,686,697,2.183183,0.332332,32.3,0.166166,0.166166,3.665698,15.809524,7.904762,46.456395,146.857143,73.428571,157.018576,0.498209,0.435734,0.497937,0.867412,0.066057,1,1.007188,0.924313,0.460249,0.5,0.497937,0.923807,1,0.24024,0.697698,0.496233,0.484751,0.79625,0.504173,0.962253,1.604588,0.25,0.07,0.08,0.12,0.21,0.04,58.55,0.1,1.2,1.17,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.372,"qesto"
"k_t4p_n-4",591,33,624,1895,4793,14,13,27,2,1449,444,1314,1297,2.202111,0.327177,42.214286,0.163588,0.163588,3.822115,18.787879,9.393939,69.584936,247.636364,123.818182,251.825719,0.502399,0.432923,0.502756,0.871262,0.064678,1,0.990449,0.919259,0.462163,0.5,0.502756,0.919912,1,0.234301,0.684433,0.502093,0.476239,0.885967,0.497691,0.956481,1.764549,1800,0.18,0.16,0.21,0.53,0.05,1800,0.19,112.14,109.29,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.368,"qesto"
"k_t4p_n-5",725,39,764,2343,5933,16,15,31,2,1795,546,1628,1597,2.206146,0.326078,45.3125,0.163039,0.163039,3.85733,19.589744,9.794872,80.870419,296.923077,148.461538,296.977931,0.503287,0.432328,0.503772,0.87207,0.064386,1,0.986939,0.918095,0.462511,0.5,0.503772,0.918981,1,0.233035,0.681605,0.503308,0.474361,0.911825,0.496352,0.95504,1.811663,1800,0.21,0.22,0.31,0.74,0.06,1800,0.24,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.432,"qesto"
"k_t4p_n-6",859,45,904,2791,7073,18,17,35,2,2141,648,1942,1897,2.208886,0.325331,47.722222,0.162666,0.162666,3.881637,20.177778,10.088889,92.085177,345.866667,172.933333,341.565774,0.503888,0.431924,0.504461,0.872615,0.064188,1,0.984568,0.917286,0.462735,0.5,0.504461,0.918328,1,0.232175,0.679685,0.504125,0.473068,0.931239,0.495453,0.954006,1.847238,1800,0.26,0.25,0.41,1.04,0.07,1800,0.29,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.524,"qesto"
"k_t4p_n-8",1127,57,1184,3687,9353,22,21,43,2,2833,852,2570,2497,2.212368,0.324383,51.227273,0.162191,0.162191,3.913007,20.982456,10.491228,114.402872,443.157895,221.578947,429.853594,0.504651,0.431412,0.505333,0.873305,0.063937,1,0.981568,0.916236,0.463004,0.5,0.505333,0.917474,1,0.231082,0.677244,0.505153,0.4714,0.958435,0.494323,0.952618,1.897316,1800,0.36,0.37,0.51,1.54,0.08,1800,0.41,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.392,"qesto"
"k_t4p_n-9",1261,63,1324,4135,10493,24,23,47,2,3179,954,2884,2797,2.213543,0.324063,52.541667,0.162031,0.162031,3.923716,21.269841,10.634921,125.529456,491.619048,245.809524,473.742268,0.504908,0.43124,0.505627,0.873537,0.063852,1,0.980559,0.915876,0.463091,0.5,0.505627,0.917179,1,0.230713,0.676421,0.505497,0.470831,0.968327,0.493945,0.952129,1.915594,1800,0.42,0.44,0.61,1.66,0.09,1800,0.44,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.492,"qesto"
"k_t4p_p-10",797,42,839,2592,6570,17,16,33,2,1989,601,1804,1762,2.207562,0.32716,46.882353,0.16358,0.16358,3.884386,20.190476,10.095238,87.016687,328.857143,164.428571,322.331242,0.503957,0.431507,0.504544,0.871942,0.064536,1,0.984295,0.916824,0.462578,0.5,0.504544,0.917891,1,0.231867,0.679784,0.504244,0.472514,0.936791,0.495317,0.953119,1.857812,1800,0.24,0.23,0.31,0.87,0.06,1800,1800,12.04,11.77,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.484,"qesto"
"k_t4p_p-12",931,48,979,3040,7710,19,18,37,2,2335,703,2118,2062,2.209868,0.326316,49,0.163158,0.163158,3.902962,20.666667,10.333333,98.201226,377.75,188.875,366.683136,0.50441,0.431258,0.505061,0.872461,0.064332,1,0.982515,0.91626,0.462767,0.5,0.505061,0.917443,1,0.23125,0.678289,0.504852,0.471577,0.952342,0.494649,0.952395,1.88638,1800,0.29,0.3,0.41,1.22,0.07,1800,1800,18.74,18.36,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.408,"qesto"
"k_t4p_p-15",1132,57,1189,3712,9420,22,21,43,2,2854,856,2589,2512,2.212284,0.325431,51.454545,0.162716,0.162716,3.922624,21.192982,10.596491,114.921783,450.736842,225.368421,432.763251,0.504883,0.430998,0.505602,0.873003,0.064119,1,0.980656,0.915658,0.462958,0.5,0.505602,0.916961,1,0.230603,0.676724,0.505483,0.470586,0.969777,0.493955,0.951607,1.918517,1800,0.37,0.38,0.51,1.41,0.08,1800,1800,34.56,34.08,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.488,"qestos"
"k_t4p_p-16",1199,60,1259,3936,9990,23,22,45,2,3027,907,2746,2662,2.212907,0.325203,52.130435,0.162602,0.162602,3.92772,21.333333,10.666667,120.485306,475,237.5,454.710592,0.505005,0.430931,0.505741,0.873142,0.064064,1,0.980178,0.915502,0.463006,0.5,0.505741,0.916835,1,0.230437,0.676321,0.505645,0.47033,0.974471,0.493778,0.9514,1.927186,1800,0.39,0.39,0.51,2.49,0.08,1800,1800,42.03,41.46,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.62,"qesto"
"k_t4p_p-17",1266,63,1329,4160,10560,24,23,47,2,3200,958,2903,2812,2.213462,0.325,52.75,0.1625,0.1625,3.93228,21.460317,10.730159,126.045147,499.238095,249.619048,476.628752,0.505114,0.430871,0.505864,0.873266,0.064015,1,0.979753,0.915362,0.463049,0.5,0.505864,0.916722,1,0.230288,0.675962,0.505788,0.4701,0.978734,0.49362,0.951213,1.935065,1800,0.42,0.41,0.61,1.86,0.09,1800,1800,50.36,49.76,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.452,"qesto"
"k_t4p_p-18",1333,66,1399,4384,11130,25,24,49,2,3373,1009,3060,2962,2.21396,0.324818,53.32,0.162409,0.162409,3.936383,21.575758,10.787879,131.601858,523.454545,261.727273,498.522131,0.505211,0.430818,0.505976,0.873377,0.063971,1,0.97937,0.915235,0.463087,0.5,0.505976,0.91662,1,0.230155,0.675639,0.505917,0.469894,0.982622,0.493478,0.951043,1.942258,1800,0.46,0.47,0.61,1.87,0.09,1800,1800,60.15,59.61,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.456,"qesto"
"k_t4p_p-20",1467,72,1539,4832,12270,27,26,53,2,3719,1111,3374,3262,2.214818,0.324503,54.333333,0.162252,0.162252,3.94347,21.777778,10.888889,142.707602,571.833333,285.916667,542.248125,0.505379,0.430725,0.506167,0.873569,0.063896,1,0.978713,0.915016,0.463151,0.5,0.506167,0.916443,1,0.229925,0.675083,0.506139,0.469537,0.989458,0.493235,0.950748,1.954914,1800,0.52,0.5,0.71,1.97,0.1,1800,1800,83.9,83.22,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.536,"qesto"
"k_t4p_p-4",395,24,419,1248,3150,11,10,21,2,951,295,862,862,2.190705,0.333333,35.909091,0.166667,0.166667,3.754177,17.333333,8.666667,52.952267,179.5,89.75,185.16962,0.500635,0.433333,0.500732,0.868104,0.066032,1,0.997464,0.920672,0.461009,0.5,0.500732,0.92085,1,0.236378,0.690705,0.499684,0.479191,0.847996,0.50035,0.957777,1.697064,2.13,0.1,0.1,0.21,0.28,0.05,26.89,1800,3.21,3.1,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",0.368,"qesto"
"k_t4p_p-6",529,30,559,1696,4290,13,12,25,2,1297,397,1176,1162,2.199292,0.330189,40.692308,0.165094,0.165094,3.81932,18.666667,9.333333,64.456172,230,115,232.094518,0.502331,0.432401,0.502681,0.87007,0.065268,1,0.990719,0.918772,0.461849,0.5,0.502681,0.919412,1,0.23408,0.685142,0.502032,0.475824,0.888454,0.497754,0.95553,1.769718,1800,0.15,0.14,0.21,0.35,0.05,1800,1800,4.67,4.52,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.348,"qesto"
"k_t4p_p-9",730,39,769,2368,6000,16,15,31,2,1816,550,1647,1612,2.206081,0.327703,45.625,0.163851,0.163851,3.872562,19.897436,9.948718,81.407022,304.307692,152.153846,300.016438,0.503667,0.431667,0.504211,0.871608,0.064667,1,0.98544,0.917182,0.462453,0.5,0.504211,0.918174,1,0.232264,0.680743,0.503852,0.473113,0.927326,0.495748,0.953571,1.840474,1800,0.21,0.22,0.31,0.73,0.06,1800,1800,9.55,9.36,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.42,"qesto"
"ken.flash^03.C-f3",19829,137,19966,58930,137502,2,1,3,1,39286,19643,42480,29361,2.286781,0.04653,9914.5,0.023265,0.023265,2.951518,20.014599,10.007299,8.595763,40.029197,20.014599,88.110343,0.571424,0.418605,0.572878,0.982551,0.009971,1,0.750013,0.98683,0.565333,0.5,0.572878,0.98934,1,0.333328,0.498235,0.57326,0.422824,0.993633,0.425728,0.990822,1.733304,1.19,1800,1800,1.22,8.71,0.49,32.22,16.3,1800,1800,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",1.704,"depqbf.v1"
"ken.flash^08.C-d4",12791,232,13023,37495,87487,2,1,3,1,24996,12498,27704,18486,2.251153,0.082144,6395.5,0.041072,0.041072,2.879137,13.275862,6.637931,8.230131,26.551724,13.275862,75.729654,0.571422,0.410975,0.574028,0.969195,0.017603,1,0.75002,0.982294,0.563864,0.5,0.574028,0.986774,1,0.333324,0.493026,0.57443,0.420837,0.686478,0.423704,0.98888,1.195059,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.332,"qsts"
"ken.flash^10.C-f2",16489,108,16597,48967,114255,2,1,3,1,32644,16322,35453,24791,2.297241,0.036065,8244.5,0.018033,0.018033,2.950352,16.351852,8.175926,8.625053,32.703704,16.351852,95.390624,0.571424,0.420848,0.572545,0.986475,0.007728,1,0.750015,0.990992,0.567387,0.5,0.572545,0.992937,1,0.333327,0.50628,0.573022,0.424473,0.809489,0.426201,0.994132,1.412667,0.12,0.2,0.2,0.12,7.91,0.13,16.2,1800,0.12,0.05,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",1.24,"depqbf.v3"
"ken.flash^10.C-f3",26882,167,27049,79969,186593,2,1,3,1,53312,26656,57882,40424,2.295102,0.038215,13441,0.019107,0.019107,2.956449,18.299401,9.149701,8.659063,36.598802,18.299401,96.725392,0.571426,0.420386,0.572615,0.985669,0.008189,1,0.750009,0.989733,0.566736,0.5,0.572615,0.991793,1,0.333329,0.505496,0.572907,0.424139,0.902585,0.426271,0.993084,1.575448,0.21,0.33,0.35,0.09,9.18,0.21,40.09,1800,0.19,0.08,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",1.952,"depqbf.v3"
"ken.oop^2.C-d3",5419,206,5625,15412,35960,2,1,3,1,10274,5137,11109,8174,2.151051,0.182196,2709.5,0.091098,0.091098,2.739911,13.631068,6.815534,7.241244,27.262136,13.631068,30.896844,0.571413,0.389544,0.577461,0.931672,0.039043,1,0.750049,0.956959,0.552607,0.5,0.577461,0.967089,1,0.333312,0.530366,0.579528,0.406368,0.791506,0.415578,0.966455,1.365778,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.6,"AIGSolve"
"ken.oop^2.C-d4",7310,282,7592,20857,48665,2,1,3,1,13904,6952,15062,11093,2.140816,0.192453,3655,0.096227,0.096227,2.747234,14.234043,7.117021,7.317176,28.468085,14.234043,31.259097,0.571417,0.387342,0.577837,0.927827,0.041241,1,0.750036,0.952913,0.550628,0.5,0.577837,0.96362,1,0.333317,0.53186,0.579014,0.405634,0.81894,0.415867,0.963533,1.414369,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.064,"AIGSolve"
"kernel_agplib_intrface.c",24006,96,24102,81616,210417,2,1,3,1,37694,43921,57985,60509,2.488789,0.089345,12003,0.044673,0.044673,4.215625,75.958333,37.979167,12.366152,151.916667,75.958333,92.585062,0.517126,0.465547,0.51774,0.966493,0.017327,1,0.933766,0.969205,0.501797,0.5,0.51774,0.970358,1,0.538142,0.741386,0.517501,0.472577,2.963723,0.482076,0.979435,5.726993,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.1,"xb.bid.qsts"
"lights3_021_0_009",726,21,747,2023,4982,22,21,43,19,1251,753,1553,1408,2.441918,0.020761,33,0.010381,0.010381,3.14324,2,1,70.825971,44,22,363.944904,0.528703,0.467081,0.528947,0.992027,0.004215,1,0.89142,1.020251,0.539659,0.5,0.528947,1.020722,1,0.372219,0.695996,0.528794,0.480602,0.146366,0.470967,1.019941,0.276792,0.01,1.33,1.34,0.12,0.4,0.05,0.45,1.45,0.04,0.05,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.456,"aqua.f3v"
"lights3_021_0_027",726,21,747,2023,4982,22,21,43,19,1251,753,1553,1408,2.441918,0.020761,33,0.010381,0.010381,3.14324,2,1,70.825971,44,22,363.944904,0.528703,0.467081,0.528947,0.992027,0.004215,1,0.89142,1.020251,0.539659,0.5,0.528947,1.020722,1,0.372219,0.695996,0.528794,0.480602,0.146366,0.470967,1.019941,0.276792,0.02,0.96,1,0.09,0.43,0.04,0.2,1.01,1.07,1.41,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.524,"AIGSolve"
"lights3_035_0_002",1274,35,1309,3523,8638,36,35,71,21,2231,1271,2731,2488,2.432018,0.019869,35.388889,0.009935,0.009935,3.119939,2,1,113.925898,72,36,576.186813,0.527205,0.468743,0.527428,0.992314,0.004052,1,0.896794,1.019146,0.537526,0.5,0.527428,1.019576,1,0.360772,0.706216,0.527166,0.481719,0.149413,0.472615,1.018791,0.283427,0.03,5.18,5.3,0.21,0.74,0.06,0.41,5.22,419.17,566.17,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.464,"AIGSolve"
"lights3_035_0_027",1274,35,1309,3523,8638,36,35,71,21,2231,1271,2731,2488,2.432018,0.019869,35.388889,0.009935,0.009935,3.119939,2,1,113.925898,72,36,576.186813,0.527205,0.468743,0.527428,0.992314,0.004052,1,0.896794,1.019146,0.537526,0.5,0.527428,1.019576,1,0.360772,0.706216,0.527166,0.481719,0.149413,0.472615,1.018791,0.283427,0.03,5.43,5.43,0.21,0.55,0.06,0.41,1800,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE",0.456,"AIGSolve"
"lights3_035_0_051",1274,35,1309,3523,8638,36,35,71,21,2231,1271,2731,2488,2.432018,0.019869,35.388889,0.009935,0.009935,3.119939,2,1,113.925898,72,36,576.186813,0.527205,0.468743,0.527428,0.992314,0.004052,1,0.896794,1.019146,0.537526,0.5,0.527428,1.019576,1,0.360772,0.706216,0.527166,0.481719,0.149413,0.472615,1.018791,0.283427,0.03,6.97,7.07,0.31,0.62,0.07,1.67,7.08,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.48,"aqua.f3v"
"lognBWLARGEA0",828,0,828,1685,1773,1,0,1,1602,69,14,1676,1643,1.052226,0,828,0,0,0.096618,0,0,0.096618,0,0,0.434783,0.954879,0.045121,0.954879,1,0,0,0.047253,1,0.954879,0,0.954879,1,0,0.008309,0.975074,0.954879,0.045121,0,0.045121,1,0,0,0.01,0.01,0.02,0.11,0.03,0.05,1800,0,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",0.436,"AIGSolve"
"lognBWLARGEA1",1098,1,1099,62820,128520,2,1,3,96,62016,708,62286,3738,2.035912,0.009933,549,0.005635,0.004298,6.043676,624,354,17.295723,1248,708,1478.15847,0.948319,0.048926,0.950835,0.997785,0.002101,1.311111,0.054497,0.996051,0.94708,0.567308,0.950835,0.998693,1.311111,0.01127,0.059503,0.950104,0.048081,1.557834,0.048195,0.963629,1.639646,1,3.4,110.14,0.31,9.63,0.53,35.17,8.34,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",1.26,"AIGSolve"
"lognBWLARGEB0",1474,0,1474,3141,3141,1,0,1,3129,6,6,3140,3140,1,0,1474,0,0,0.027137,0,0,0.027137,0,0,0.008141,0.987265,0.012735,0.987265,1,0,0,0.012899,1,0.987265,0,0.987265,1,0,0.00191,0.999682,0.987265,0.012735,0,0.012735,1,0,0,0.01,0.01,0.02,0.16,0.03,0.07,1800,0,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE",0.54,"AIGSolve"
"lognBWLARGEB1",1870,1,1871,178750,362756,2,1,3,140,177570,1040,177966,6768,2.02428,0.005124,935,0.002909,0.002215,6.442544,916,520,18.611438,1832,1040,2495.242781,0.966771,0.031795,0.968124,0.998871,0.001092,1.313131,0.034371,0.998008,0.966196,0.567686,0.968124,0.999405,1.313131,0.005818,0.037863,0.967771,0.031283,1.371483,0.031319,0.970653,1.417156,3.4,18.17,1800,0.91,40.43,2.75,95.51,43.1,1800,1800,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",2.704,"AIGSolve"
"lut4_2_f1",63,7,70,446,2805,2,1,3,0,2,444,14,42,4.060538,2.2287,31.5,1.11435,1.11435,21.1,142,71,36.085714,284,142,707.174603,0.47344,0.349376,0.458863,0.625753,0.177184,1,1.112199,0.71737,0.329174,0.5,0.458863,0.695281,1,0.995516,0.09417,0.484385,0.347463,2.028986,0.52628,0.673881,4.188791,4.26,1.36,4.8,0.81,1.3,1.35,16.29,3.91,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.296,"rareqs"
"lut4_2_f2",63,7,70,446,2805,2,1,3,0,2,444,14,42,4.060538,2.2287,31.5,1.11435,1.11435,21.142857,142,71,36.214286,284,142,706.460317,0.472371,0.350446,0.457206,0.624906,0.177184,1,1.116981,0.71737,0.327986,0.5,0.457206,0.69434,1,0.995516,0.09417,0.482547,0.349504,2.028986,0.529371,0.675433,4.204738,88.44,16.52,51.29,65.71,7.67,37.37,25.03,5.24,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.316,"rareqs"
"lut4_2_fXOR",63,7,70,446,2805,2,1,3,0,2,444,21,49,4.060538,2.2287,31.5,1.11435,1.11435,21.085714,142,71,36.042857,284,142,707.222222,0.473797,0.34902,0.459415,0.626035,0.177184,1,1.110609,0.71737,0.32957,0.5,0.459415,0.695594,1,0.995516,0.109865,0.484997,0.346783,2.028986,0.525249,0.673361,4.183502,0.01,0.29,1.26,0.21,1.34,0.28,29.53,1.66,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.264,"aqua.f3v"
"lut4_3_fAND",102,10,112,1832,16884,2,1,3,0,2,1830,59,74,3.517467,5.69869,51,2.849345,2.849345,75.276786,1044,522,128.008929,2088,1044,2021.519608,0.500652,0.19018,0.501707,0.382468,0.309168,1,0.997397,0.419081,0.210256,0.5,0.501707,0.419965,1,0.998908,0.040393,0.533604,0.139202,3.803774,0.395233,0.298463,7.128452,0.26,7.77,2.23,0.31,186.54,0.29,1800,93.99,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",0.46,"depqbf.v1"
"lut4_AND_f1",67,8,75,675,4679,2,1,3,0,2,673,56,51,3.708148,3.223704,33.5,1.611852,1.611852,30.226667,272,136,52.28,544,272,1212.477612,0.515495,0.251977,0.528965,0.548922,0.232528,1,0.939884,0.598817,0.316753,0.5,0.528965,0.614465,1,0.997037,0.075556,0.526278,0.235998,2.464661,0.444586,0.498179,4.683196,0.17,1.5,6.15,0.51,3.48,0.51,58.14,4.4,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.296,"rareqs"
"lut4_AND_fXOR",67,8,75,675,4679,2,1,3,0,2,673,52,59,3.708148,3.223704,33.5,1.611852,1.611852,31.186667,272,136,55.16,544,272,1447.820896,0.500107,0.267365,0.5002,0.535043,0.232528,1,0.999573,0.598817,0.299528,0.5,0.5002,0.598928,1,0.997037,0.087407,0.500181,0.265211,2.464661,0.499618,0.530614,4.927536,29.84,9.32,14.93,48.51,6.65,27.35,4.56,1.53,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.376,"rareqs"
"lut4_XOR_f1",38,5,43,168,796,2,1,3,0,10,158,48,27,3.488095,1.25,19,0.625,0.625,9.255814,42,21,17.604651,84,42,237.342105,0.5,0.36809,0.5,0.736181,0.13191,1,1,0.833047,0.416523,0.5,0.5,0.833047,1,0.940476,0.160714,0.5,0.408833,1.192867,0.5,0.817667,2.385733,0,0.14,0.16,0.21,0.14,0.29,0.93,0.59,8.08,8.09,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.276,"AIGSolve"
"lut4_XOR_fOR",38,5,43,168,796,2,1,3,0,10,158,44,31,3.488095,1.25,19,0.625,0.625,9.604651,42,21,18.651163,84,42,219.578947,0.481156,0.386935,0.474403,0.725849,0.13191,1,1.078329,0.833047,0.3952,0.5,0.474403,0.821355,1,0.940476,0.184524,0.470277,0.442467,1.192867,0.541133,0.83528,2.536517,0.02,0.13,0.13,0.21,0.14,0.14,2.57,0.2,0.29,0.29,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.212,"AIGSolve"
"mutex-128-s",11058,512,11570,14995,36855,1,1,2,1,8128,6866,10798,11056,1.982994,0.474825,11058,0.237546,0.237279,1.417286,13.90625,6.957031,2.526707,13.90625,6.957031,7.861277,0.555067,0.348284,0.56832,0.826074,0.09654,1.001124,0.801584,0.844167,0.479757,0.500281,0.56832,0.864323,1.001124,0.457886,0.737312,0.560985,0.403374,1.207425,0.43168,0.918815,2.152331,0.19,5.32,5.21,28.62,1800,0.26,1800,5.25,3.49,3.42,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE",0.964,"qsts"
"mutex-16-s",1314,64,1378,1779,4375,1,1,2,1,960,818,1278,1312,1.982574,0.476672,1314,0.23946,0.237212,1.415094,13.25,6.65625,2.521045,13.25,6.65625,7.684932,0.554286,0.348343,0.567905,0.825979,0.096457,1.009479,0.804124,0.845437,0.480128,0.502358,0.567905,0.86621,1.009479,0.459809,0.737493,0.560364,0.404512,1.149859,0.432095,0.920108,2.051985,0.02,0.22,0.22,0.81,1800,0.05,9.19,0.25,0.06,0.05,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",0.412,"qesto"
