"id","c_avg_deg_cons","c_avg_dom_cons","c_avg_domdeg_cons","c_cv_deg_cons","c_cv_dom_cons","c_cv_domdeg_cons","c_domain","c_ent_deg_cons","c_ent_dom_cons","c_ent_domdeg_cons","c_logprod_deg_cons","c_logprod_dom_cons","c_max_deg_cons","c_max_dom_cons","c_max_domdeg_cons","c_min_deg_cons","c_min_dom_cons","c_min_domdeg_cons","c_num_cons","c_ratio_cons","c_sum_ari_cons","c_sum_dom_cons","c_sum_domdeg_cons","d_array_cons","d_bool_cons","d_bool_vars","d_int_cons","d_int_vars","d_ratio_array_cons","d_ratio_bool_cons","d_ratio_bool_vars","d_ratio_int_cons","d_ratio_int_vars","d_ratio_set_cons","d_set_cons","gc_diff_globs","gc_global_cons","gc_ratio_diff","gc_ratio_globs","o_deg","o_deg_avg","o_deg_cons","o_deg_std","o_dom","o_dom_avg","o_dom_deg","o_dom_std","s_bool_search","s_first_fail","s_goal","s_indomain_max","s_indomain_min","s_input_order","s_int_search","s_labeled_vars","s_other_var","v_avg_deg_vars","v_avg_dom_vars","v_avg_domdeg_vars","v_cv_deg_vars","v_cv_dom_vars","v_cv_domdeg_vars","v_def_vars","v_ent_deg_vars","v_ent_dom_vars","v_ent_domdeg_vars","v_intro_vars","v_logprod_deg_vars","v_logprod_dom_vars","v_max_deg_vars","v_max_dom_vars","v_max_domdeg_vars","v_min_dom_vars","v_min_domdeg_vars","v_num_aliases","v_num_consts","v_num_vars","v_ratio_bounded","v_ratio_vars","v_sum_deg_vars","v_sum_dom_vars","v_sum_domdeg_vars","Choco.free","Concrete.free","G12FD.free","Gecode.free","HaifaCSP.free","JaCoP.fd","MZN.Cbc.free","MZN.CPLEX.free","MZN.Gurobi.free","MZN.SCIP.free","MinisatID.free","Mistral.free","OR.Tools.free","Picat.CP.fd","Picat.SAT.free","SICStus.Prolog.fd","iZplus.free","Choco.free_success","Concrete.free_success","G12FD.free_success","Gecode.free_success","HaifaCSP.free_success","JaCoP.fd_success","MZN.Cbc.free_success","MZN.CPLEX.free_success","MZN.Gurobi.free_success","MZN.SCIP.free_success","MinisatID.free_success","Mistral.free_success","OR.Tools.free_success","Picat.CP.fd_success","Picat.SAT.free_success","SICStus.Prolog.fd_success","iZplus.free_success","base","Class"
"kb128_n5_obj16",2.94712,2.95185,1.00074,0.488125,0.49928,0.016622,0,1.18798,1.1902,0.000504,48240.6,48270.6,25,58.0482,2.32193,1,1,1,32637,2.06825,96231,96339.7,32661.2,2188,1616,12840,27465,2940,0.067041,0.049514,0.813688,0.84153,0.186312,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,5,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880,1.30511,0.044006,0.493224,15065,23081.6,15880.5,153,5,5,2,0.013072,693,69,15780,0.048289,0.4835,96185,31788,14040.5,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.02,"LCG.Glucose.UC.free"
"kb128_n5_obj17",2.94712,2.95185,1.00074,0.488125,0.49928,0.016622,0,1.18798,1.1902,0.000504,48240.6,48270.6,25,58.0482,2.32193,1,1,1,32637,2.06825,96231,96339.7,32661.2,2188,1616,12840,27465,2940,0.067041,0.049514,0.813688,0.84153,0.186312,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,5,6.09537,2.01445,0.889764,2.28677,0.103103,0.416183,14880,1.30511,0.044006,0.493224,15065,23081.6,15880.5,153,5,5,2,0.013072,693,69,15780,0.048289,0.4835,96185,31788,14040.5,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.052,"LCG.Glucose.UC.free"
"kb192_n7_obj10",2.98258,2.98528,1.00042,0.48231,0.489625,0.012353,0,1.07852,1.07992,0.000221,120528,120570,32,74.3017,2.32193,1,1,1,80309,2.31892,237519,239745,80343.1,4920,3276,28996,69213,5636,0.061263,0.040792,0.83726,0.861834,0.16274,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,5,5,6.91638,2.00936,0.898311,2.65516,0.083245,0.368073,32924,1.17426,0.030453,0.420255,33920,49698.2,34774.8,207,5,5,2,0.009662,1728,77,34632,0.052119,0.431234,239528,69588,31110.3,357.8,49.11,1200,384.788,1200,1035.194,1200,1200,1200,1200,1200,1200,730.945,1200,11.93,1016.45,1200,"TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",4.992,"newJointClass"
"mesh2x2_1",3.66518,16.344,3.2144,1.43494,1.75573,1.13901,0,1.71685,2.49959,2.0337,327.643,544.556,65,133.06,15.5369,2,2,1,224,0.82963,651,3661.06,720.026,0,0,56,165,214,0,0,0.207407,0.736607,0.792593,0,0,2,15,0.133333,0.066964,1,0.328867,0.004464,-1.38694,10001,2.83334,10001,0.533938,0,5,2,0,5,0,5,5,0,3.04074,3529.75,1724.03,0.483894,3.43363,3.52305,144,1.9356,1.82734,2.05257,520,403.92,1360.37,16,70201,35100.5,2,0.25,715,309,270,3.79259,1.20536,821,953033,465489,7.824,4.07,0.127,1200,0.091,0.355,0.996,0.158,0.188,0.414,20.513,0.126,1200,1200,11.931,1200,8.88,"TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",0.1,"newJointClass"
"mesh2x2_mp3",3.72135,13.6332,2.67237,1.88071,2.21592,1.20646,0,1.41875,2.20612,1.82532,621.505,965.075,121,203.125,16.3418,2,2,1,445,0.821033,1268,6066.76,1189.2,0,0,112,305,430,0,0,0.206642,0.685393,0.793358,0,0,2,29,0.068965,0.065169,1,0.327295,0.002247,-1.64675,10001,2.9207,10001,0.384257,0,5,2,0,5,0,5,5,0,3.05535,3424.18,1650.77,0.408505,4.99848,5.18201,288,1.87358,1.66263,1.7363,1311,825.784,2193.97,16,141001,70500.5,2,0.25,1665,515,542,4.02214,1.21798,1656,1855900,894719,1200,6.408,0.649,1200,0.384,1.847,8.318,0.47,0.388,11.438,20.133,0.554,1200,1200,27.559,1200,0.404,"FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",0.124,"newJointClass"
"mesh3x3_mp3",4.17455,15.9588,2.85884,2.64614,2.47142,1.12005,0,1.22882,2.06966,1.79348,1324.36,2187.72,277,401.426,16.7236,2,2,1,951,0.747642,2666,15176.8,2718.76,0,0,252,691,1020,0,0,0.198113,0.726604,0.801887,0,0,2,29,0.068965,0.030494,1,0.320403,0.001052,-1.05277,10001,3.19602,10001,0.410132,0,5,2,0,5,0,5,5,0,3.12107,3129.21,1525.69,0.645534,5.35441,5.48993,654,1.72745,1.607,1.70761,3357,1936.16,5162.58,36,141001,70500.5,2,0.25,4281,1181,1272,4.29403,1.33754,3970,3980350,1940680,1200,1200,1200,1200,0.514,1200,10.274,0.82,1.024,8.423,1200,3.56,1200,1200,1200,1200,47.023,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE",0.168,"newJointClass"
"mesh4x4_1",4.31548,20.6048,3.55816,2.82979,2.52373,1.00553,0,1.48299,2.30832,2.09943,1215.53,2220.05,273,604.538,15.9338,2,2,1,840,0.720412,2391,17308,2988.86,0,0,224,673,942,0,0,0.19211,0.80119,0.80789,0,0,2,15,0.133333,0.017857,1,0.321655,0.00119,-0.671313,10001,3.28388,10001,0.596436,0,5,2,0,5,0,5,5,0,3.10892,3045.48,1501.4,1.01047,3.82921,3.8867,592,1.69594,1.65362,1.86837,2768,1731.28,5954.84,64,70201,35100.5,2,0.25,3747,1236,1166,4.27358,1.3881,3625,3551030,1750640,1200,1200,1200,1200,23.511,1.318,405.066,0.65,1.497,36.789,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.196,"newJointClass"
"mzn_rnd_test.02",3.11538,20.7846,6.16142,0.996641,1.27347,0.532421,0,1.44958,3.52699,2.71925,71.3066,188.667,20,164.574,10.3811,1,1,1,52,1.08333,157,1080.8,320.394,3,0,4,40,44,0.057692,0,0.083333,0.769231,0.916667,0.115385,6,2,3,0.666667,0.057692,17,5.03704,0.326923,4.84724,987,1.36087,58.0588,0.334288,5,0,2,5,0,5,0,5,0,3.375,725.271,283.884,0.832853,1.07952,1.12378,29,2.34451,2.95884,3.81924,37,69.2522,336.507,17,1802,901,2,0.153846,70,59,48,2.6875,0.923077,162,34813,13626.5,1200,1200,840.069,1200,233.689,1200,50.669,3.636,4.453,25.018,389.457,1200,1200,1200,14.337,1200,0.489,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",0.072,"newJointClass"
"mzn_rnd_test.06",3.27273,23.0741,6.0336,2.64688,3.36617,0.540854,0,1.07629,5.49867,3.11128,334.618,936.031,103,937.93,12.2706,1,1,1,264,1.22222,797,6091.55,1592.87,43,7,30,188,186,0.162879,0.026515,0.138889,0.712121,0.861111,0.060606,16,2,3,0.666667,0.011364,49,12.25,0.185606,11.0938,2949,2.51646,60.1837,0.925111,5,0,2,5,0,5,0,5,0,4,1171.88,331.729,1.01408,1.63922,1.71787,178,2.25514,4.38649,5.11021,284,366.26,1524.15,49,4941,2470.5,2,0.105263,311,340,216,3.01389,0.818182,864,253127,71653.6,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1027.817,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.112,"newJointClass"
"mzn_rnd_test.11",3.16216,20.7532,5.73875,1.28197,1.6741,0.494209,0,1.3118,4.51865,2.97429,98.5862,265.815,28,233.97,10.3665,1,1,1,74,1.13846,222,1535.74,424.667,10,0,6,52,59,0.135135,0,0.092308,0.702703,0.907692,0.108108,8,2,3,0.666667,0.040541,17,4.72222,0.22973,5.15267,971,1.74106,57.1176,0.572955,5,0,2,5,0,5,0,5,0,3.6,557.708,192.527,0.722387,1.29339,1.36128,47,2.38549,3.57591,4.32768,45,103.003,448.325,17,1795,897.5,2,0.181818,73,104,65,2.72308,0.878378,234,36251,12514.2,1.769,4.419,360.624,369.822,49.806,18.361,41.207,2.057,2.141,12.427,420.677,1200,1200,1200,16.728,118.673,0.108,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE",0.08,"newJointClass"
"mzn_rnd_test.13",3.05729,19.5676,5.66746,1.85124,2.46395,0.593654,0,1.12037,4.22253,2.85475,245.485,645.646,61,521.868,11.0795,1,1,1,192,1.24675,591,3756.97,1088.15,17,14,44,136,110,0.088542,0.072917,0.285714,0.708333,0.714286,0.072917,14,2,3,0.666667,0.015625,41,10.7564,0.213542,10.179,1528,2.80467,37.2683,1.16032,5,0,2,5,0,5,0,5,0,3.81169,544.805,159.537,0.958485,1.55532,1.73238,119,2.4711,3.03892,3.95043,219,251.307,842.576,41,2164,1082,2,0.181818,214,155,154,2.3961,0.802083,587,83900,24568.8,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.056,"LCG.Glucose.UC.free"
"mzn_rnd_test.20",3.26239,23.36,6.33779,2.93132,3.66339,0.593685,0,1.06809,4.89714,3.109,436.173,1218.84,133,1210.05,12.8727,1,1,1,343,1.15488,1030,8012.49,2173.86,38,10,44,256,253,0.110787,0.029154,0.148148,0.746356,0.851852,0.069971,24,2,3,0.666667,0.008746,82,21.7641,0.239067,14.3845,4010,1.976,48.9024,0.615487,5,0,2,5,0,5,0,5,0,3.76768,2029.36,667.442,1.4435,1.58573,1.72438,217,2.37655,4.03255,4.88808,413,463.535,2092.13,82,7500,3750,2,0.051282,507,375,297,2.9697,0.865889,1119,602719,198230,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.124,"LCG.Glucose.UC.free"
"n180f7d50m30k18",4.68362,15.5809,2.08446,4.75523,6.34809,0.427216,0,0.790737,5.20621,1.79595,25777.4,49163.5,357,1180.7,11.5783,1,1,1,25507,2.99906,72722,397422,53168.4,666,3731,6352,21052,2153,0.02611,0.146274,0.746855,0.825342,0.253145,0,0,3,58,0.051724,0.002274,1,0.071192,3.9e-05,-0.311953,126080,6572.78,126080,92.2105,0,5,2,0,5,0,5,5,0,14.0464,19.1821,15.9331,2.9774,71.2694,85.7994,6691,1.71627,0.818029,0.705731,11282,14473.3,11061,222,126080,126080,2,0.010989,2640,1351,8505,0.469253,0.333438,119465,163144,135511,1200,1200,1200,1200,503.553,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.276,"LCG.Glucose.UC.free"
"n25f5d20m10k3",3.46667,7.64235,1.54733,1.73045,2.67244,0.489686,0,0.91853,3.3589,1.47619,1622.35,2279.21,50,132.275,7.94819,1,1,1,1335,1.45267,3608,10202.5,2065.68,91,390,669,828,250,0.068165,0.292135,0.727965,0.620225,0.272035,0,0,3,26,0.115385,0.019476,1,0.198574,0.000749,-0.525339,7725,663.608,7725,30.2935,0,5,2,0,5,0,5,5,0,5.03591,11.6409,9.38995,1.52554,21.8729,27.1202,716,1.79396,0.983358,0.749629,1208,1467.07,1187.73,50,7725,7725,2,0.071429,322,141,919,0.503808,0.68839,4628,10698,8629.36,1200,1200,1200,1200,2.2,1200,64.306,5.904,3.436,105.303,4.761,4.474,1200,1200,9.125,1200,3.642,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",0.088,"LCG.Glucose.UC.free"
"n35f5d20m10k3",3.66019,8.46704,1.66655,2.05026,3.01851,0.493594,0,0.802975,3.87507,1.55543,2589.61,3850.5,70,186.105,8.34078,1,1,1,2160,1.5265,5859,18288.8,3599.74,131,608,1061,1395,354,0.060648,0.281481,0.749823,0.645833,0.250177,0,0,3,26,0.115385,0.012037,1,0.178978,0.000463,-0.469244,9835,972.3,9835,37.5974,0,5,2,0,5,0,5,5,0,5.58728,10.1152,7.92434,1.74967,25.8343,32.9795,1128,1.73563,0.915132,0.720199,1814,2247.45,1799.31,60,9835,9835,2,0.052632,452,191,1415,0.454417,0.655093,7906,14313,11212.9,1200,1200,1200,1200,3.162,1200,375.977,17.746,11.144,92.738,11.1,1200,1200,1200,19.425,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.184,"LCG.Glucose.UC.free"
"n55f2d50m30k3",4.69807,14.3726,2.14145,2.43983,3.53365,0.529154,0,0.825818,5.39997,2.03694,4339.23,7455.15,108,362.208,10.0852,1,1,1,3471,1.81538,9619,49887.3,7432.98,211,775,1533,2432,379,0.060789,0.223279,0.801778,0.700663,0.198222,0,0,3,53,0.056604,0.015269,1,0.11725,0.000288,-0.444183,48255,1570.34,48255,43.7106,0,5,2,0,5,0,5,5,0,8.52877,30.7291,26.5228,1.98736,35.9029,41.5968,1617,1.58988,1.02597,0.707567,2224,3232.64,2685.54,107,48255,48255,2,0.035088,539,157,1912,0.364017,0.55085,16307,58754,50711.7,1200,1200,1200,1200,8.294,1200,1200,34.698,44.294,1200,38.875,1200,1200,1200,46.119,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.228,"LCG.Glucose.UC.free"
"n60f7d50m30k10",4.04352,12.0534,1.64648,2.79887,4.17599,0.523205,0,0.976532,3.67616,1.52977,5182.18,7854.7,119,391.269,10.2468,1,1,1,4711,1.82103,13000,56783.4,7756.58,210,1126,1871,3317,716,0.044576,0.239015,0.723232,0.704097,0.276768,0,0,3,58,0.051724,0.012312,1,0.135808,0.000212,-0.389151,54660,2115.96,54660,50.8481,0,5,2,0,5,0,5,5,0,7.36336,25.8322,22.3338,2.22071,41.5937,48.1085,1986,1.76336,0.868154,0.68462,3524,4248.93,3440.81,110,54660,54660,2,0.032258,874,461,2587,0.516042,0.54914,19049,66828,57777.4,1200,1200,1200,1200,56.752,1200,1200,255.248,186.373,1200,223.426,1200,1200,1200,69.41,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.268,"LCG.Glucose.UC.free"
"oocsp_racks_030_e6_cc",3.03951,3.88293,1.33339,1.23507,1.40138,0.605716,0,1.55262,2.14606,0.757453,47303.6,56024.6,60,297.252,4.9542,1,1,1,34679,1.21124,81520,134656,46240.5,7485,18780,25575,5558,3056,0.215837,0.541538,0.893263,0.16027,0.106737,0.004325,150,2,6,0.333333,0.000173,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3.68157,2.43058,0.929637,1.86677,1.81894,2.00509,21270,1.68037,0.102802,0.651926,31172,41923.8,30081.2,121,101,50.5,2,0.016529,3253,149,28631,0.118822,0.825601,105407,69590,26616.4,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.916,"LCG.Glucose.UC.free"
"oocsp_racks_030_ea4_cc",3.04109,3.89295,1.33518,1.23429,1.40003,0.608322,0,1.554,2.14788,0.760872,47341,56090.6,60,297.252,4.9542,1,1,1,34682,1.21134,81529,135015,46306.6,7485,18780,25575,5561,3056,0.215818,0.541491,0.893263,0.160343,0.106737,0.004325,150,2,6,0.333333,0.000173,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3.6838,2.4338,0.930163,1.87318,1.82135,2.00469,21270,1.68144,0.102056,0.653575,31172,41925.6,30089.6,124,101,50.5,2,0.016529,3253,141,28631,0.118543,0.825529,105471,69682,26631.5,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.86,"LCG.Glucose.UC.free"
"oocsp_racks_030_f7_cc",3.04303,3.8997,1.33767,1.23342,1.39736,0.607799,0,1.54057,2.13633,0.764093,47390.4,56213.7,60,297.252,4.9542,1,1,1,34673,1.21116,81502,135214,46381.1,7485,18780,25575,5552,3053,0.215874,0.541632,0.893356,0.160125,0.106644,0.004326,150,2,6,0.333333,0.000173,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3.68559,2.43094,0.929767,1.88232,1.81996,2.0052,21267,1.68111,0.101048,0.652313,31172,41918.2,30075,155,101,50.5,2,0.016529,3248,137,28628,0.118241,0.825657,105511,69593,26617.4,3.165,1200,6.659,15.787,7.006,25.978,1200,34.934,411.827,672.62,6.2,11.586,19.047,71.646,5.066,65.07,1.845,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",1.868,"LCG.Glucose.free"
"oocsp_racks_030_mii8",3.04299,3.89435,1.336,1.23369,1.39777,0.605912,0,1.5397,2.1311,0.759741,47366.4,56152.8,60,297.252,4.9542,1,1,1,34657,1.21043,81454,134967,46301.8,7485,18780,25575,5536,3057,0.215974,0.541882,0.893231,0.159737,0.106769,0.004328,150,2,6,0.333333,0.000173,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3.68333,2.43493,0.942858,1.87581,1.82214,2.09739,21270,1.68202,0.101936,0.65314,31172,41894.8,30094.8,124,101,50.5,2,0.016529,3254,107,28632,0.117386,0.826153,105461,69717,26995.9,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.764,"LCG.Glucose.UC.free"
"oocsp_racks_100_r1",3.13701,4.23667,1.42985,2.35305,2.20491,0.779699,0,1.49634,2.02524,0.695143,462077,556332,200,1331.64,6.65821,1,1,1,342972,1.22108,796364,1453060,490399,70450,195600,249750,46416,31127,0.20541,0.570309,0.889179,0.135335,0.110821,0.001458,500,2,6,0.333333,1.7e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3.83052,2.39723,0.903389,3.3622,2.6107,2.38692,207365,1.63946,0.037721,0.59564,310367,410299,287254,404,101,101,2,0.004988,31744,317,280877,0.114146,0.81895,1075910,673327,253741,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",18.772,"LCG.Glucose.UC.free"
"pizza_8_3",2.57611,4.95107,1.80678,0.690997,1.10244,0.496354,0,1.20525,4.34689,1.65481,1974.98,3101.26,16,47.894,9.11274,2,1,0.5,1616,1.4785,4209,8000.93,2919.76,258,559,837,799,256,0.159653,0.345916,0.765782,0.494431,0.234218,0,0,0,0,0.333333,0,1,0.262551,0.000619,-0.454263,1188,132.607,1188,19.2084,0,0,2,0,5,5,5,5,0,3.80878,8.95883,4.56765,1.6234,6.85151,9.5596,887,2.21119,1.62268,1.51109,2378,1521.9,1548.62,49,1188,1188,1,0.055556,916,663,1093,1.44465,0.676361,4163,9792,4992.45,1200,1200,1200,1200,13.147,1200,1200,523.25,885.005,307.558,20.258,1200,1200,1200,4.827,1200,10.502,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",0.18,"LCG.Glucose.UC.free"
"plusexample_6",2.74359,8.69044,3.07143,0.276452,0.455993,0.399221,0,0.996694,3.32839,1.8379,110.418,223.1,8,14.5601,6.04439,2,2,1,78,0.438202,224,677.854,239.572,0,8,16,69,162,0,0.102564,0.089888,0.884615,0.910112,0,0,1,1,1,0.012821,1,0.831776,0.012821,-0.139393,66,7.42604,66,4.26291,0,0,2,0,5,5,5,5,0,1.20225,8.88764,4.27512,1.20684,1.50743,1.87317,69,4.6498,2.58123,5.75536,264,103.406,296.712,7,66,66,1,0.857143,176,89,178,1.48876,2.28205,214,1582,760.971,31.406,1200,57.619,43.035,0.124,45.783,0.075,0.07,0.073,0.083,0.361,22.785,57.935,68.057,0.587,58.444,495.094,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.092,"newJointClass"
"projplan1_15_15",2.60112,5.28293,1.76094,1.23544,1.73065,0.691108,0,1.10187,2.7167,1.50401,852.336,1250.61,74,91.8696,5.49185,2,2,1,712,1.03488,1884,3761.45,1253.79,141,267,339,303,349,0.198034,0.375,0.492733,0.425562,0.507267,0,0,1,1,1,0.001404,1,0.37149,0.001404,-0.458822,45,5.32325,45,2.38818,0,0,2,0,5,5,5,5,0,2.69186,8.45349,3.5157,1.36983,1.81027,1.98548,342,2.60296,1.57898,2.70995,1151,767.62,1106.24,35,45,45,1,0.057143,722,214,688,1.36047,0.966292,1852,5816,2418.8,516.482,4.955,39.845,1200,0.11,1200,6.649,0.324,0.34,2.712,1.406,0.187,1200,1200,0.882,1200,0.589,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",0.116,"Chuffed.free"
"rat99_5",2.84052,6.57405,2.50349,0.764866,0.891515,0.598602,13,1.35743,3.03073,1.78463,303.941,565.639,12,53.6526,9.14975,2,2,1,232,1.04977,660,1525.18,580.81,46,12,178,172,43,0.198276,0.051724,0.80543,0.741379,0.19457,0,0,1,2,0.5,0.008621,1,0.335357,0.00431,-0.569137,568,22.8191,568,7.1213,0,5,2,0,5,0,5,5,0,2.9819,24.8914,13.4373,1.16781,3.06393,3.7371,207,0.788973,1.13574,0.94526,219,271.997,434.191,24,568,568,2,0.285714,24,210,221,1.05882,0.952586,659,5501,2969.65,12.112,1200,194.769,26.164,8.026,45.27,1200,209.188,75.922,71.495,6.678,1.6,25.516,67.361,10.438,45.339,4.725,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.064,"LCG.Glucose.free"
"rat99_6",2.88255,6.71664,2.56761,0.871095,0.887901,0.561151,15,1.29551,2.84316,1.75166,387.244,739.638,14,60.2025,9.34207,2,2,1,298,1.04561,852,2001.56,765.146,54,14,236,228,49,0.181208,0.04698,0.82807,0.765101,0.17193,0,0,1,2,0.5,0.006711,1,0.331781,0.003356,-0.531786,649,26.9786,649,7.89506,0,5,2,0,5,0,5,5,0,3.01404,24.0561,12.8525,1.25656,3.29048,4.00707,269,0.735642,1.03036,0.876457,283,348.62,534.311,28,649,649,2,0.25,28,211,285,0.838596,0.956376,859,6856,3662.95,213.353,1200,1073.225,492.481,105.002,853.624,1200,568.744,988.429,224.215,26.019,6.647,232.635,1200,19.99,740.399,8.754,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.048,"LCG.Glucose.free"
