"id","f_1","f_2","f_3","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","ahms.1.70","ahms.ls.1.70","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","ahms.1.70_success","ahms.ls.1.70_success","base","Class"
"b21-s_PathRelaxation_Set_FS_3.wcnf",49686,149013,0.00372,0.33343,5e-05,1.17352,1e-05,0.00256,0.00256,5e-05,0.752,2e-05,0.00767,0.00765,0.49836,0.1828,0.00524,1,0.99476,0.49575,0.2503,0.00372,0.6634,0.98624,4e-05,0,0.00255,0.00255,0.81952,1800,1800,890.86,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"mscg2015b"
"b21-s_PathRelaxation_Set_FS_4.wcnf",49687,149398,0.00371,0.33258,5e-05,1.19565,1e-05,0.00258,0.00258,5e-05,0.8591,2e-05,0.00775,0.00773,0.49835,0.1828,0.00518,1,0.99482,0.49512,0.25283,0.00371,0.66426,0.98626,4e-05,0,0.00257,0.00257,0.81998,1800,1800,1454.71,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"mscg2015b"
"b21-s_PathRelaxation_Set_FS_5.wcnf",49688,149783,0.0037,0.33173,5e-05,1.21755,1e-05,0.00258,0.00257,5e-05,0.95356,2e-05,0.00775,0.00773,0.49834,0.18283,0.00518,1,0.99482,0.49449,0.25538,0.00371,0.66512,0.98629,4e-05,0,0.00256,0.00256,0.82043,1800,1800,790.92,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"mscg2015b"
"b21-s_PathRelaxation_Set_FS_6.wcnf",49689,150164,0.00369,0.3309,5e-05,1.23893,1e-05,0.00257,0.00256,5e-05,1.03711,2e-05,0.00775,0.00773,0.49833,0.18286,0.00518,1,0.99482,0.49387,0.25788,0.0037,0.66596,0.98631,4e-05,0,0.00256,0.00256,0.82088,1800,1800,964.76,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"maxino16.c10"
"b21-s_PathRelaxation_Set_FS_7.wcnf",49690,150549,0.00368,0.33006,5e-05,1.26141,1e-05,0.00256,0.00256,5e-05,1.11542,2e-05,0.00775,0.00773,0.49832,0.1829,0.00518,1,0.99482,0.49325,0.2603,0.00369,0.66681,0.98634,4e-05,0,0.00255,0.00255,0.82133,1800,1800,1687.21,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.17,"mscg2015b"
"b21-s_PathRelaxation_Set_FS_8.wcnf",49691,150938,0.00367,0.32921,5e-05,1.28311,1e-05,0.00258,0.00258,5e-05,1.18948,2e-05,0.00783,0.00781,0.49831,0.18295,0.00513,1,0.99487,0.49262,0.26276,0.00368,0.66766,0.98637,4e-05,0,0.00257,0.00257,0.82179,1800,1800,818.32,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"mscg2015b"
"b21-s_PathRelaxation_Set_FS_9.wcnf",49692,151323,0.00366,0.32838,5e-05,1.3044,1e-05,0.00258,0.00257,5e-05,1.25735,2e-05,0.00783,0.00781,0.4983,0.18299,0.00513,1,0.99487,0.49201,0.26531,0.00367,0.6685,0.9864,4e-05,0,0.00256,0.00256,0.82223,1800,1800,1506.2,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.16,"mscg2015b"
"b21_C-mbd14-0203.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58379,0.16824,0.25,0.85714,0.60714,0.60153,0.73895,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"mscg2015a"
"b21_C-mbd14-0204.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58397,0.1687,0.25,0.85714,0.60714,0.60211,0.73766,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"Optiriss6"
"b21_C-mbd14-0205.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58361,0.1692,0.25,0.85714,0.60714,0.60129,0.7392,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"mscg2015a"
"b21_C-mbd14-0217.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58373,0.16925,0.25,0.85714,0.60714,0.60153,0.73895,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,467.43,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.07,"mscg2015a"
"b21_C-mbd14-0218.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58374,0.16902,0.25,0.85714,0.60714,0.60164,0.73854,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"maxino16.c10"
"b21_C-mbd14-0221.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58397,0.16834,0.25,0.85714,0.60714,0.60189,0.73821,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1523.47,1614.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.07,"mscg2015a"
"b21_C-mbd14-0224.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58341,0.1697,0.25,0.85714,0.60714,0.60095,0.7397,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"WPM3.2015.co"
"b21_C-mbd14-0227.wcnf",24168,63673,0.05684,0.37956,1e-04,1.38541,5e-05,0.00309,0.00305,1e-04,0.31602,4e-05,0.00029,0.00025,0.58375,0.16922,0.25,0.85714,0.60714,0.60167,0.73849,0.07308,0.60974,0.94166,5e-05,0,0.00154,0.00154,0.45583,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"WPM3.2015.co"
"b22_C-mbd14-0204.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58538,0.16815,0.25,0.85714,0.60714,0.60167,0.73972,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"mscg2015a"
"b22_C-mbd14-0205.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58536,0.168,0.25,0.85714,0.60714,0.60156,0.74033,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"WPM3.2015.co"
"b22_C-mbd14-0207.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58544,0.1679,0.25,0.85714,0.60714,0.60156,0.74033,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"WPM3.2015.co"
"b22_C-mbd14-0208.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58526,0.16864,0.25,0.85714,0.60714,0.60144,0.74031,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"WPM3.2015.co"
"b22_C-mbd14-0210.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58514,0.16813,0.25,0.85714,0.60714,0.60122,0.74061,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"mscg2015a"
"b22_C-mbd14-0211.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58553,0.16768,0.25,0.85714,0.60714,0.60183,0.7395,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"WPM3.2015.co"
"b22_C-mbd14-0213.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58574,0.16784,0.25,0.85714,0.60714,0.60229,0.7389,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"WPM3.2015.co"
"b22_C-mbd14-0215.wcnf",35538,93056,0.06028,0.3819,7e-05,1.35639,3e-05,0.0028,0.00277,7e-05,0.31901,3e-05,2e-04,0.00017,0.58546,0.16818,0.25,0.85714,0.60714,0.60187,0.73943,0.07665,0.60307,0.94199,3e-05,0,0.0014,0.0014,0.45595,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,"WPM3.2015.co"
"c1355_F1001gat-1048gat@1.wcnf",783,2564,0.03198,0.30538,0.00291,0.35427,0.00078,0.00858,0.0078,0.00291,0.36161,0.00128,0.04087,0.03959,0.42512,0.18289,0.2,0.7,0.5,0.40445,0.54177,0.04641,0.70632,0.98869,0.00231,0.00039,0.00702,0.00663,0.85101,1800,1800,0.09,1800,1800,26.61,27.95,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"Optiriss6"
"c1355_F1001gat@1.wcnf",909,3252,0.02522,0.27952,0.00264,0.46737,0.00062,0.008,0.00738,0.00264,0.33782,0.0011,0.0352,0.0341,0.42723,0.17811,0.25,0.73333,0.48333,0.41298,0.53232,0.03782,0.60117,0.9714,0.00193,0.00031,0.00584,0.00554,0.79274,1800,1800,0.11,1800,1800,502.1,458.08,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"Open.WBO15"
"c1355_F1036gat-1229gat@1.wcnf",774,2496,0.03285,0.3101,0.00291,0.30719,8e-04,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42497,0.18415,0.22222,0.71429,0.49206,0.40338,0.54445,0.04848,0.72516,0.99319,0.00234,4e-04,0.00721,0.00681,0.86058,1800,1800,0.08,1800,1800,31.31,32.52,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"QMaxSAT14"
"c1355_F106gat-409gat@1.wcnf",2192,10654,0.0077,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.01455,0.3364,0.92698,0.00077,9e-05,0.00507,0.00497,0.66416,1800,1800,0.24,1800,1800,30.78,25.69,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"Optiriss6"
"c1355_F106gat@0.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.27,1800,1800,289.73,330.09,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"QMaxSAT14"
"c1355_F113gat-1260gat@1.wcnf",774,2496,0.03285,0.3101,0.00291,0.30815,8e-04,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18387,0.22222,0.71429,0.49206,0.40338,0.54445,0.04848,0.72516,0.99319,0.00234,4e-04,0.00721,0.00681,0.86058,1800,1800,0.08,1800,1800,17.98,17.55,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"QMaxSAT14"
"c1355_F1150gat@0.wcnf",783,2540,0.03228,0.30827,0.00289,0.32661,0.00079,0.00748,0.00669,0.00289,0.36091,0.00128,0.04087,0.03959,0.42477,0.18834,0.16667,0.70588,0.53922,0.40413,0.54381,0.04724,0.71339,0.99331,0.00231,0.00039,0.00709,0.00669,0.85394,1800,1800,0.07,1800,1800,36.6,38.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"QMaxSAT14"
"c1355_F1183gat-1262gat@1.wcnf",774,2496,0.03285,0.3101,0.00291,0.30815,8e-04,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18339,0.22222,0.71429,0.49206,0.40338,0.54445,0.04848,0.72516,0.99319,0.00234,4e-04,0.00721,0.00681,0.86058,1800,1800,0.09,1800,1800,51.35,45.92,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"Open.WBO15"
"c1355_F120gat-414gat@1.wcnf",2192,10654,0.0077,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.01455,0.3364,0.92698,0.00077,9e-05,0.00507,0.00497,0.66416,1800,1800,0.27,1800,1800,59.73,49.83,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"WPM3.2015.co"
"c1355_F1229gat@1.wcnf",774,2496,0.03285,0.3101,0.00291,0.30791,8e-04,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42493,0.18342,0.22222,0.71429,0.49206,0.40338,0.54445,0.04848,0.72516,0.99319,0.00234,4e-04,0.00721,0.00681,0.86058,1800,1800,0.11,1800,1800,194.32,199.94,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"Optiriss6"
"c1355_F127gat-418gat@1.wcnf",2192,10654,0.0077,0.20574,0.00125,0.48708,0.00038,0.00563,0.00526,0.00125,0.27066,0.00046,0.0146,0.01414,0.43439,0.16507,0.25,0.80769,0.55769,0.43244,0.50112,0.01455,0.3364,0.92698,0.00077,9e-05,0.00507,0.00497,0.66416,1800,1800,0.26,1800,1800,38.47,30.33,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"mscg2015a"
"c1355_F141gat@0.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.29,1800,1800,268.75,343.45,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"QMaxSAT14"
"c1355_F155gat@1.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.27,1800,1800,242.32,279.96,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"mscg2015a"
"c1355_F176gat-1278gat@1.wcnf",774,2496,0.03285,0.3101,0.00291,0.30815,8e-04,0.00721,0.00641,0.00291,0.36376,0.00129,0.04134,0.04005,0.42496,0.18387,0.22222,0.71429,0.49206,0.40338,0.54445,0.04848,0.72516,0.99319,0.00234,4e-04,0.00721,0.00681,0.86058,1800,1800,0.07,1800,1800,21.07,23.45,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,"QMaxSAT14"
"c1355_F183gat@0.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.29,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"mscg2015a"
"c1355_F197gat-308gat@1.wcnf",2267,11190,0.00733,0.20259,0.00122,0.4749,0.00036,0.00536,0.005,0.00122,0.26575,0.00044,0.01412,0.01367,0.43535,0.16663,0.125,0.80769,0.68269,0.43362,0.49952,0.01349,0.32216,0.92332,0.00074,9e-05,0.00483,0.00474,0.65541,1800,1800,0.25,1800,1800,21.03,20.67,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"WPM3.2015.co"
"c1355_F1gat@0.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.4357,0.16514,0.25,0.80769,0.55769,0.43388,0.4988,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.3,1800,1800,360.86,339.99,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"QMaxSAT14"
"c1355_F43gat@1.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.26,1800,1800,251.67,240.21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"QMaxSAT14"
"c1355_F50gat@1.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.25,1800,1800,334.86,319.2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"QMaxSAT14"
"c1355_F543gat@1.wcnf",2258,11104,0.00738,0.20335,0.00122,0.47835,0.00036,0.0054,0.00504,0.00122,0.26651,0.00044,0.01417,0.01373,0.4352,0.16801,0.11111,0.80769,0.69658,0.4335,0.50001,0.01369,0.32448,0.92417,0.00074,9e-05,0.00486,0.00477,0.65643,1800,1800,0.26,1800,1800,8.43,8.81,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"WPM3.2015.co"
"c1355_F57gat@1.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.28,1800,1800,307.3,276.61,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0.01,"mscg2015a"
"c1355_F71gat@1.wcnf",2354,11895,0.00689,0.1979,0.00118,0.47726,0.00034,0.00504,0.00471,0.00118,0.26413,0.00042,0.01359,0.01317,0.43571,0.16509,0.25,0.80769,0.55769,0.43388,0.49879,0.0132,0.30702,0.92072,0.00071,8e-05,0.00454,0.00446,0.65019,1800,1800,0.28,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.01,"QMaxSAT14"
"c3540_F20@1.wcnf",7598,41412,0.00241,0.18347,0.00037,0.41535,5e-05,0.00184,0.00179,0.00037,0.25533,0.00013,0.0029,0.00276,0.43852,0.16381,0.21429,0.84,0.62571,0.43421,0.48735,0.00577,0.26777,0.91225,0.00023,2e-05,0.00174,0.00171,0.65071,1800,1800,0.96,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05,"Optiriss6"
"c3540_F41@1.wcnf",6034,29519,0.00339,0.20441,0.00046,0.44834,7e-05,0.00251,0.00244,0.00046,0.26054,0.00017,0.00365,0.00348,0.43695,0.17288,0.16667,0.83871,0.67204,0.43294,0.49302,0.00874,0.34696,0.92036,0.00029,3e-05,0.00237,0.00234,0.68007,1800,1800,0.56,462.82,459.66,1800,1800,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.03,"QMaxSAT16UC"
"c3540_F45@0.wcnf",5998,29176,0.00343,0.20558,0.00046,0.44914,7e-05,0.0026,0.00254,0.00046,0.26143,0.00017,0.00367,0.0035,0.4374,0.17539,0.16667,0.83871,0.67204,0.43299,0.49346,0.00891,0.35029,0.92055,0.00029,3e-05,0.00247,0.00243,0.68056,1800,1800,0.95,312.24,313.9,1800,1800,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.03,"QMaxSAT16UC"
"c3540_F45@1.wcnf",5998,29176,0.00343,0.20558,0.00046,0.44914,7e-05,0.0026,0.00254,0.00046,0.26143,0.00017,0.00367,0.0035,0.4374,0.17539,0.16667,0.83871,0.67204,0.43299,0.49346,0.00891,0.35029,0.92055,0.00029,3e-05,0.00247,0.00243,0.68056,1800,1800,0.87,801.12,839.1,1800,1800,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.03,"QMaxSAT16UC"
"c6288_F137gat@1.wcnf",8673,45271,0.00141,0.19158,0.00032,0.40207,4e-05,0.00155,0.0015,0.00032,0.22258,0.00012,0.00369,0.00357,0.44595,0.14824,0.13043,0.89744,0.767,0.43744,0.46139,0.00488,0.30099,0.90438,0.00018,2e-05,0.00148,0.00146,0.63297,1800,1800,2.44,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.05,"mscg2015b"
"c6288_F205gat@1.wcnf",9329,50525,0.00127,0.18464,3e-04,0.36891,4e-05,0.00139,0.00135,3e-04,0.21704,0.00011,0.00343,0.00332,0.44741,0.14526,0.09677,0.89744,0.80066,0.43818,0.46028,0.00481,0.27297,0.89738,0.00017,2e-05,0.00133,0.00131,0.61817,1800,1800,1.74,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.06,"QMaxSAT16UC"
"c6288_F35gat@1.wcnf",6789,30460,0.0021,0.22288,0.00039,0.50134,7e-05,0.0023,0.00223,0.00039,0.24045,0.00015,0.00471,0.00457,0.44032,0.1559,0.27273,0.89744,0.62471,0.43402,0.46601,0.00519,0.42833,0.93549,0.00025,3e-05,0.0022,0.00217,0.70053,1800,1800,0.5,104.95,99.22,1800,1800,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.03,"Optiriss6"
"c6288_F69gat@1.wcnf",7537,36321,0.00176,0.20751,0.00036,0.46229,6e-05,0.00193,0.00187,0.00036,0.23336,0.00013,0.00425,0.00411,0.4429,0.1529,0.2,0.89744,0.69744,0.4357,0.46383,0.00504,0.36574,0.92024,0.00022,3e-05,0.00184,0.00182,0.6673,1800,1800,1.03,674,667.12,1800,1800,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.04,"WPM3.2015.co"
"cnf.10.p.10.wcnf",65722,297056,0.01198,0.22124,3e-05,0.64646,1e-05,0.00011,9e-05,3e-05,0.36659,2e-05,0.00011,9e-05,0.3553,0.28325,0.22222,0.88889,0.66667,0.30911,0.96901,0.03392,0.78193,0.95206,2e-05,1e-05,9e-05,8e-05,0.78193,1800,1800,73.36,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.34,"WPM3.2015.co"
"cnf.10.p.9.wcnf",64246,290388,0.01198,0.22124,4e-05,0.64623,1e-05,0.00011,1e-04,4e-05,0.36643,2e-05,0.00011,9e-05,0.35528,0.28327,0.18182,0.88889,0.70707,0.30909,0.96911,0.03394,0.78192,0.95206,2e-05,1e-05,9e-05,8e-05,0.78192,1800,1800,365.06,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.31,"mscg2015a"
"cnf.11.p.10.wcnf",77530,350480,0.01198,0.22121,3e-05,0.64604,1e-05,9e-05,8e-05,3e-05,0.3667,1e-05,9e-05,8e-05,0.35535,0.28307,0.22222,0.88889,0.66667,0.30911,0.96888,0.03386,0.78194,0.95207,2e-05,1e-05,7e-05,7e-05,0.78194,1800,1800,494.24,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.37,"mscg2015a"
"cnf.11.p.9.wcnf",67936,307073,0.01198,0.22124,3e-05,0.64631,1e-05,1e-04,9e-05,3e-05,0.36663,1e-05,1e-04,9e-05,0.35531,0.2832,0.22222,0.88889,0.66667,0.30909,0.96908,0.03396,0.78188,0.95206,2e-05,1e-05,8e-05,8e-05,0.78188,1800,1800,359.58,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.33,"Open.WBO16"
"cnf.12.p.10.wcnf",82696,373853,0.01198,0.2212,3e-05,0.64616,1e-05,9e-05,7e-05,3e-05,0.36624,1e-05,8e-05,7e-05,0.35537,0.28305,0.22222,0.88889,0.66667,0.3091,0.96863,0.03384,0.78194,0.95207,2e-05,1e-05,7e-05,6e-05,0.78194,1800,1800,554.98,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.4,"mscg2015a"
"cnf.12.p.8.wcnf",79744,360497,0.01198,0.22121,3e-05,0.64611,1e-05,9e-05,8e-05,3e-05,0.36786,1e-05,9e-05,8e-05,0.35536,0.28311,0.22222,0.88889,0.66667,0.30911,0.96884,0.03384,0.78194,0.95207,2e-05,1e-05,7e-05,7e-05,0.78194,1800,1800,336.25,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.39,"mscg2015a"
