"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","eagleup","ebglucose","lrglshr","minisatpsm","rcl","restartsat","sapperlot","spear.hw","spear.sw","eagleup_success","ebglucose_success","lrglshr_success","minisatpsm_success","rcl_success","restartsat_success","sapperlot_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf",3857,108164,3853,108164,0.001,0,0.0356,0.7784,0.4033,0,0.9764,7e-04,0.6771,5e-04,0.0127,0.8881,0.6731,0.9135,7e-04,0.5915,1e-04,0.0021,2.8181,0.8352,0.2046,0.1429,0.9429,2.0011,5e-04,0.3694,0,0.0011,2.6867,0.8706,8e-04,0.2745,1e-04,0.001,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,99.56,57.38,48.94,236.16,66.32,41.82,474.32,25.69,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.47,0.01,0.05,20.01,"glucose2"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf",8713,129507,8709,129507,5e-04,0,0.0672,0.5404,0.5644,0,1.2343,4e-04,0.9805,2e-04,0.0093,1.1278,0.314,0.8334,4e-04,2.0022,0,0.0031,2.8736,0.6789,0.2333,0.1714,0.8919,2.6617,2e-04,1.9336,0,0.0018,2.8332,0.7043,0.0012,0.2608,1e-04,0.0014,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.56,0.02,0.21,20.01,"mphaseSAT"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf",12584,202912,12534,202823,0.004,4e-04,0.0618,0.5635,0.5356,0,1.2043,2e-04,1.0661,2e-04,0.008,1.1396,0.318,0.8269,2e-04,2.1932,0,0.0025,2.9882,0.7125,0.208,0,0.8667,2.8061,2e-04,2.1078,0,0.0014,2.9108,0.7125,0.001,0.2362,0,0.0011,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.05,0.04,0.43,20.17,"mphaseSAT64"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_14_7_3_fbc.cnf",24356,347216,24352,347216,2e-04,0,0.0701,0.5681,0.5468,0,1.1833,1e-04,1.4019,1e-04,0.0059,1.0987,0.3425,0.8544,1e-04,2.7444,0,0.0019,2.7239,0.724,0.1965,0,0.8571,2.592,1e-04,2.3832,0,0.001,2.7369,0.6378,8e-04,0.2462,0,9e-04,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.67,0.06,1.55,20.11,"precosat"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_3_6_fbc.cnf",1473,19063,1465,19063,0.0055,0,0.0769,0.6458,0.5397,0,1.2046,0.0019,0.5927,0.0014,0.0171,1.0624,0.5178,0.8861,0.0019,0.9373,3e-04,0.0068,2.915,0.5275,0.3097,0,0.8788,2.6285,0.0013,0.8823,1e-04,0.0041,2.626,0.8168,0.0031,0.321,3e-04,0.0046,0.0041,0.7461,2e-04,0.0407,4.1442,0.0783,1.1677,0.0033,0.5,2.371,1200,154.18,1200,504.7,323.52,823.58,398.16,1200,1200,"FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE",0.04,0,0.01,5.55,"clasp1"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf",1617,25913,1613,25913,0.0025,0,0.0622,0.6873,0.4956,0,1.1545,0.0017,0.5523,0.0012,0.0155,1.0348,0.5576,0.8875,0.0017,0.8151,2e-04,0.0052,2.5855,0.4753,0.3484,0.069,0.9,2.5243,0.0013,0.7821,1e-04,0.0034,2.2445,0.8701,0.0025,0.3645,2e-04,0.0037,0.0031,0.8115,2e-04,0.0367,4.134,0.0652,0.9193,0.0026,0.3571,2.218,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.05,0,0.01,8.5,"picosat"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf",1677,28863,1673,28863,0.0024,0,0.058,0.718,0.469,0,1.0946,0.0016,0.5464,0.0012,0.0149,0.9806,0.601,0.9007,0.0016,0.7554,2e-04,0.0043,2.7667,0.4894,0.3385,0,0.9091,2.3172,0.0012,0.7258,1e-04,0.003,2.4192,0.8851,0.0023,0.3691,2e-04,0.0033,0.0025,0.9027,1e-04,0.0364,4.0888,0.0716,0.8718,0.0023,0.5,2.6015,1200,71.98,163.8,23.28,3.15,15.72,39.16,183.55,312.03,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.06,0,0.02,8.79,"glueminisat"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf",2420,33572,2416,33572,0.0017,0,0.072,0.6035,0.5509,0,1.2717,0.0012,0.6689,8e-04,0.0149,1.1418,0.4286,0.8446,0.0012,1.2277,1e-04,0.0058,2.7982,0.5618,0.3176,0.0327,0.8621,2.7836,8e-04,1.1771,1e-04,0.0033,2.5553,0.7631,0.0023,0.3176,2e-04,0.0032,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.02,20.01,"mphaseSAT64"
"SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_9_3_5_fbc.cnf",3857,59728,3853,59728,0.001,0,0.0645,0.5988,0.5448,0,1.2568,8e-04,0.7533,5e-04,0.0127,1.1396,0.4081,0.8435,8e-04,1.3995,1e-04,0.0041,2.8109,0.6186,0.3043,0.0099,0.871,2.7185,5e-04,1.3469,0,0.0024,2.4192,0.7658,0.0017,0.2884,1e-04,0.0022,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.18,0.01,0.05,20.01,"mphaseSAT64"
"SAT_Competition2009/CRAFTED/modcircuits/mod3_4vars_6gates.cnf",289,33900,168,12047,0.7202,1.814,0.0139,0.4644,0.5652,0,2.0807,0.0316,0.3037,0.0119,0.0952,1.4948,0.0314,0.0315,0.0316,0.5467,1e-04,0.0881,3.6421,0.2431,0.3792,0,1,1.9858,0.0139,0.5924,0,0.0791,3.6135,0.5168,0.0066,0.3693,0.001,0.012,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,821.61,1200,247.56,1200,339,838.83,1136.99,1200,"FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE",0.29,0,0,20.43,"mxc09"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_10gates_u2_autoenc.cnf",475,117796,378,76120,0.2566,0.5475,0.005,0.3991,0.6142,0,2.086,0.0164,0.3932,0.0053,0.0556,1.3003,0.0203,0.0205,0.0164,0.5896,7e-04,0.0482,4.8279,0.229,0.3388,0,0.9426,2.5679,0.0046,0.8123,3e-04,0.0461,4.0079,0.3415,0.002,0.3551,2e-04,0.003,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.92,0.01,0.02,20.22,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf",526,146535,426,96618,0.2347,0.5166,0.0044,0.3979,0.623,0,2.0344,0.0146,0.4113,0.0047,0.054,1.2623,0.0203,0.0205,0.0146,0.5896,5e-04,0.0444,4.9323,0.2395,0.3456,0,0.9465,2.6207,0.0041,0.842,2e-04,0.0426,4.1841,0.3379,0.0017,0.3649,2e-04,0.0027,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.83,0.02,0.04,20.41,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf",426,92955,331,57618,0.287,0.6133,0.0057,0.4001,0.6051,0,2.1042,0.0186,0.3762,0.006,0.0574,1.3499,0.0201,0.0205,0.0186,0.5912,9e-04,0.0514,4.554,0.2153,0.3284,0,0.935,2.5705,0.0053,0.7664,4e-04,0.0471,3.9033,0.3438,0.0023,0.3464,3e-04,0.0034,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.44,0.01,0.01,20.31,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_3vars_9gates_restr.cnf",784,209392,418,14245,0.8756,13.6993,0.0293,0.4134,0.7818,0,1.8538,0.0113,0.4161,0.0048,0.0622,1.4723,0.0718,0.1657,0.0113,0.7315,0.0036,0.0431,3.5219,0.0848,0.213,0,1,1.8533,0.0038,1.0373,1e-04,0.0405,3.3638,0.4223,0.0047,0.761,0.0012,0.0212,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,0.8,31.07,40.69,4.94,23.16,1.35,12.08,170.08,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.17,0,0,20.01,"newJointClass"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf",1448,720410,989,373673,0.4641,0.9279,0.0026,0.4035,0.5833,0,1.9955,0.0058,0.3765,0.002,0.0303,1.2705,0.0107,0.0107,0.0058,1.1255,0,0.053,4.2458,0.1641,0.3353,0,1,1.2481,0.0021,1.4656,0,0.0512,4.2027,0.4233,7e-04,0.7713,1e-04,0.0025,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",29.55,0.08,0.13,20.15,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2_restricted.cnf",1570,746634,880,41312,0.7841,17.0731,0.0213,0.3733,0.8042,0,1.7338,0.0056,0.4679,0.0023,0.0409,1.3159,0.0556,0.1135,0.0056,1.0766,0.0013,0.0373,3.7606,0.0534,0.1687,0,1,1.4645,0.0017,1.5317,0,0.0357,3.5553,0.3877,0.0022,1.1031,5e-04,0.0175,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.52,0.01,0.01,20.04,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2.cnf",1553,867173,1088,459052,0.4274,0.8891,0.0024,0.4024,0.5949,0,2.002,0.0054,0.4129,0.0018,0.0294,1.249,0.0101,0.0101,0.0054,1.1117,0,0.0505,4.4899,0.1566,0.3193,0,1,1.3709,0.0019,1.4934,0,0.0489,4.1515,0.4083,7e-04,0.7609,1e-04,0.0022,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",41.03,0.08,0.17,28.79,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2_restricted.cnf",1698,903653,967,49212,0.7559,17.3625,0.0196,0.3791,0.7998,0,1.7242,0.0051,0.4867,0.0021,0.0403,1.3061,0.0547,0.1197,0.0051,1.0445,0.0011,0.0339,3.7179,0.0552,0.1698,0,1,1.4178,0.0016,1.5217,0,0.0325,3.5634,0.389,0.002,1.0939,5e-04,0.016,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.69,0.01,0.01,20.02,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_10gates_u2_autoenc.cnf",479,123509,382,81855,0.2539,0.5089,0.0047,0.3982,0.6146,0,2.0877,0.0165,0.4026,0.0052,0.055,1.2847,0.019,0.0192,0.0165,0.6764,6e-04,0.0545,4.7033,0.2265,0.3381,0,0.9426,2.5769,0.0045,0.7966,3e-04,0.0429,4.0195,0.3324,0.0019,0.3525,2e-04,0.0028,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,524.57,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2.08,0.02,0.02,20.34,"mxc09"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_11gates_u2_autoenc.cnf",530,153478,430,103568,0.2326,0.4819,0.0042,0.3972,0.6234,0,2.0236,0.0147,0.4218,0.0047,0.0535,1.2459,0.019,0.0192,0.0147,0.6728,5e-04,0.0477,4.8836,0.237,0.345,0,0.9465,2.586,0.004,0.8267,2e-04,0.0398,4.1834,0.3296,0.0016,0.3629,2e-04,0.0025,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,311.78,536.2,1200,465.84,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE",3.09,0.02,0.03,20.85,"clasp1"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf",387,62656,282,34419,0.3723,0.8204,0.0082,0.4323,0.597,0,2.1453,0.0209,0.3801,0.0071,0.0709,1.5069,0.0337,0.0339,0.0209,0.6349,0,0.0733,3.9971,0.2297,0.3353,0,1,2.2503,0.0069,0.8238,0,0.0672,3.656,0.4111,0.0033,0.4712,5e-04,0.0068,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,697.11,866.79,1200,1200,1200,1200,1200,1200,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.77,0.01,0.01,20.19,"glueminisat"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_8gates_u2_autoenc.cnf",383,75352,292,46730,0.3116,0.6125,0.0062,0.4001,0.594,0,2.0314,0.0213,0.3616,0.0068,0.0582,1.3929,0.0194,0.0198,0.0213,0.7002,0.0011,0.0753,4.4535,0.2034,0.3193,0,0.9388,2.5302,0.0059,0.7286,5e-04,0.0498,3.7744,0.3407,0.0026,0.3333,4e-04,0.0037,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.95,0.01,0.01,20.59,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2.cnf",434,81513,324,45915,0.3395,0.7753,0.0071,0.4223,0.6233,0,2.1011,0.0177,0.3454,0.0062,0.0679,1.4162,0.0321,0.0323,0.0177,0.5971,0,0.0657,4.2303,0.2727,0.3719,0,1,2.2788,0.006,0.854,0,0.0622,3.8413,0.4051,0.0028,0.4687,4e-04,0.0059,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.2,0.01,0.01,22.11,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2_autoenc.cnf",430,97558,335,62226,0.2836,0.5678,0.0054,0.399,0.6054,0,2.1105,0.0187,0.3841,0.006,0.0567,1.3343,0.0189,0.0191,0.0187,0.6846,8e-04,0.0641,4.5062,0.2125,0.3275,0,0.935,2.4997,0.0051,0.7521,4e-04,0.0436,3.8937,0.3337,0.0022,0.3431,3e-04,0.0032,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.5,0.01,0.02,20.4,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf",574,118394,362,53231,0.5856,1.2242,0.0068,0.4192,0.5631,0,2.0155,0.0152,0.3084,0.0055,0.0552,1.3963,0.0236,0.0236,0.0152,0.8653,0,0.0807,3.5717,0.1999,0.3534,0,1,1.5106,0.006,1.0511,0,0.0767,3.4291,0.4588,0.0023,0.6024,3e-04,0.006,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",1.66,0.01,0.01,20.17,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/mod5block_1var_7gates.cnf",353,46967,246,23468,0.435,1.0013,0.0105,0.4253,0.6033,0,2.1041,0.0226,0.318,0.0081,0.0732,1.4617,0.0393,0.0397,0.0226,0.6709,0,0.0821,4.1805,0.2785,0.3802,0,1,2.1617,0.0083,0.8397,0,0.0767,3.7764,0.4343,0.0039,0.4977,6e-04,0.0084,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,2.34,3.82,0.74,0.97,0.85,0.97,0.32,25.64,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.5,0,0.01,20.17,"clasp2"
"SAT_Competition2009/CRAFTED/modcircuits/mod5block_2vars_12gates.cnf",926,372485,699,220957,0.3247,0.6858,0.0032,0.4155,0.6138,0,2.0885,0.0087,0.4631,0.0029,0.0429,1.339,0.0177,0.0177,0.0087,0.8021,0,0.0489,4.6774,0.2046,0.3248,0,1,2.1017,0.0028,1.1374,0,0.046,4.1654,0.3903,0.0011,0.5671,1e-04,0.0028,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",11.83,0.06,0.1,21.5,"mphaseSAT"
"SAT_Competition2009/CRAFTED/modcircuits/owp_4vars_5gates.cnf",267,23747,165,9529,0.6182,1.4921,0.0173,0.4328,0.5817,0,2.111,0.0321,0.2986,0.0121,0.0848,1.5123,0.0554,0.0558,0.0321,0.7125,1e-04,0.0973,3.499,0.2609,0.3733,0,1,2.1753,0.013,0.7863,0,0.0874,3.3858,0.4795,0.0064,0.493,0.0012,0.0136,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,0.22,0.07,0.26,0.22,0.07,0.14,0.1,0.1,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.15,0.01,0,20.16,"picosat"
"SAT_Competition2009/CRAFTED/parity-games/instance_n2_i2_pp.cnf",761,18375,720,16077,0.03765,0.0128,0.0637,0.4958,0.5879,0,0.9201,0.0058,0.4472,0.0031,0.0256,0.4279,0.093,0.84555,0.0058,0.20345,0.0024,0.0122,2.579,0.20575,0.0656,0,0.4286,1.6853,0.0021,0.3565,5e-04,0.0059,2.54245,0.51055,0.0055,0.1878,0.0027,0.0092,0.0159,0.5427,0.0093,0.0425,1.0278,0.1945,0.2754,0.065,0.4,0.8775,1200,0.04,0,0.04,0.04,0,0,0,0,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0,"clasp1"
"SAT_Competition2009/CRAFTED/parity-games/instance_n2_i3_pp.cnf",39,80,3,12,12,5.6667,0.25,0.5,1,0,0.6931,0.6667,0,0.6667,0.6667,0,1,1,0.6667,0,0.6667,0.6667,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.75,0.1667,0,0.1667,0.1667,0.5833,0,0.5833,0.5833,0,0.6429,0,0.6429,0.6429,0,1200,0.04,0,0.04,0.04,0,0,0,0,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0,"clasp1"
"SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp.cnf",525,2276,358,1869,0.4665,0.2178,0.1915,0.4385,0.7898,0,1.6241,0.009,0.3087,0.0056,0.0196,1.3525,0.2547,0.6346,0.009,0.6485,0.0032,0.0503,2.9104,0.2139,0.2175,0,0.8421,2.9557,0.0052,0.7684,0.0011,0.0294,2.5615,0.6549,0.007,0.5957,0.0032,0.0433,0.0159,0.6603,0.0021,0.0444,3.7949,0.2611,0.4203,0.0341,0.5111,3.522,1200,0.06,0,0.05,0.07,0,0.01,0,0,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.08,"clasp1"
"SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp_ci_ce.cnf",525,2336,358,1929,0.4665,0.211,0.1856,0.4249,0.8221,0,1.6213,0.0089,0.3147,0.0056,0.0196,1.3515,0.2779,0.6459,0.0089,0.6741,0.0031,0.0487,2.9222,0.2074,0.2,0,0.7273,2.9906,0.0052,0.8458,0.001,0.0285,2.5748,0.6656,0.0069,0.602,0.0031,0.042,0.0161,0.6183,0.0021,0.043,3.9184,0.2453,0.4254,0.0341,0.5111,3.5268,1200,0.05,0,0.05,0.06,0,0.01,0,0,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.08,"clasp1"
"SAT_Competition2009/CRAFTED/parity-games/instance_n3_i4_pp_ci_ce.cnf",696,3122,477,2586,0.4591,0.2073,0.1845,0.4246,0.8237,0,1.6144,0.0067,0.3114,0.0042,0.0147,1.3431,0.2796,0.6477,0.0067,0.7414,0.0023,0.048,2.9151,0.206,0.1991,0,0.7273,2.9563,0.004,0.8884,8e-04,0.0282,2.5876,0.669,0.0051,0.6912,0.0023,0.0418,0.013,0.6892,0.0015,0.0425,3.949,0.239,0.4642,0.0259,0.5111,3.5358,1200,0.08,0,0.06,0.08,0,0.01,0.01,0.01,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0,0,0,0.14,"clasp1"
"SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp.cnf",1572,9007,1100,7777,0.4291,0.1582,0.1414,0.4708,0.7237,0,1.5931,0.003,0.2915,0.0018,0.0109,1.2863,0.2185,0.5952,0.003,0.8902,6e-04,0.0298,3.0513,0.2488,0.2382,0,0.8904,3.0956,0.0019,1.0315,3e-04,0.0147,2.9805,0.7125,0.0023,0.8046,9e-04,0.0249,0.0065,0.8484,5e-04,0.0258,3.983,0.2079,0.5661,0.0199,0.5556,3.345,1200,0.09,0.02,0.08,0.09,0.02,0.06,0.03,0.02,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.02,0,0.01,1.05,"ebminisat"
"SAT_Competition2009/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf",1572,9175,1100,7945,0.4291,0.1548,0.1385,0.4608,0.7461,0,1.5959,0.003,0.2963,0.0018,0.0109,1.2905,0.235,0.6038,0.003,0.9094,6e-04,0.0292,3.0599,0.2452,0.2292,0,0.8228,3.134,0.0019,1.0783,3e-04,0.0143,2.9924,0.7186,0.0023,0.8088,9e-04,0.0244,0.0066,0.8121,5e-04,0.0268,4.1892,0.1912,0.5155,0.0199,0.4727,3.317,1200,0.1,0.01,0.1,0.12,0.02,0.07,0.03,0.05,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.02,0,0.01,1.12,"clasp1"
"SAT_Competition2009/CRAFTED/parity-games/instance_n4_i5_pp.cnf",1960,11270,1372,9728,0.4286,0.1585,0.141,0.4705,0.7247,0,1.5938,0.0024,0.2929,0.0015,0.0087,1.2867,0.2185,0.5952,0.0024,0.9563,5e-04,0.0296,3.0223,0.2503,0.2385,0,0.8904,3.093,0.0015,1.0831,2e-04,0.0146,2.999,0.7124,0.0019,0.8828,7e-04,0.0249,0.0057,0.9123,4e-04,0.023,4.0273,0.2044,0.5942,0.016,0.5556,3.32,1200,0.33,0.17,0.25,0.29,0.15,0.27,0.47,0.55,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.03,0,0.01,1.67,"glueminisat"
"SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf",3655,26264,2509,23231,0.4568,0.1306,0.108,0.5001,0.6768,0,1.6268,0.0013,0.3012,8e-04,0.008,1.2933,0.1968,0.5908,0.0013,1.1086,2e-04,0.0199,3.4509,0.2892,0.2593,0,0.9213,3.4064,9e-04,1.2945,1e-04,0.0098,3.1503,0.7506,0.0011,0.965,3e-04,0.0163,0.0034,0.998,1e-04,0.0202,4.125,0.1736,0.717,0.0119,0.5636,3.1801,1200,0.16,0.15,0.15,0.19,0.39,0.22,0.29,0.13,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.07,0.01,0.01,9.12,"ebminisat"
