"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","clasp1","clasp2","cryptominisat2011","ebglucose","ebminisat","glucose2","glueminisat","lingeling","lrglshr","marchrw","minisatpsm","mphaseSAT","mphaseSATm","mxc09","picosat","precosat","qutersat","rcl","restartsat","sapperlot","sol","spear.hw","spear.sw","clasp1_success","clasp2_success","cryptominisat2011_success","ebglucose_success","ebminisat_success","glucose2_success","glueminisat_success","lingeling_success","lrglshr_success","marchrw_success","minisatpsm_success","mphaseSAT_success","mphaseSATm_success","mxc09_success","picosat_success","precosat_success","qutersat_success","rcl_success","restartsat_success","sapperlot_success","sol_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3158,0.6865,0.1429,1.0161,0.14,0,0.14,0.14,0,0,0,0.14,0.0397,0.1265,0.1524,3.6138,0.0333,0.0224,0.0015,0.0971,2.0206,0.009,0.1289,0.0067,0.0117,2.8047,0.0645,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,141.83,1.24,873.11,48.52,16.22,20.41,1200,54.16,331.84,0.55,749.46,1.61,1.48,84.73,28.16,310.8,105.96,1200,284.81,33.33,1200,268.66,1200,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",0.01,0,0.01,20.19,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3124,0.6803,0.1429,1.0024,0.14,0,0.14,0.14,0,0,0,0.14,0.0356,0.1283,0.1508,3.5097,0.034,0.0243,0.0017,0.0889,2.0701,0.0086,0.1591,0.0056,0.0121,2.9106,0.0611,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,72.02,233.99,752.56,74.43,84.86,28.03,1200,857.32,542.18,3.48,1200,0.78,0.77,58.65,88.4,923.56,214.71,1200,69.68,764.28,1200,145.95,1200,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",0,0,0,20.12,"sparrow"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1788358104-029.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3111,0.6665,0.1429,0.9902,0.14,0,0.14,0.14,0,0,0,0.14,0.0326,0.1303,0.1508,3.652,0.0368,0.0239,0.0016,0.1029,2.0427,0.0082,0.1232,0.0058,0.0103,2.7041,0.0584,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,110,10.62,10.37,487.39,548.59,1200,1200,158.37,24.86,11.34,5.51,0.98,0.97,39.01,5.76,23.92,1200,1200,136.01,168.21,1200,245.07,1200,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",0,0,0,20.1,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S422404201-035.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3173,0.6776,0.1429,1.0159,0.14,0,0.14,0.14,0,0,0,0.14,0.0397,0.1227,0.1546,3.652,0.0297,0.0217,0,0.0743,1.9328,0.0087,0.1164,0.0065,0.0108,2.6874,0.0622,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,180.17,37.75,1200,308.73,58.03,247.9,1200,216.04,208.39,1.17,119.12,0.92,0.92,0.71,23.24,27.31,1200,1200,154.28,9.04,991.28,181.81,1200,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",0,0,0,20.1,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.307,0.6832,0.1429,0.9868,0.14,0,0.14,0.14,0,0,0,0.14,0.0363,0.127,0.1566,3.4684,0.0293,0.023,0.0016,0.0875,1.9634,0.0081,0.1617,0.0052,0.0112,2.9015,0.0582,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,4.54,7.54,1200,75.54,593.82,53.01,1200,661.19,45.92,17.35,1200,0.72,0.84,97.74,25.84,1200,1200,1200,1200,21.29,1200,156.84,1200,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",0,0,0,20.04,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3108,0.6789,0.1429,0.9967,0.14,0,0.14,0.14,0,0,0,0.14,0.0459,0.1213,0.1515,3.6243,0.037,0.0256,0,0.1111,2.071,0.0081,0.1644,0.0049,0.0103,2.846,0.0575,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,87.02,8.83,1200,1063.8,37.95,683.03,291.72,0.5,60.72,13.8,1200,0.73,0.72,20.29,75.64,66.67,1200,1200,95.75,26.7,1200,212.61,1200,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",0.01,0,0,20.04,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S864690872-081.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3082,0.6886,0.1429,0.9936,0.14,0,0.14,0.14,0,0,0,0.14,0.0354,0.1294,0.1499,3.6243,0.0342,0.0255,0.0015,0.0789,1.9433,0.0088,0.1467,0.0058,0.0121,2.962,0.0629,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,129.42,178.52,436.41,1200,3.16,426.83,1200,25.82,12.08,16.16,1200,0.65,0.63,71.71,19.52,31.83,355.15,523.75,36.3,83.08,1200,197.34,1200,"TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE",0,0,0,20.2,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S879384975-017.SATISFIABLE.cnf",50,4450,50,4450,0,0,0.0112,0.3123,0.675,0.1429,0.9991,0.14,0,0.14,0.14,0,0,0,0.14,0.0386,0.1288,0.1515,3.5411,0.0329,0.0278,0,0.0969,2.0856,0.009,0.1358,0.0063,0.0112,2.8115,0.0643,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,151.28,89.36,223.32,1137.17,562.45,694.36,72.2,869.53,823.62,9.94,1003.23,0.93,0.92,92.02,56.79,281.53,1200,1200,65.58,260.21,1200,28.04,651.58,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE",0,0,0,20.1,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3108,0.6797,0.1429,0.9959,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0402,0.1056,0.13,3.7534,0.0288,0.0215,0,0.1029,1.9589,0.0079,0.1613,0.0043,0.011,3.1314,0.068,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,145.43,1200,0.92,0.93,912.34,228.71,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,20.04,"newJointClass"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1458986015-022.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3073,0.6804,0.1429,0.9866,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0425,0.1064,0.1283,3.6886,0.0337,0.0196,0.0015,0.0862,1.99,0.0067,0.1569,0.0045,0.0101,2.8385,0.0573,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,210.86,554.58,1200,1200,313.19,1200,1200,1200,1200,64.11,1200,27.11,27.18,162.18,736.02,1200,1200,1200,1200,1200,1200,1200,1200,"TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,20.09,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3123,0.6787,0.1429,1.0011,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0328,0.109,0.1275,3.6466,0.0356,0.0294,0,0.135,2.1537,0.0072,0.137,0.0054,0.0109,2.7218,0.0616,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1000.41,1200,1200,1200,1200,1200,316.27,1200,80.61,1200,1.1,1.13,1088.32,230.66,1200,1200,1200,1200,656.51,1200,1200,1200,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",0.01,0,0,20.01,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.317,0.6868,0.1429,1.0201,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0343,0.1079,0.1281,3.5655,0.0341,0.0297,0,0.1034,2.0014,0.0078,0.1494,0.0054,0.0109,3.0189,0.067,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,721.26,1200,1200,544.68,1200,15.27,1200,1.21,1.26,1133.14,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,20.03,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3108,0.673,0.1429,0.9935,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0369,0.1086,0.1264,3.6985,0.0294,0.0205,0.0016,0.1,1.9306,0.0069,0.1428,0.0043,0.0096,2.8364,0.0588,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,623.6,1200,1200,1200,1200,1200,1200,1200,817.34,150.59,1200,1.75,1.65,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,20.22,"sattime"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3111,0.6823,0.1429,0.9995,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0418,0.1064,0.1255,3.7534,0.0386,0.0271,0.0016,0.1056,2.1942,0.0074,0.1499,0.0047,0.0101,2.9505,0.0631,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1105.17,1200,1200,1200,1200,1200,1200,1200,103.85,1200,0.81,0.8,38.58,660.8,1200,1200,1200,1200,92.1,1200,312.99,1200,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",0,0,0,20.2,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3146,0.6771,0.1429,1.0074,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0404,0.1062,0.126,3.8546,0.0341,0.0283,0,0.1474,2.0866,0.0077,0.1494,0.0051,0.0105,2.9658,0.0657,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,527.82,1200,1200,1200,1200,1200,1200,797.58,1200,40.51,1200,0.82,0.76,368.8,1200,1200,1200,1200,1200,590.5,1200,1200,1200,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",0.01,0,0,20.09,"sparrow"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S388186442-035.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3149,0.684,0.1429,1.0116,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0373,0.109,0.1258,3.7447,0.0302,0.0224,0,0.0943,2.0108,0.0082,0.1271,0.0056,0.0103,2.8981,0.0704,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,478.54,1200,1200,1200,1200,193.56,1200,1.07,1.34,1200,386.36,1200,1200,1200,1200,1200,1200,264.41,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0,0,0,20.17,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3164,0.6688,0.1429,1.0077,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0373,0.1071,0.1266,3.5886,0.0331,0.0226,0,0.0985,2.0469,0.0079,0.147,0.0056,0.0114,2.9905,0.0676,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,27.56,1137.13,1200,1200,834.44,1200,1200,1200,1200,127.04,164.57,0.96,1.11,307.9,17.89,1200,1200,1200,1200,1200,1200,1200,1200,"TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,20.18,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf",60,5340,60,5340,0,0,0.0112,0.3157,0.6717,0.1429,1.0079,0.1167,0,0.1167,0.1167,0,0,0,0.1167,0.0339,0.1077,0.1266,3.6004,0.0296,0.0233,0,0.1093,1.975,0.0074,0.1441,0.0049,0.0096,2.8529,0.0631,0.011,0,0.011,0.011,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,442.12,669.52,1200,1200,1200,1200,1200,1200,1200,39.41,1200,1.2,1.33,1200,1200,1200,1200,1200,1200,88.29,1200,503.94,1200,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",0,0,0,20.03,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf",70,6230,70,6230,0,0,0.0112,0.3108,0.6918,0.1429,1.0028,0.1,0,0.1,0.1,0,0,0,0.1,0.0393,0.0894,0.1104,3.8449,0.0337,0.0257,0,0.1017,2.1293,0.0069,0.1529,0.0045,0.0095,3.0286,0.0689,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,346.3,1200,0.99,1.04,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0.01,20.21,"eagleup"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1254276596-021.UNKNOWN.cnf",70,6230,70,6230,0,0,0.0112,0.3103,0.6796,0.1429,0.9954,0.1,0,0.1,0.1,0,0,0,0.1,0.0393,0.0896,0.1085,3.7186,0.0335,0.0256,0,0.0943,2.0664,0.0062,0.1485,0.0043,0.0087,2.9785,0.0621,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0,0,0,20.02,"sparrow"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1321356000-046.SATISFIABLE.cnf",70,6230,70,6230,0,0,0.0112,0.3136,0.6765,0.1429,1.0043,0.1,0,0.1,0.1,0,0,0,0.1,0.0436,0.092,0.11,3.9118,0.0333,0.0243,0.003,0.1169,2.0652,0.0062,0.1328,0.0042,0.008,2.8906,0.0616,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,178.46,1200,1.31,1.59,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0.01,20.07,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf",70,6230,70,6230,0,0,0.0112,0.315,0.6801,0.1429,1.0103,0.1,0,0.1,0.1,0,0,0,0.1,0.0307,0.0928,0.1085,3.5998,0.0302,0.0214,0,0.1061,1.9822,0.0065,0.1502,0.0045,0.0085,2.9598,0.0648,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,765.66,1200,35.94,41.83,1200,1200,1200,1200,1200,1200,1200,1200,1196.85,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.01,0,0.01,20.08,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf",70,6230,70,6230,0,0,0.0112,0.3134,0.6758,0.1429,1.0031,0.1,0,0.1,0.1,0,0,0,0.1,0.0421,0.091,0.1117,3.8027,0.0316,0.0257,0,0.1409,2.0333,0.0063,0.1708,0.0043,0.0098,3.0814,0.0634,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,833.41,1200,1200,1200,1200,1200,1200,1200,1200,1200,1.87,1.79,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0.01,20.17,"tnm"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1475900283-041.UNKNOWN.cnf",70,6230,70,6230,0,0,0.0112,0.3111,0.6878,0.1429,1.0018,0.1,0,0.1,0.1,0,0,0,0.1,0.0339,0.0925,0.1069,3.7037,0.0311,0.0213,0,0.0991,1.9864,0.0063,0.1584,0.0032,0.0091,3.0512,0.0628,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0.01,20.21,"sparrow"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf",70,6230,70,6230,0,0,0.0112,0.3153,0.6792,0.1429,1.0111,0.1,0,0.1,0.1,0,0,0,0.1,0.0362,0.0928,0.1085,3.7582,0.0221,0.0167,0,0.0779,1.729,0.0065,0.1482,0.0043,0.0087,3.0092,0.065,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,20.24,"sparrow"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1555786344-071.SATISFIABLE.cnf",70,6230,70,6230,0,0,0.0112,0.315,0.6853,0.1429,1.0123,0.1,0,0.1,0.1,0,0,0,0.1,0.042,0.0917,0.1098,3.83,0.0357,0.0268,0,0.099,2.1174,0.0069,0.1493,0.0045,0.009,3.0177,0.0685,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1.11,1.12,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,20.04,"gnoveltyp2"
"SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf",70,6230,70,6230,0,0,0.0112,0.3086,0.6743,0.1429,0.9869,0.1,0,0.1,0.1,0,0,0,0.1,0.0424,0.0873,0.1103,3.7358,0.0298,0.0242,0.0016,0.0992,1.9851,0.006,0.1617,0.0039,0.0079,2.9951,0.0596,0.0111,0,0.0111,0.0111,0.0079,0.2428,0.0027,0.0167,2.9712,0.106,0.2433,0.0488,0.2857,2.2567,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0,20.15,"sparrow"
