"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","Pre.featuretime","vars.clauses.ratio","POSNEG.RATIO.CLAUSE.mean","POSNEG.RATIO.CLAUSE.coeff.variation","POSNEG.RATIO.CLAUSE.entropy","VCG.CLAUSE.mean","VCG.CLAUSE.coeff.variation","VCG.CLAUSE.min","VCG.CLAUSE.max","VCG.CLAUSE.entropy","BINARY.","TRINARY.","Basic.featuretime","VCG.VAR.mean","VCG.VAR.coeff.variation","VCG.VAR.min","VCG.VAR.max","VCG.VAR.entropy","POSNEG.RATIO.VAR.mean","POSNEG.RATIO.VAR.stdev","POSNEG.RATIO.VAR.min","POSNEG.RATIO.VAR.max","POSNEG.RATIO.VAR.entropy","HORNY.VAR.mean","HORNY.VAR.coeff.variation","HORNY.VAR.min","HORNY.VAR.max","HORNY.VAR.entropy","horn.clauses.fraction","VG.mean","VG.coeff.variation","VG.min","VG.max","KLB.featuretime","CG.mean","CG.coeff.variation","CG.min","CG.max","CG.entropy","cluster.coeff.mean","cluster.coeff.coeff.variation","cluster.coeff.min","cluster.coeff.max","cluster.coeff.entropy","CG.featuretime","ADS.cryptominisat","ADS.cryptominisat.autotune","ADS.dccaSatToRiss","ADS.glucose.adapt","ADS.glucose.community.switching","BreakIDGlucose2","CCAglucose2015","GlueMiniSat_2.2.10","GlueMiniSat_2.2.10.5","Nigma.1.2.86","glucose.default","glueminisat.Actmini","multi.sat.g2_0","multi.sat.g2_2","ratselfax_cnf_215_final","riss_505_1","riss_505_2","satUZK.seq","ADS.cryptominisat_success","ADS.cryptominisat.autotune_success","ADS.dccaSatToRiss_success","ADS.glucose.adapt_success","ADS.glucose.community.switching_success","BreakIDGlucose2_success","CCAglucose2015_success","GlueMiniSat_2.2.10_success","GlueMiniSat_2.2.10.5_success","Nigma.1.2.86_success","glucose.default_success","glueminisat.Actmini_success","multi.sat.g2_0_success","multi.sat.g2_2_success","ratselfax_cnf_215_final_success","riss_505_1_success","riss_505_2_success","satUZK.seq_success","Class"
"jgiraldezlevy.2200.9086.08.40.33.cnf",2200,9086,2121,8978,0.037247,0.012029,0.02,0.236244,0.499384,0.590272,0.758483,0.001439,0.07518,0.001414,0.002357,0.204627,0,0.950769,0,0.001439,0.294768,0.000111,0.003564,2.719789,0.224615,0.173483,0,1,3.336586,0.000703,0.405099,0,0.00245,2.31705,0.492092,0.002495,0.262511,0.000223,0.006237,0,0.002163,0.24368,0.000446,0.005346,2.945624,0.139521,0.269225,0.058072,0.4,2.663676,0.12,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","abcdSAT"
"jgiraldezlevy.2200.9086.08.40.35.cnf",2200,9086,2140,9018,0.028037,0.00754,0,0.237303,0.49182,0.586579,0.702809,0.001419,0.064739,0.001402,0.002804,0.15591,0,0.965957,0,0.001419,0.284854,0.000222,0.003548,2.674806,0.231419,0.174834,0,1,3.359519,0.000704,0.401654,0,0.002329,2.317641,0.497782,0.002441,0.258682,0.000444,0.005544,0,0.002108,0.243176,0.000444,0.004768,2.926565,0.142667,0.278178,0.05641,0.454545,2.70834,0.1,3600,3600,3600,3600,3600,9.92088,3600,265.086,270.496,3600,11.115,3600,1088.21,3600,3600,3600,397.273,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","newJointClass"
"jgiraldezlevy.2200.9086.08.40.41.cnf",2200,9086,2149,9026,0.023732,0.006647,0,0.23809,0.49463,0.585595,0.695164,0.001411,0.062042,0.001396,0.002792,0.143907,0,0.969311,0,0.001411,0.28451,0.000443,0.003213,2.678916,0.235044,0.175715,0,1,3.36506,0.000689,0.39921,0,0.001773,2.310648,0.490472,0.002443,0.255596,0.000776,0.004986,0,0.002095,0.242333,0.000665,0.004432,2.925402,0.141797,0.273352,0.056098,0.4,2.68584,0.1,1000.05,3600,2650.91,2337.88,3298.82,2610.63,2763.54,605.412,653.726,3600,2777.22,1326.01,1073.56,3327.85,3600,3600,3600,3600,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","newJointClass"
"jgiraldezlevy.2200.9086.08.40.46.cnf",2200,9086,2137,9012,0.029481,0.008211,0,0.237128,0.498528,0.589383,0.739205,0.001424,0.068881,0.001404,0.002808,0.18019,0,0.957723,0,0.001424,0.297426,0.000444,0.003773,2.718147,0.222677,0.168169,0,1,3.309933,0.000693,0.397939,0,0.001775,2.304232,0.489569,0.002464,0.265674,0.000888,0.005215,0,0.002154,0.242123,0.000555,0.005326,2.941878,0.139911,0.271176,0.060374,0.422222,2.681377,0.14,1042,2429.67,1929.79,1324.1,1795,1371.72,1987.72,714.895,707.751,2646.42,1392.29,2155.59,1331.26,1635.75,3600,1955.73,1865.77,3600,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","newJointClass"
"jgiraldezlevy.2200.9086.08.40.62.cnf",2200,9086,2144,9020,0.026119,0.007317,0,0.237694,0.495347,0.590837,0.7183,0.001417,0.063203,0.001399,0.002332,0.160424,0,0.963082,0,0.001417,0.284105,0.000443,0.003548,2.672955,0.230109,0.171457,0,1,3.329188,0.000705,0.392662,0,0.002328,2.302653,0.499778,0.002456,0.255062,0.000887,0.005211,0,0.002107,0.242184,0.000776,0.004878,2.921777,0.141695,0.271471,0.055128,0.4,2.683942,0.12,1193.02,879.725,3453.78,1983,3600,603.015,871.338,1342.44,1348.23,249.674,605.609,224.893,49.7237,1330.97,1305.37,823.881,312.957,3600,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","newJointClass"
"jgiraldezlevy.2200.9086.08.40.79.cnf",2200,9086,2128,8969,0.033835,0.013045,0,0.237262,0.492091,0.589739,0.730714,0.00143,0.069212,0.00141,0.00235,0.177829,0,0.959193,0,0.00143,0.290218,0.000111,0.004014,2.688911,0.227009,0.170217,0,1,3.328659,0.000703,0.406248,0,0.002007,2.32641,0.494258,0.002493,0.265104,0.000223,0.006132,0,0.002145,0.245462,0.000557,0.005129,2.939927,0.139655,0.272535,0.055128,0.444444,2.679742,0.1,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","abcdSAT"
"jgiraldezlevy.2200.9086.08.40.8.cnf",2200,9086,2124,8994,0.035782,0.010229,0,0.236157,0.494882,0.590157,0.75883,0.001437,0.07519,0.001412,0.002354,0.206918,0,0.949633,0,0.001437,0.307753,0.000556,0.004114,2.746234,0.239837,0.178641,0,1,3.403608,0.000706,0.427525,0,0.002113,2.383256,0.493662,0.002498,0.277384,0.001001,0.006226,0,0.002152,0.260716,0.000667,0.005115,3.005895,0.140684,0.286336,0.056899,0.361111,2.729018,0.14,2677.68,3600,3600,1641.78,211.876,3600,3600,3600,3600,169.335,3600,3600,3600,3600,3600,2242.19,1937.78,3600,"TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","COMiniSatPS_Subdwarf"
"jgiraldezlevy.2200.9086.08.40.81.cnf",2200,9086,2146,9020,0.025163,0.007317,0,0.237916,0.493555,0.587356,0.709423,0.001415,0.065058,0.001398,0.00233,0.161539,0,0.963858,0,0.001415,0.281412,0.000554,0.003326,2.659864,0.2307,0.169781,0,1,3.321248,0.000701,0.398773,0,0.001996,2.311593,0.497228,0.002459,0.253883,0.000887,0.005322,0,0.00211,0.241131,0.000776,0.0051,2.917743,0.140907,0.267667,0.057057,0.381818,2.668364,0.12,1091.88,3600,567.693,1428.47,1604.22,962.348,548.205,530.682,542.443,2138.47,901.008,722.069,439.322,3600,3600,624.03,1769.08,3600,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","or.tools"
"jgiraldezlevy.2200.9086.08.40.83.cnf",2200,9086,2136,9015,0.029963,0.007876,0,0.236938,0.493319,0.587841,0.7341,0.001424,0.069622,0.001404,0.002341,0.178161,0,0.95929,0,0.001424,0.284935,0.000444,0.003771,2.680811,0.228466,0.172452,0,1,3.318135,7e-04,0.396837,0,0.001886,2.301758,0.493844,0.002456,0.256541,0.000776,0.006101,0,0.002126,0.243106,0.000666,0.004548,2.933939,0.141814,0.272999,0.058974,0.47619,2.696919,0.12,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","COMiniSatPS_Main_Sequence"
"jgiraldezlevy.2200.9086.08.40.85.cnf",2200,9086,2136,8964,0.029963,0.01361,0,0.238286,0.494351,0.587982,0.718612,0.001422,0.062639,0.001404,0.002341,0.159896,0,0.96274,0,0.001422,0.287779,0.000558,0.003124,2.686939,0.233188,0.171325,0,1,3.347749,0.000703,0.401952,0.000112,0.002008,2.311375,0.496765,0.002452,0.258513,0.001004,0.004685,0,0.002114,0.245482,0.000669,0.004909,2.929309,0.14273,0.271702,0.049942,0.416667,2.698443,0.12,1001.02,2148.04,1582.79,346.805,590.68,111.666,3600,1096.98,1141.03,1846.61,121.569,511.585,702.431,958.387,3600,1109.15,181.625,3600,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","newJointClass"
"jgiraldezlevy.2200.9086.08.40.93.cnf",2200,9086,2135,9013,0.030445,0.008099,0,0.23688,0.492929,0.590502,0.718057,0.001424,0.066419,0.001405,0.00281,0.172567,0,0.959392,0,0.001424,0.291906,0.000333,0.003772,2.70666,0.226784,0.169137,0,1,3.325664,0.000698,0.400927,0,0.001886,2.319429,0.492178,0.002453,0.259906,0.000666,0.00588,0,0.002145,0.246956,0.000555,0.004771,2.955485,0.142003,0.270528,0.052632,0.362637,2.687641,0.12,3600,2425.51,3600,3600,3600,3600,3600,2427.44,2314.66,941.309,3600,1510.8,1016.01,3600,3600,3600,3600,3600,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","minisat_BCD"
"k2fix_gr_rcs_w9.shuffled.cnf",11313,305160,9937,303750,0.138472,0.004642,0.86,0.032714,0.451579,1.026004,1.326839,0.000358,0.875752,0.000201,0.002315,0.56111,0.790252,0.790252,0.04,0.000358,0.849178,3e-06,0.001804,4.865794,0.002623,0.036388,0,1,0.109316,0.000123,0.97076,0,0.00083,4.57404,0.594983,0.000621,0.826094,2.6e-05,0.003315,0.24,-1,0,-1,0,-512,-1,0,-1,0,0,20.06,37.4338,42.1824,1501.1,22.5011,37.8099,41.1434,523.24,43.3977,46.8857,29.7959,22.9287,38.3287,72.7371,18.2191,3600,25.568,34.1956,255.138,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","or.tools"
"manol-pipe-c10nid_i.cnf",252516,750877,41437,320735,5.093974,1.341113,2.18,0.129194,0.378182,0.695412,1.768869,9.4e-05,0.378914,4.8e-05,0.001038,1.61889,0.120997,0.469737,0.02,9.4e-05,2.060377,2.2e-05,0.012839,2.877037,0.16921,0.147333,0,0.970149,2.7665,3.3e-05,2.417155,0,0.006466,2.519492,0.453964,7.6e-05,1.801416,1.6e-05,0.007271,2.1,-1,0,-1,0,-512,-1,0,-1,0,0,20.02,158.987,172.332,886.446,141.509,198.135,170.385,661.45,365.858,354.48,167.736,149.714,184.132,1219.66,1060.87,3600,132.215,129.052,322.49,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","newJointClass"
"manthey_DimacsSorterHalf_28_4.cnf",3666,11883,2050,10053,0.788293,0.182035,0.02,0.203919,0.274785,1.201613,1.379818,0.001318,0.414203,0.000976,0.012195,1.134422,0.57167,0.844922,0,0.001318,0.546897,0.000696,0.01691,2.471485,0.193268,0.156415,0,0.741935,2.918004,0.000831,0.66397,9.9e-05,0.012534,2.257625,0.744255,0.001119,0.493636,0.000597,0.010743,0,0.001793,0.961321,0.000497,0.041082,3.380219,0.181581,0.467485,0.004878,0.571429,3.385406,0.16,128.863,66.6586,415.259,119.297,263.354,126.22,621.9,113.887,112.73,10.2939,118.786,168.344,164.642,197.454,160.161,52.481,194.54,403.327,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_29_2.cnf",5467,18397,3328,16515,0.642728,0.113957,0.04,0.201514,0.289592,1.176205,1.356825,0.000809,0.467579,0.000601,0.008413,1.08575,0.579534,0.857463,0,0.000809,0.564059,0.000484,0.007024,2.256532,0.200169,0.165044,0,0.722222,2.836579,0.000514,0.713951,6.1e-05,0.004965,2.333974,0.748168,0.000665,0.549772,0.000363,0.005389,0.02,0.001082,1.071905,0.000303,0.032698,3.346853,0.182393,0.492779,0.003717,0.571429,3.429726,0.24,81.914,739.983,297.233,184.854,202.379,335.86,526.675,1749.17,1794.51,106.522,81.4798,434.309,222.509,717.121,3600,15.489,58.8459,10.7245,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_29_8.cnf",4495,14793,2710,13217,0.658672,0.11924,0.04,0.205039,0.283585,1.173984,1.364035,0.000998,0.454562,0.000738,0.008856,1.101397,0.567148,0.853219,0,0.000998,0.520981,0.000605,0.008323,2.260785,0.196666,0.163851,0,0.6875,2.798386,0.000628,0.666413,7.6e-05,0.005977,2.27877,0.741015,0.000819,0.513339,0.000378,0.006053,0.02,0.001308,0.935928,0.000378,0.031929,3.325868,0.185896,0.478731,0.004751,0.571429,3.437,0.18,1481.62,1147.83,3600,3600,427.09,99.8274,3600,34.4993,34.8055,3600,3600,966.583,942.748,3003.91,3600,3600,2467.95,3600,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","or.tools"
"manthey_DimacsSorterHalf_30_0.cnf",3612,11612,1947,9266,0.855162,0.253184,0.02,0.210123,0.278622,1.187581,1.330607,0.001343,0.36598,0.001027,0.008218,1.058137,0.583639,0.864235,0,0.001343,0.484642,0.000648,0.011979,2.257044,0.185461,0.143888,0,0.666667,2.717938,0.000906,0.568604,0.000108,0.009929,2.234239,0.764947,0.001133,0.451714,0.000432,0.007554,0,0.001688,0.844005,0.00054,0.024174,3.193783,0.182667,0.447457,0.008889,0.549451,3.283202,0.08,54.9965,53.2289,318.489,54.0165,59.8318,53.8942,547.01,61.6908,61.9921,370.087,54.2094,10.8909,75.0639,57.4349,434.366,36.7389,50.6933,49.8394,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_30_3.cnf",3740,11875,2006,9334,0.864407,0.272231,0.02,0.214913,0.262731,1.207029,1.304487,0.001304,0.354986,0.000997,0.00997,1.058947,0.576709,0.864795,0,0.001304,0.5518,0.000643,0.021106,2.233987,0.179857,0.13943,0,0.692308,2.703905,0.000875,0.641499,0.000107,0.016606,2.192062,0.759589,0.001102,0.473555,0.000429,0.01307,0,0.001778,1.053949,0.000536,0.030426,3.209541,0.183353,0.452697,0.007116,0.549451,3.294901,0.12,44.9316,29.4171,2.44697,30.8199,29.253,27.9523,518.512,30.1487,30.2999,41.496,26.9696,23.6085,28.3901,2.80811,93.8393,6.25907,23.0306,90.4107,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_30_7.cnf",3922,12464,2080,9880,0.885577,0.261538,0.02,0.210526,0.268394,1.192328,1.310568,0.001264,0.358915,0.000962,0.009615,1.069858,0.572874,0.858907,0,0.001264,0.519223,0.000607,0.019332,2.246497,0.181752,0.137023,0,0.666667,2.724983,0.000846,0.613473,0.000101,0.015283,2.196343,0.759211,0.001071,0.456839,0.000405,0.012652,0,0.001678,0.995698,0.000506,0.030567,3.18852,0.178742,0.44577,0.006623,0.549451,3.26279,0.12,60.7754,56.4149,339.125,52.5247,26.0548,66.5261,561.94,54.7517,55.4999,56.8151,60.3167,48.3835,69.5516,72.4358,654.074,106.631,38.4283,275.925,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_31_2.cnf",5408,18446,3325,16597,0.626466,0.111406,0.04,0.200337,0.291719,1.183871,1.371361,0.000807,0.475562,0.000602,0.010526,1.084649,0.590046,0.864072,0,0.000807,0.577754,0.000482,0.005905,2.278586,0.204182,0.166051,0,0.767442,2.846452,0.000516,0.729388,6e-05,0.004278,2.374718,0.754112,0.00066,0.563261,0.000362,0.004579,0.02,0.001076,1.136956,0.000301,0.046755,3.334458,0.183666,0.49867,0.002577,0.666667,3.431355,0.24,276.356,282.174,437.634,440.553,241.05,830.498,1166.25,377.022,400.887,85.9581,176.572,256.375,112.553,119.476,1317.2,197.615,1330.67,38.7115,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_31_8.cnf",5471,18706,3331,16846,0.64245,0.110412,0.04,0.197732,0.297763,1.168722,1.376711,0.000807,0.467105,6e-04,0.010808,1.089023,0.585777,0.857592,0,0.000807,0.58628,0.000475,0.007064,2.301593,0.202546,0.166407,0,0.809524,2.893587,0.000513,0.747178,5.9e-05,0.004868,2.345868,0.750386,0.000662,0.574237,0.000297,0.005521,0.02,0.001078,1.130709,0.000297,0.046717,3.363164,0.182664,0.485434,0.002548,0.666667,3.42524,0.28,1969,56.9986,673.162,2321.79,362.056,57.6601,525.057,3600,3600,471.366,2630.32,143.065,211.186,340.587,3600,1521.89,1464.96,65.2256,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_32_1.cnf",4927,16333,2805,14051,0.756506,0.162408,0.04,0.19963,0.294874,1.172596,1.408887,0.000957,0.43495,0.000713,0.010695,1.112572,0.587431,0.853107,0,0.000957,0.592265,0.000498,0.014946,2.490165,0.192932,0.159695,0,0.777778,2.888204,0.000614,0.726221,7.1e-05,0.011031,2.254784,0.756387,0.000823,0.549968,0.000427,0.010035,0.02,0.001308,1.087979,0.000356,0.040709,3.382993,0.178187,0.464228,0.003515,0.571429,3.364764,0.2,2044.98,2005.14,2735.89,567.507,2109.84,335.948,2252.83,2316.31,2348.79,419.861,1138.47,1487.28,1032.15,1424.88,180.072,17.7881,482.069,184.042,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_33_1.cnf",3762,12254,2313,11008,0.626459,0.11319,0.02,0.21012,0.292833,1.157085,1.34867,0.001163,0.46353,0.000865,0.008647,1.06755,0.56895,0.862373,0,0.001163,0.4335,0.000727,0.005905,2.271747,0.202939,0.166904,0,0.692308,2.843411,0.000741,0.583091,9.1e-05,0.003997,2.318979,0.746366,0.000969,0.454758,0.000545,0.004724,0,0.001403,0.798526,0.000454,0.026344,3.177758,0.191032,0.45003,0.00692,0.571429,3.345402,0.1,0.267794,0.265406,63.3689,1.15955,1.11318,0.489032,13.4934,1.0737,1.07384,18.9389,1.13142,2.72003,8.87914,0.571269,3.71651,1.16665,0.270821,2.3356,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_35_8.cnf",7351,24835,4009,20208,0.833624,0.228969,0.06,0.198387,0.292943,1.185903,1.368505,0.000649,0.404833,0.000499,0.007483,1.043459,0.609462,0.870101,0,0.000649,0.682763,0.000297,0.01539,2.290628,0.18983,0.156106,0,0.736842,2.794599,0.000445,0.815295,4.9e-05,0.012866,2.247487,0.78078,0.000551,0.605494,0.000198,0.009254,0.02,0.00093,1.403269,0.000247,0.031176,3.283345,0.172807,0.459215,0.00318,0.549451,3.253185,0.38,2565.25,1951.6,3099.35,1837.96,3600,2933.71,2957.4,3600,3600,3600,3224.53,3183.74,3368.45,3600,3600,3600,2673.45,3600,"TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","or.tools"
"manthey_DimacsSorterHalf_35_9.cnf",8300,28853,4570,23732,0.816193,0.215785,0.08,0.192567,0.31346,1.158099,1.384897,0.000566,0.41549,0.000438,0.008753,1.028978,0.62283,0.873968,0,0.000566,0.72672,0.000253,0.013357,2.275724,0.195367,0.163181,0,0.791667,2.766871,0.000391,0.87235,4.2e-05,0.011082,2.254627,0.787039,0.000482,0.665805,0.000169,0.008175,0.04,0.000803,1.476142,0.000211,0.041547,3.284742,0.171588,0.45728,0.002028,0.549451,3.241423,0.52,3600,3600,3600,3600,1737.88,3242.32,1595.87,3600,3600,3600,3600,3301.13,2217.62,2639.62,3600,3600,3600,3600,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","or.tools"
"manthey_DimacsSorterHalf_36_0.cnf",4551,14683,2602,12671,0.749039,0.158788,0.04,0.205351,0.28692,1.179251,1.382723,0.001033,0.439024,0.000769,0.007686,1.101799,0.581959,0.859759,0,0.001033,0.487661,0.000552,0.014916,2.500116,0.187078,0.151096,0,0.75,2.910463,0.000668,0.59894,7.9e-05,0.011522,2.205586,0.759056,0.000902,0.448259,0.000474,0.008366,0,0.001323,0.952889,0.000395,0.022887,3.241068,0.179361,0.421523,0.006873,0.571429,3.259879,0.18,3600,1290.99,976.689,1460.27,633.891,3600,3600,3600,3600,3600,119.207,615.167,90.6758,2533.01,159.677,25.8508,924.979,3600,"FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","or.tools"
"manthey_DimacsSorterHalf_36_7.cnf",4119,13249,2346,11400,0.755754,0.162193,0.04,0.205789,0.28299,1.180083,1.383436,0.001147,0.430419,0.000853,0.008525,1.109689,0.575789,0.855965,0,0.001147,0.465869,0.000614,0.010175,2.481053,0.184065,0.151726,0,0.75,2.882723,0.00074,0.565014,8.8e-05,0.007895,2.207038,0.75614,0.001002,0.453707,0.000526,0.006316,0,0.001443,0.810444,0.000439,0.025263,3.281532,0.178847,0.431512,0.006993,0.571429,3.300749,0.12,1831.35,3600,350.947,675.792,2076.19,370.495,1484.7,3600,3600,1821.95,3600,544.351,158.785,1397.86,503.596,994.864,1842.87,3600,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","or.tools"
"manthey_DimacsSorterHalf_37_3.cnf",6634,23392,4156,21298,0.596246,0.098319,0.04,0.195136,0.329986,1.120332,1.393623,0.000637,0.508389,0.000481,0.008662,1.038754,0.6094,0.875763,0,0.000637,0.627675,0.000376,0.007419,2.304087,0.216812,0.187646,0,0.809524,2.872784,0.000419,0.825078,4.7e-05,0.00493,2.347477,0.770777,0.000533,0.644715,0.000235,0.005493,0.02,0.000803,1.242266,0.000235,0.037234,3.239061,0.185643,0.466282,0.002528,0.666667,3.308328,0.3,3600,3600,3600,457.813,3600,3600,3600,3600,3600,3600,3600,3600,2497.49,2215.36,1164.26,394.758,3600,3600,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","or.tools"
"manthey_DimacsSorterHalf_37_6.cnf",7665,26841,4819,24472,0.590579,0.096805,0.06,0.196919,0.309338,1.158557,1.39354,0.000555,0.520915,0.000415,0.008716,1.060361,0.60371,0.871404,0,0.000555,0.647303,0.000327,0.007151,2.366859,0.213447,0.178005,0,0.833333,2.871865,0.00036,0.821521,4.1e-05,0.00474,2.375819,0.765773,0.00046,0.643982,0.000245,0.005435,0.04,0.00075,1.308921,0.000204,0.042252,3.347461,0.181539,0.489824,0.001942,0.571429,3.353478,0.4,560.156,121.207,3600,3600,440.943,717.217,1122.77,355.378,354.847,258.663,3600,1013.53,0.132303,0.113512,3600,3600,3483.05,35.4435,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","or.tools"
"manthey_DimacsSorterHalf_37_8.cnf",6247,21154,3886,19175,0.607566,0.103207,0.04,0.20266,0.299169,1.162115,1.379924,0.000691,0.494121,0.000515,0.009007,1.073324,0.586754,0.865606,0,0.000691,0.569332,0.000417,0.004641,2.313537,0.205725,0.173817,0,0.804878,2.84298,0.000444,0.739525,5.2e-05,0.003181,2.320696,0.756037,0.000573,0.577215,0.000313,0.00339,0.02,0.000885,1.084681,0.000261,0.038644,3.299118,0.185366,0.473697,0.002699,0.666667,3.357031,0.28,20.1612,20.5587,282.989,285.968,88.859,68.8545,631.918,121.728,121.281,3.44117,336.14,89.853,31.4488,24.5367,198.741,170.787,118.779,41.9771,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","or.tools"
