"id","f_1","f_2","f_3","f_4","f_5","f_6","f_7","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_33","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","WPM3.2015.co","ahms.1.70","ahms.ls.1.70","maxino16.dis","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","WPM3.2015.co_success","ahms.1.70_success","ahms.ls.1.70_success","maxino16.dis_success","base","Class"
"comp03.wcnf",74178,458243,0.00417,2.33124,0.94021,2,5,0.16187,5e-05,5.17608,0,0.00296,0.00296,5e-05,0.25203,1e-05,0.00034,0.00032,0.44194,0.35036,0,0.875,0.875,0.13564,1.63954,0.00671,0.22957,0.31563,5e-05,0,0,0.00296,0.00296,0.97534,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61,"maxhs.b"
"comp04.wcnf",93497,562036,0.0029,2.37891,0.99657,2,5,0.16635,4e-05,5.57845,0,0.00277,0.00276,4e-05,0.24353,1e-05,0.00019,0.00018,0.49082,0.31265,0,0.875,0.875,0.14003,1.67013,0.00611,0.2129,0.30266,4e-05,0,0,0.00276,0.00276,0.94764,1800,1800,37.58,1800,1800,3.39,1800,1800,11.12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.78,"Open.WBO16"
"comp05.wcnf",34902,180478,0.02854,2.08505,0.49791,2,5,0.19339,8e-05,3.65876,1e-05,0.00607,0.00607,8e-05,0.36261,3e-05,0.00103,0.001,0.50415,0.36161,0,0.88889,0.88889,0.24857,1.10339,0.01078,0.53616,0.6575,7e-05,0,0,0.00607,0.00607,0.90167,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.21,"maxhs.b"
"comp06.wcnf",107670,939713,0.0022,2.45516,1.07625,2,5,0.11458,3e-05,5.41835,0,0.00218,0.00218,3e-05,0.21347,1e-05,0.00017,0.00016,0.45517,0.33731,0,0.875,0.875,0.09661,2.06118,0.00394,0.15977,0.221,3e-05,0,0,0.00218,0.00218,0.97819,1800,1800,1800,1800,1800,300.74,1800,1800,134.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.27,"Open.WBO16"
"comp07.wcnf",216804,1806892,0.00127,2.48147,1.10118,2,5,0.11999,2e-05,6.52543,0,0.00143,0.00143,2e-05,0.2046,0,9e-05,9e-05,0.4393,0.30909,0,0.875,0.875,0.09207,2.06698,0.00277,0.1526,0.21351,2e-05,0,0,0.00143,0.00143,0.99035,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.48,"maxhs.b"
"comp08.wcnf",116948,710560,0.00249,2.4094,1.02985,2,5,0.16459,3e-05,5.82422,0,0.00232,0.00232,3e-05,0.24084,1e-05,0.00015,0.00015,0.46274,0.31735,0,0.875,0.875,0.13267,1.67697,0.00522,0.20814,0.2951,3e-05,0,0,0.00232,0.00232,0.96932,1800,1800,50.78,1800,1800,6.4,1800,1800,17.23,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.96,"Open.WBO16"
"comp09.wcnf",107448,606143,0.00345,2.30732,0.90968,2,5,0.17727,3e-05,5.74545,0,0.00241,0.00241,3e-05,0.24957,1e-05,0.00017,0.00016,0.45233,0.32744,0,0.875,0.875,0.14161,1.59405,0.00587,0.22769,0.32091,3e-05,0,0,0.00241,0.00241,0.97167,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82,"maxhs.b"
"comp10.wcnf",149513,1213821,0.00164,2.47106,1.09146,2,5,0.12318,2e-05,5.90153,0,0.00178,0.00178,2e-05,0.21349,1e-05,0.00017,0.00016,0.44187,0.316,0,0.875,0.875,0.09779,1.99928,0.00291,0.16384,0.22758,2e-05,0,0,0.00178,0.00178,0.98762,1800,1800,1800,1800,1800,206.33,1800,1800,219.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.66,"Open.WBO16"
"comp12.wcnf",83492,473168,0.01187,2.1159,0.57815,2,5,0.17645,4e-05,5.05387,0,0.00367,0.00367,4e-05,0.30744,1e-05,0.00043,0.00042,0.46225,0.3543,0,0.88889,0.88889,0.17583,1.39369,0.00684,0.3525,0.44806,4e-05,0,0,0.00367,0.00367,0.95881,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61,"maxhs.b"
"comp13.wcnf",113012,628743,0.00299,2.36562,0.98142,2,5,0.17974,3e-05,5.85603,0,0.00248,0.00248,3e-05,0.25015,1e-05,0.00017,0.00016,0.46446,0.31582,0,0.875,0.875,0.14475,1.58793,0.00551,0.22664,0.322,3e-05,0,0,0.00248,0.00248,0.9636,1800,1800,283.45,1800,1800,8.61,1800,1800,20.77,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.84,"Open.WBO16"
"comp14.wcnf",114680,677720,0.00259,2.43736,1.05868,2,5,0.16921,3e-05,5.75543,0,0.00234,0.00234,3e-05,0.24685,1e-05,0.00015,0.00014,0.43981,0.33027,0,0.875,0.875,0.13314,1.63544,0.00567,0.2221,0.30898,3e-05,0,0,0.00234,0.00234,0.98297,1800,1800,92.66,1800,1800,11.28,1800,1800,16.7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.9,"Open.WBO16"
"comp15.wcnf",74178,458243,0.00417,2.33124,0.94021,2,5,0.16187,5e-05,5.17608,0,0.00296,0.00296,5e-05,0.25203,1e-05,0.00034,0.00032,0.44194,0.35036,0,0.875,0.875,0.13564,1.63954,0.00671,0.22957,0.31563,5e-05,0,0,0.00296,0.00296,0.97534,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.61,"maxhs.b"
"comp16.wcnf",150222,1251187,0.00167,2.44604,1.06732,2,5,0.12006,2e-05,5.96622,0,0.00172,0.00172,2e-05,0.21042,1e-05,0.00013,0.00013,0.43888,0.32477,0,0.875,0.875,0.09429,2.04043,0.00339,0.15765,0.21963,2e-05,0,0,0.00172,0.00172,0.98815,1800,1800,107.28,1800,1800,7.36,1800,1800,47.72,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.74,"Open.WBO16"
"comp17.wcnf",146057,926721,0.00219,2.41252,1.03314,2,5,0.15761,2e-05,6.12355,0,0.00206,0.00206,2e-05,0.23719,1e-05,0.00012,0.00011,0.43985,0.31985,0,0.875,0.875,0.12338,1.71866,0.00461,0.20339,0.28399,2e-05,0,0,0.00206,0.00206,0.98518,1800,1800,1800,1800,1800,225.89,1800,1800,1038.32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.25,"Open.WBO16"
"comp18.wcnf",41185,175639,0.01144,2.20597,0.75861,2,5,0.23449,8e-05,4.66565,1e-05,0.006,0.006,8e-05,0.30397,2e-05,0.00022,0.00019,0.48617,0.32668,0,0.88889,0.88889,0.22656,1.16063,0.01031,0.35782,0.49365,7e-05,0,0,0.006,0.006,0.9206,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.22,"maxhs.b"
"comp19.wcnf",110890,528176,0.00355,2.35718,0.97158,2,5,0.20995,3e-05,5.79664,0,0.00259,0.00258,3e-05,0.26743,1e-05,0.00014,0.00014,0.44424,0.31862,0,0.875,0.875,0.16581,1.39916,0.0066,0.26725,0.37652,3e-05,0,0,0.00258,0.00258,0.97549,1800,1800,177.42,1800,1800,87.85,1800,1800,198,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.7,"mscg2015b"
"comp20.wcnf",118188,1187337,0.00193,2.4443,1.06559,2,5,0.09954,3e-05,5.36194,0,0.00193,0.00193,3e-05,0.19993,1e-05,0.00016,0.00015,0.44205,0.34011,0,0.875,0.875,0.08316,2.22802,0.00312,0.14145,0.19439,3e-05,0,0,0.00193,0.00193,0.98631,1800,1800,1800,1800,1800,1800,1800,1800,196.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.62,"Open.WBO16"
"comp21.wcnf",131373,929034,0.00238,2.35054,0.96372,2,5,0.14141,3e-05,5.87896,0,0.00201,0.00201,3e-05,0.22704,1e-05,0.00019,0.00018,0.4633,0.30573,0,0.875,0.875,0.1149,1.83997,0.00315,0.18644,0.26075,3e-05,0,0,0.00201,0.00201,0.97524,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.26,"maxhs.b"
"d023d256-3477-11e0-bdb2-00163e3d3b7c_l1.wcnf",5715,29633,0.10735,2713.0188,8209.82227,4,135240,0.19286,4e-04,4.78148,7e-05,0.07492,0.07485,4e-04,0.52217,0.00017,0.01277,0.0126,0.47531,0.40395,0.01754,0.9973,0.97975,0.55843,0.50216,0.21655,0.63979,0.88982,0.00018,0,3e-05,0.0085,0.00847,0.6243,1800,1800,1800,1800,1800,5.2,1800,1800,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"d023d256-3477-11e0-bdb2-00163e3d3b7c_l2.wcnf",5786,31712,0.10085,2726.74316,8216.3252,4,135240,0.18245,0.00038,4.66563,6e-05,0.07041,0.07035,0.00038,0.53967,0.00017,0.01262,0.01244,0.52867,0.40216,0.01754,0.99731,0.97977,0.5836,0.49929,0.26135,0.65931,0.89616,0.00018,0,3e-05,0.00798,0.00795,0.64455,1800,1800,1800,1800,1800,5.22,1800,1800,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"d0cc7514-c730-11df-a040-00163e3d3b7c_l1.wcnf",811,3975,0.16277,1595.8949,3169.17969,20,38308,0.20403,0.00306,1.68008,5e-04,0.12704,0.12654,0.00306,0.45799,0.00123,0.0111,0.00986,0.47499,0.48461,0.04762,0.99802,0.9504,0.43033,0.74242,0.16755,0.62541,0.77082,0.00132,3.3877,0.00025,0.12679,0.12654,0.62063,257.22,1800,1800,1800,1800,0.23,33.35,28.9,0.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO16"
"d4.wcnf",307678,13856421,0.00364,1,0,1,1,0.0222,1e-05,0,0,4e-05,4e-05,1e-05,0.17464,0,2e-05,1e-05,0.57957,0.3472,0,0.99663,0.99663,0.63608,0.24682,0.00364,0.03737,0.22814,0,0,0,2e-05,2e-05,0.08946,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.02,"maxhs.b"
"d5026b8e-3477-11e0-986e-00163e3d3b7c_l1.wcnf",5715,29633,0.10735,2713.0188,8209.82227,4,135240,0.19286,4e-04,4.78148,7e-05,0.07492,0.07485,4e-04,0.52217,0.00017,0.01277,0.0126,0.47531,0.40395,0.01754,0.9973,0.97975,0.55843,0.50216,0.21655,0.63979,0.88982,0.00018,0,3e-05,0.0085,0.00847,0.6243,1800,1800,1800,1800,1800,5.07,1800,1800,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l1.wcnf",5715,29633,0.10735,2713.0188,8209.82227,4,135240,0.19286,4e-04,4.78148,7e-05,0.07492,0.07485,4e-04,0.52217,0.00017,0.01277,0.0126,0.47531,0.40395,0.01754,0.9973,0.97975,0.55843,0.50216,0.21655,0.63979,0.88982,0.00018,0,3e-05,0.0085,0.00847,0.6243,1800,1800,1800,1800,1800,5.07,1800,1800,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"dba3a3fe-3477-11e0-9e6c-00163e3d3b7c_l2.wcnf",5786,31712,0.10085,2726.74316,8216.3252,4,135240,0.18245,0.00038,4.66563,6e-05,0.07041,0.07035,0.00038,0.53967,0.00017,0.01262,0.01244,0.52867,0.40216,0.01754,0.99731,0.97977,0.5836,0.49929,0.26135,0.65931,0.89616,0.00018,0,3e-05,0.00798,0.00795,0.64455,1800,1800,1800,1800,1800,5.21,1800,1800,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"dds1.wcnf",903884,2594511,0.003,2.13468,0.62121,2,5,0.34838,0,0,0,0.00088,0.00088,0,0,0,2e-05,2e-05,0.44336,0.27858,0,0.94444,0.94444,0.28007,0,0.00923,0.48616,0.67052,0,0,0,0.00088,0.00088,0.96929,1800,1800,730.96,1800,1800,72.92,1800,1800,58.58,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.25,"Open.WBO16"
"dds4.wcnf",1360646,12848872,0.00044,2.18951,0.7298,2,5,0.1059,0,0,0,0.00077,0.00077,0,0,0,4e-05,4e-05,0.43847,0.2772,0,0.92308,0.92308,0.07726,0,0.00151,0.12307,0.1765,0,0,0,0.00077,0.00077,0.99388,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.51,"maxhs.b"
"deb285a6-db9e-11df-8f4f-00163e3d3b7c_l2.wcnf",6404,36638,0.10265,2686.82471,7971.05811,8,121708,0.17479,0.00037,4.14699,5e-05,0.07146,0.0714,0.00037,0.51594,0.00016,0.01249,0.01234,0.53312,0.39962,0.02381,0.99809,0.97428,0.58802,0.50312,0.2356,0.56916,0.86416,0.00013,0,3e-05,0.01253,0.0125,0.54424,1800,1800,1800,1800,1800,6.57,1800,1800,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.04,"maxhs.b"
"downcast-antlr.wcnf",6536173,13561252,0.00026,103.59785,483.35031,1,2381,0.48197,0,0,0,0.00042,0.00042,0,0,0,0,0,0.42224,0.4477,0.00017,1,0.99983,0.41068,0,0.00029,0.57595,0.77525,0,0,0,0.00042,0.00042,1,1800,1800,1800,1800,1800,694.78,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,17.86,"Open.WBO16"
"downcast-avrora.wcnf",4151667,9582818,0.00062,274.7164,1158.42383,1,5178,0.43324,0,0,0,0.00066,0.00066,0,0,0,0,0,0.51133,0.45527,0.00045,1,0.99955,0.37373,0,0.00072,0.41378,0.90563,0,0,0,0.00066,0.00066,1,1800,1800,1800,1800,1800,226.61,1800,1800,277.46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,12.93,"Open.WBO16"
"downcast-hsqldb.wcnf",8136184,20587286,0.00026,492.58673,1369.70923,1,4309,0.3952,0,0,0,0.00017,0.00017,0,0,0,0,0,0.47549,0.43783,0.00029,1,0.99971,0.40747,0,0.00029,0.40573,0.81493,0,0,0,0.00017,0.00017,0.81493,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30.69,"maxhs.b"
"downcast-pmd.wcnf",9046260,19525850,0.00026,350.79105,1158.24438,1,4186,0.4633,0,0,0,0.00021,0.00021,0,0,0,0,0,0.49911,0.43241,0.00025,1,0.99975,0.42785,0,0.00032,0.47398,0.85923,0,0,0,0.00021,0.00021,0.85923,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.38,"maxhs.b"
"downcast-xalan.wcnf",5070489,10653407,0.00047,325.25226,1105.03259,1,4091,0.47595,0,0,0,0.00036,0.00036,0,0,0,0,0,0.48787,0.47229,0.00031,1,0.99969,0.38957,0,0.00055,0.49008,0.87138,0,0,0,0.00036,0.00036,1,1800,1800,1800,1800,1800,416.75,1800,1800,779.76,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,14.21,"Open.WBO16"
"dp43.wcnf",98516,2933562,0.003,1,0,1,1,0.03358,4e-05,0.5163,0,0.00014,0.00014,4e-05,0.17779,1e-05,5e-05,4e-05,0.5439,0.30391,0,0.99662,0.99662,0.59141,0.25849,0.003,0.05376,0.24037,0,0,0,6e-05,6e-05,0.10888,1800,1800,138.36,1800,1800,11.48,1800,1800,17.64,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.83,"Optiriss6"
"e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l1.wcnf",4317,22673,0.10224,2394.28979,6936.79248,8,85972,0.1904,0.00049,3.78135,9e-05,0.07405,0.07396,0.00049,0.44222,0.00023,0.01135,0.01112,0.48406,0.38395,0.02326,1,0.97674,0.55101,0.48816,0.21629,0.7071,0.98443,0.00027,0,4e-05,0.02077,0.02073,0.688,855.67,1800,1800,1075.81,1082.83,2.91,1371.21,780.53,0.23,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.02,"maxhs.b"
"e0bd67a6-56d0-11df-b11f-00163e7a6f5e_l2.wcnf",4328,24194,0.09585,2393.4248,6935.41455,8,85972,0.17889,0.00047,3.66289,8e-05,0.06944,0.06936,0.00047,0.46162,0.00023,0.01132,0.01109,0.54206,0.38074,0.02326,1,0.97674,0.57894,0.48735,0.26494,0.72501,0.98541,0.00027,0,4e-05,0.01947,0.01943,0.70708,1011.05,1646.3,1800,1142.42,1140.45,2.93,1766.72,702.99,0.23,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.02,"maxhs.b"
"e2f6303a-4fe9-11e0-aa4f-00163e1e087d_l1.wcnf",610,2784,0.17349,3701.0061,12978.08398,4,135888,0.21911,0.00398,2.27687,0.00072,0.12428,0.12356,0.00398,0.49468,0.00164,0.02131,0.01967,0.45727,0.45263,0.05,0.98266,0.93266,0.47691,0.66273,0.20223,0.62105,0.79167,0.00162,0,0.00036,0.02838,0.02802,0.59555,22.62,32.15,1748.59,38.12,38.08,0.17,10.73,10.74,0.04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"maxino16.c10"
"e381ba7e-a192-11e0-8647-00163e1e087d_l2.wcnf",3665,21419,0.11228,2203.9751,6915.77148,8,106048,0.17111,7e-04,4.26915,9e-05,0.08899,0.08889,7e-04,0.45919,0.00027,0.01937,0.0191,0.44037,0.48383,0.02083,0.99685,0.97601,0.51781,0.56152,0.15752,0.50451,0.80727,0.00023,0,0,0.01307,0.01307,0.5031,1800,1800,1800,1800,1800,1.83,1800,1800,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.02,"maxino16.c10"
"e599f3fc-360e-11e0-986e-00163e3d3b7c_l1.wcnf",5702,29753,0.10708,2770.86035,8785.84375,4,135960,0.19164,4e-04,4.83516,7e-05,0.07525,0.07519,4e-04,0.56664,0.00018,0.01877,0.01859,0.47202,0.40707,0.01754,0.99732,0.97978,0.55599,0.51085,0.22431,0.64982,0.88919,0.00018,0,3e-05,0.00827,0.00823,0.63476,1800,1800,1800,1800,1800,4.79,1800,1800,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"e69a0e36-9ef1-11df-9d4a-00163e46d37a_l1.wcnf",685,3188,0.18036,1123.35999,2429.42261,20,21484,0.21487,0.00402,2.4203,0.00063,0.14335,0.14272,0.00402,0.44711,0.00146,0.01314,0.01168,0.46122,0.47707,0.03448,0.98687,0.95239,0.45539,0.74953,0.18036,0.48651,0.61543,0.00114,0,0.00031,0.01412,0.0138,0.48118,1800,1800,1800,1800,1800,0.16,5.56,4.69,0.09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"mscg2015a"
"ec32fc68-7254-11e0-8436-00163e1e087d_l1.wcnf",5789,32084,0.10242,2788.03784,8069.95996,12,133148,0.18043,0.00038,4.73418,6e-05,0.07144,0.07138,0.00038,0.50118,0.00017,0.0095,0.00933,0.46942,0.42307,0.01235,0.99738,0.98504,0.54631,0.5009,0.20761,0.71749,0.86523,0.00021,0,3e-05,0.01325,0.01322,0.70487,1800,1800,1800,1800,1800,4.77,1800,1800,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"eeee44ce-5407-11df-b11f-00163e7a6f5e_l1.wcnf",4531,25216,0.10093,2512.89233,7112.23389,8,85972,0.17969,5e-04,3.73835,8e-05,0.07384,0.07376,5e-04,0.42602,0.00022,0.01104,0.01081,0.48718,0.39332,0.02326,1,0.97674,0.56048,0.47979,0.19349,0.59014,0.98386,0.00021,0,4e-05,0.0144,0.01436,0.56409,1800,1800,1800,1800,1800,3.25,1800,1800,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.02,"maxhs.b"
"eeee44ce-5407-11df-b11f-00163e7a6f5e_l2.wcnf",4545,26734,0.09531,2510.13306,7108.49463,8,85972,0.17001,0.00048,3.63999,7e-05,0.06969,0.06961,0.00048,0.44673,0.00022,0.011,0.01078,0.54179,0.3878,0.02326,1,0.97674,0.58485,0.47913,0.23842,0.61289,0.98474,0.00021,0,4e-05,0.01358,0.01354,0.58828,1800,1800,1800,1800,1800,3.25,1800,1800,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxhs.b"
"f2030.wcnf",84321,2285655,0.0027,4.79094,9.09671,1,50,0.03689,4e-05,0.57629,0,0.00017,0.00017,4e-05,0.23607,1e-05,6e-05,5e-05,0.53426,0.28662,0,0.99666,0.99666,0.58927,0.31907,0.00272,0.10996,0.43846,1e-05,0,0,5e-05,5e-05,0.19494,1800,1800,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.93,"QMaxSAT14"
"f4ebf9e0-360e-11e0-9e6c-00163e3d3b7c_l1.wcnf",5702,29753,0.10708,2770.86035,8785.84375,4,135960,0.19164,4e-04,4.83516,7e-05,0.07525,0.07519,4e-04,0.56664,0.00018,0.01877,0.01859,0.47202,0.40707,0.01754,0.99732,0.97978,0.55599,0.51085,0.22431,0.64982,0.88919,0.00018,0,3e-05,0.00827,0.00823,0.63476,1800,1800,1800,1800,1800,4.62,1800,1800,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.03,"maxino16.c10"
"fa3d0fb2-db9e-11df-a0ec-00163e3d3b7c_l1.wcnf",6404,34663,0.1085,2686.82471,7971.05811,8,121708,0.18475,0.00038,4.24856,6e-05,0.07553,0.07547,0.00038,0.495,0.00016,0.01249,0.01234,0.48169,0.40248,0.02381,0.99809,0.97428,0.56454,0.50813,0.19205,0.54462,0.85642,0.00013,0,3e-05,0.01324,0.01321,0.51828,1800,1800,1800,1800,1800,6.79,1800,1800,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.04,"maxhs.b"
"ff4a1d84-d490-11df-9e6c-00163e3d3b7c_l1.wcnf",619,2952,0.17039,1071.0636,2434.62476,20,21484,0.20969,0.00386,2.23252,0.00068,0.14465,0.14397,0.00386,0.38944,0.00162,0.01292,0.01131,0.47064,0.45037,0.01333,0.98829,0.97496,0.44395,0.74792,0.17785,0.53286,0.92514,0.00131,0,0.00034,0.01423,0.01389,0.49356,60.62,117.49,1800,63.11,63.31,0.12,6.32,6.12,0.04,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"maxino16.c10"
"mancoosi-test-i1000d0u98-0.wcnf",18169,112632,0.16218,904035.9375,3572340.5,1,15026590,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19243,1.31703,0,0.99979,0.99979,0.4594,0.48419,0.16218,0.82899,0.9795,8e-05,0,1e-05,0.02297,0.02296,0.82812,1800,1800,1800,1800,1800,3.08,1800,1800,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.11,"mscg2015a"
"mancoosi-test-i1000d0u98-1.wcnf",18169,112632,0.16218,904035.9375,3572340.5,1,15026590,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19246,1.31702,0,0.99979,0.99979,0.4594,0.48419,0.16218,0.82899,0.9795,8e-05,0,1e-05,0.02297,0.02296,0.82812,1800,1800,1800,1800,1800,3.17,1800,1800,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.12,"mscg2015a"
"mancoosi-test-i1000d0u98-10.wcnf",18169,112632,0.16218,904035.9375,3572340.5,1,15026590,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19252,1.31738,0,0.99979,0.99979,0.4594,0.48419,0.16218,0.82899,0.9795,8e-05,0,1e-05,0.02297,0.02296,0.82812,1800,1800,1800,1800,1800,3.08,1800,1800,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.12,"mscg2015a"
"mancoosi-test-i1000d0u98-11.wcnf",18169,112632,0.16218,904035.9375,3572340.5,1,15026590,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.19234,1.31779,0,0.99979,0.99979,0.4594,0.48419,0.16218,0.82899,0.9795,8e-05,0,1e-05,0.02297,0.02296,0.82812,1800,1800,1800,1800,1800,2.8,1800,1800,1.04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.11,"mscg2015a"
"mancoosi-test-i1000d0u98-12.wcnf",18169,112632,0.16218,904035.9375,3572340.5,1,15026590,0.16131,0.00012,8.91265,2e-05,0.08442,0.0844,0.00012,0.61701,6e-05,0.00424,0.00418,0.1924,1.31855,0,0.99979,0.99979,0.4594,0.48419,0.16218,0.82899,0.9795,8e-05,0,1e-05,0.02297,0.02296,0.82812,1800,1800,1800,1800,1800,2.33,1800,1800,1.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.11,"mscg2015a"
